rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Alex, レイライン, 플레솃, Defense, 19, 14, 14, 9, 5, 1, 11, 16, , 47057417, チクチク梅
1, 20, Chloe, ZEKURIP, 수다르사나, Defense, 20, 14, 14, 9, 5, 9, 4, 48, , 47057417, チクチク梅
1, 20, Sua, 無双, 마법봉, Defense, 20, 14, 14, 9, 5, 4, 9, 76, , 47057417, チクチク梅
2, 19, Leon, おぼろづき米, 흑요석짓테, Defense, 18, 5, 5, 3, 2, 1, 3, 47, ZEKURIP, 47057417, Marine Delight
2, 19, Lyanh, デスガキ, 카른웬난, Defense, 19, 5, 5, 3, 2, 3, 1, 54, 無双, 47057417, Marine Delight
2, 19, Adriana, シユイ, 루테늄구슬, Defense, 19, 5, 5, 3, 2, 1, 4, 36, 無双, 47057417, Marine Delight
3, 20, Hisui, kemiko, 빛의검, Defense, 20, 15, 15, 9, 6, 1, 9, 72, デスガキ, 47057417, OverThrow
3, 18, Leon, sino1012, 프로스트팽, Defense, 19, 15, 15, 9, 6, 4, 10, 31, デスガキ, 47057417, OverThrow
3, 19, Rozzi, れもんだもん, 하이눈, Defense, 20, 15, 15, 9, 6, 10, 3, 74, rosen, 47057417, OverThrow
4, 18, Elena, 冷害, 활빈검, Defense, 18, 8, 8, 6, 2, 2, 6, 29, レイライン, 47057417, Toddler Ghost
4, 19, Hart, CiELzzz, 프리버드, Defense, 19, 8, 8, 6, 2, 3, 5, 64, ZEKURIP, 47057417, Toddler Ghost
4, 18, Darko, レヴナ, 여의봉, Defense, 18, 8, 8, 6, 2, 3, 3, 34, ZEKURIP, 47057417, Toddler Ghost
5, 18, Chloe, rosen, 흑련비표-진홍, Defense, 19, 9, 9, 9, 0, 1, 5, 40, sino1012, 47057417, †神縫合†
5, 19, Jenny, kawaiiOTP, 알타이르, Defense, 19, 9, 9, 9, 0, 4, 2, 56, れもんだもん, 47057417, †神縫合†
5, 20, Elena, HeianKYO, 미스틸테인, Defense, 19, 9, 9, 9, 0, 4, 4, 39, れもんだもん, 47057417, †神縫合†
6, 17, Sua, うぇびー, 낭아봉, Defense, 16, 7, 7, 1, 6, 4, 3, 34, CiELzzz, 47057417, Toddler Gangster
6, 17, Adela, かとかい, 아르고스의눈, Defense, 17, 7, 7, 1, 6, 2, 5, 36, 冷害, 47057417, Toddler Gangster
6, 17, Nicky, ニッキーブレーク, 디바인피스트, Defense, 16, 7, 7, 1, 6, 1, 6, 17, レヴナ, 47057417, Toddler Gangster
7, 17, Adriana, ymt, 루테늄구슬, Defense, 17, 1, 1, 1, 0, 0, 1, 42, HeianKYO, 47057417, 伝説の中西
7, 17, Elena, Sucyone, 활빈검, Defense, 16, 1, 1, 1, 0, 0, 1, 21, kawaiiOTP, 47057417, 伝説の中西
7, 17, Chloe, サーモン中西, 만천화우, Defense, 17, 1, 1, 1, 0, 1, 0, 35, kawaiiOTP, 47057417, 伝説の中西
8, 13, Chloe, sLLLime, 수다르사나, Defense, 14, 4, 4, 0, 4, 3, 1, 36, 冷害, 47057417, NotBeingAll
8, 14, Celine, たまねぎ2nd, 루테늄구슬, Defense, 13, 4, 4, 0, 4, 1, 3, 34, CiELzzz, 47057417, NotBeingAll
8, 12, Emma, 灯油, 풍마수리검, Defense, 12, 4, 4, 0, 4, 0, 4, 26, レヴナ, 47057417, NotBeingAll
