rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Aiden, 青柳, 다인슬라이프-진홍, Defense, 20, 16, 16, 10, 3, 0, 3, 0, 7, 7, 71, , 47836363, はいどろ2000, 24.5, 10, 14.5
1, 19, Eleven, Levia4, 뿅망치, Defense, 19, 16, 16, 10, 3, 0, 3, 0, 5, 9, 10, , 47836363, はいどろ2000, 24.5, 10, 14.5
1, 20, Darko, かっと, 로드 오브 하트-진홍, Defense, 19, 16, 16, 10, 3, 0, 3, 0, 4, 9, 48, , 47836363, はいどろ2000, 24.5, 10, 14.5
2, 19, Nicky, ymt, 프로스트팽, Defense, 19, 8, 8, 5, 2, 0, 1, 0, 2, 5, 38, 青柳, 47836363, 新装開園ネマランド, 14, 7, 7
2, 20, Istvan, LORDofVERMILION, 롱기누스의 창-진홍, Defense, 19, 8, 8, 5, 2, 0, 1, 0, 3, 3, 61, Levia4, 47836363, 新装開園ネマランド, 14, 7, 7
2, 20, Vanya, Bluewings, 여제, Defense, 20, 8, 8, 5, 2, 0, 1, 0, 3, 5, 52, 青柳, 47836363, 新装開園ネマランド, 14, 7, 7
3, 20, Jan, C4storice, 블러디 핸즈-새벽, Defense, 19, 6, 6, 3, 1, 0, 2, 0, 3, 1, 49, Levia4, 47836363, 寿司飯重工 , 10.5, 5, 5.5
3, 20, Laura, berryrabbit, 우라누스, Defense, 20, 6, 6, 3, 1, 0, 2, 0, 2, 4, 74, Bluewings, 47836363, 寿司飯重工 , 10.5, 5, 5.5
3, 19, Silvia, 444PROJECTILES, 마탄의사수, Defense, 19, 6, 6, 3, 1, 0, 2, 0, 1, 3, 51, LORDofVERMILION, 47836363, 寿司飯重工 , 10.5, 5, 5.5
4, 19, Garnet, きまき, 팔괘장, Defense, 18, 3, 3, 2, 1, 0, 0, 0, 2, 0, 16, Bluewings, 47836363, Brainstorm, 6.5, 4, 2.5
4, 20, Irem, Dato2, 점착폭탄, Defense, 19, 3, 3, 2, 1, 0, 0, 0, 1, 2, 62, C4storice, 47836363, Brainstorm, 6.5, 4, 2.5
4, 19, Katja, syon1222, 폴라리스, Hunt, 19, 3, 3, 2, 1, 0, 0, 0, 0, 2, 63, Bluewings, 47836363, Brainstorm, 6.5, 4, 2.5
5, 18, Darko, レイ様, 여의봉, Defense, 17, 8, 8, 4, 2, 0, 2, 0, 2, 5, 38, berryrabbit, 47836363, たかし, 10, 3, 7
5, 17, Arda, お豆腐の匠, 더문, Defense, 17, 8, 8, 4, 2, 0, 2, 0, 2, 6, 41, Levia4, 47836363, たかし, 10, 3, 7
5, 16, Shoichi, たまこん, 파산검, Defense, 16, 8, 8, 4, 2, 0, 2, 0, 4, 3, 28, かっと, 47836363, たかし, 10, 3, 7
6, 16, Luke, えすみす, 여의봉, Defense, 16, 4, 4, 3, 0, 0, 1, 0, 3, 1, 44, Levia4, 47836363, Pon De Ring, 6, 2, 4
6, 16, Nathapon, Natupon, 트리플 포커스, Defense, 16, 4, 4, 3, 0, 0, 1, 0, 0, 3, 19, 青柳, 47836363, Pon De Ring, 6, 2, 4
6, 16, Chloe, YoNeaKy, 만천화우, Defense, 16, 4, 4, 3, 0, 0, 1, 0, 1, 2, 67, Levia4, 47836363, Pon De Ring, 6, 2, 4
7, 13, Piolo, ここかな, 대소반룡곤, Defense, 12, 1, 1, 0, 0, 0, 1, 0, 0, 1, 39, えすみす, 47836363, いねむりすとーむ, 2, 1, 1
7, 13, Theodore, CiELzzz, 데드아이, Defense, 12, 1, 1, 0, 0, 0, 1, 0, 0, 1, 28, えすみす, 47836363, いねむりすとーむ, 2, 1, 1
7, 13, Vanya, SSPotato, 여제, Defense, 12, 1, 1, 0, 0, 0, 1, 0, 1, 0, 13, えすみす, 47836363, いねむりすとーむ, 2, 1, 1
