rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Darko, レイ様, 여의봉, Defense, 20, 11, 11, 10, 1, 0, 0, 0, 3, 6, 47, , 47834446, たかし, 20.5, 10, 10.5
1, 20, Arda, お豆腐の匠, 더문, Hunt, 19, 11, 11, 10, 1, 0, 0, 0, 2, 4, 54, , 47834446, たかし, 20.5, 10, 10.5
1, 20, Shoichi, たまこん, 비색단검, Defense, 20, 11, 11, 10, 1, 0, 0, 0, 6, 5, 57, , 47834446, たかし, 20.5, 10, 10.5
2, 20, Eleven, Levia4, 뿅망치, Defense, 20, 17, 17, 9, 4, 0, 4, 0, 1, 13, 14, たまこん, 47834446, はいどろ2000, 22, 7, 15
2, 20, Aiden, 青柳, 레바테인, Defense, 20, 17, 17, 9, 4, 0, 4, 0, 7, 6, 77, レイ様, 47834446, はいどろ2000, 22, 7, 15
2, 20, Darko, かっと, 로드 오브 하트-진홍, Defense, 20, 17, 17, 9, 4, 0, 4, 0, 9, 6, 45, レイ様, 47834446, はいどろ2000, 22, 7, 15
3, 18, Alex, えすみす, 뚜언띠엔, Defense, 18, 4, 4, 0, 2, 0, 2, 0, 0, 3, 48, レイ様, 47834446, Pon De Ring, 8, 5, 3
3, 18, Nathapon, Natupon, 트리플 포커스, Defense, 17, 4, 4, 0, 2, 0, 2, 0, 3, 1, 25, たまこん, 47834446, Pon De Ring, 8, 5, 3
3, 19, Hyejin, YoNeaKy, 옥전결, Defense, 18, 4, 4, 0, 2, 0, 2, 0, 1, 2, 50, 青柳, 47834446, Pon De Ring, 8, 5, 3
4, 19, Laura, berryrabbit, 우라누스, Defense, 18, 4, 4, 3, 0, 0, 1, 0, 3, 1, 51, お豆腐の匠, 47834446, 寿司飯重工 , 8, 4, 4
4, 18, Silvia, 444PROJECTILES, 마탄의사수, Defense, 17, 4, 4, 3, 0, 0, 1, 0, 1, 1, 46, syon1222, 47834446, 寿司飯重工 , 8, 4, 4
4, 19, Jan, C4storice, 단영촌천투, Defense, 18, 4, 4, 3, 0, 0, 1, 0, 0, 3, 58, コレマサ, 47834446, 寿司飯重工 , 8, 4, 4
5, 19, DebiMarlene, syon1222, 다인슬라이프-진홍, Defense, 18, 8, 8, 6, 1, 0, 1, 0, 3, 3, 32, かっと, 47834446, Brainstorm, 10.5, 3, 7.5
5, 19, Irem, Dato2, 체이서-새벽, Defense, 19, 8, 8, 6, 1, 0, 1, 0, 3, 4, 71, 青柳, 47834446, Brainstorm, 10.5, 3, 7.5
5, 19, Elena, コレマサ, 노스페라투, Defense, 18, 8, 8, 6, 1, 0, 1, 0, 2, 6, 43, かっと, 47834446, Brainstorm, 10.5, 3, 7.5
6, 15, Celine, ymt, 루테늄구슬, Hunt, 14, 1, 1, 0, 0, 0, 1, 0, 1, 0, 47, berryrabbit, 47834446, 新装開園ネマランド, 3, 2, 1
6, 15, Jan, LORDofVERMILION, 흑요석짓테, Defense, 14, 1, 1, 0, 0, 0, 1, 0, 0, 0, 47, berryrabbit, 47834446, 新装開園ネマランド, 3, 2, 1
6, 15, Nicky, Bluewings, 아이언피스트, Defense, 14, 1, 1, 0, 0, 0, 1, 0, 0, 1, 23, 444PROJECTILES, 47834446, 新装開園ネマランド, 3, 2, 1
7, 14, Hart, CiELzzz, 프리버드, Defense, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, たまこん, 47834446, いねむりすとーむ, 1, 1, 0
7, 14, Camilo, ここかな, 볼틱레토, Defense, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, お豆腐の匠, 47834446, いねむりすとーむ, 1, 1, 0
7, 13, Priya, SSPotato, 퍼플헤이즈, Defense, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, たまこん, 47834446, いねむりすとーむ, 1, 1, 0
