rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Karla, さすらいぱんだ, 혈색반월-새벽, Hunt, 20, 10, 10, 6, 3, 0, 1, 0, 2, 6, 69, , 48492603, Toddler Vivid, 18.5, 10, 8.5
1, 19, Rio, Pororoca, 페일노트-진홍, Defense, 19, 10, 10, 6, 3, 0, 1, 0, 3, 7, 56, , 48492603, Toddler Vivid, 18.5, 10, 8.5
1, 19, Leon, うぇびー, 흑요석짓테, Defense, 18, 10, 10, 6, 3, 0, 1, 0, 5, 5, 16, , 48492603, Toddler Vivid, 18.5, 10, 8.5
2, 19, Johann, Dorago, 더썬, Defense, 18, 14, 14, 11, 1, 0, 2, 0, 0, 14, 14, Pororoca, 48492603, ほーんてっどまんしょん, 20.5, 7, 13.5
2, 19, Chiara, OISIIPROTEIN, 노스페라투-새벽, Defense, 20, 14, 14, 11, 1, 0, 2, 0, 11, 3, 51, Pororoca, 48492603, ほーんてっどまんしょん, 20.5, 7, 13.5
2, 19, Darko, うぃくらいん, 여의봉, Defense, 20, 14, 14, 11, 1, 0, 2, 0, 3, 11, 47, さすらいぱんだ, 48492603, ほーんてっどまんしょん, 20.5, 7, 13.5
3, 19, Eleven, にとっち, 다그다의망치, Defense, 18, 9, 9, 5, 1, 0, 3, 0, 0, 8, 12, OISIIPROTEIN, 48492603, カイリュー@拘り鉢巻, 13.5, 5, 8.5
3, 20, Hisui, かっと, 빛의검, Defense, 20, 9, 9, 5, 1, 0, 3, 0, 6, 3, 40, うぃくらいん, 48492603, カイリュー@拘り鉢巻, 13.5, 5, 8.5
3, 19, Theodore, Natupon, 데드아이, Defense, 19, 9, 9, 5, 1, 0, 3, 0, 3, 5, 51, OISIIPROTEIN, 48492603, カイリュー@拘り鉢巻, 13.5, 5, 8.5
4, 17, Priya, mukkoro, 헤븐즈도어, Defense, 16, 1, 1, 0, 0, 0, 1, 0, 1, 0, 24, かっと, 48492603, Toddler Ghost, 5, 4, 1
4, 20, Hart, CiELzzz, 더월, Hunt, 19, 1, 1, 0, 0, 0, 1, 0, 0, 1, 80, うぇびー, 48492603, Toddler Ghost, 5, 4, 1
4, 18, DebiMarlene, レヴナ, 레바테인, Defense, 17, 1, 1, 0, 0, 0, 1, 0, 0, 1, 39, かっと, 48492603, Toddler Ghost, 5, 4, 1
5, 18, Aya, sLLLime, 엘레강스, Defense, 18, 8, 8, 3, 1, 0, 4, 0, 2, 5, 32, うぃくらいん, 48492603, NotBeingAll, 10.5, 3, 7.5
5, 18, DebiMarlene, upalupa, 엑스칼리버, Defense, 17, 8, 8, 3, 1, 0, 4, 0, 0, 8, 15, OISIIPROTEIN, 48492603, NotBeingAll, 10.5, 3, 7.5
5, 19, Laura, たまねぎ2nd, 우라누스, Defense, 18, 8, 8, 3, 1, 0, 4, 0, 6, 1, 44, OISIIPROTEIN, 48492603, NotBeingAll, 10.5, 3, 7.5
6, 17, Yuki, KatsuragiAce, 자웅일대검, Hunt, 16, 5, 5, 3, 1, 0, 1, 0, 1, 3, 53, OISIIPROTEIN, 48492603, Etranger, 6.5, 2, 4.5
6, 17, Jackie, Honesty, 디오스쿠로이, Defense, 16, 5, 5, 3, 1, 0, 1, 0, 2, 1, 39, うぃくらいん, 48492603, Etranger, 6.5, 2, 4.5
6, 17, Camilo, wowaka, 디오스쿠로이, Hunt, 17, 5, 5, 3, 1, 0, 1, 0, 2, 1, 65, OISIIPROTEIN, 48492603, Etranger, 6.5, 2, 4.5
7, 15, Shoichi, たまこん, 월식, Defense, 15, 6, 6, 2, 2, 0, 2, 0, 5, 1, 27, Natupon, 48492603, T-REX108, 6, 1, 5
7, 14, Charlotte, レイ様, 절제, Defense, 12, 6, 6, 2, 2, 0, 2, 0, 0, 6, 5, Honesty, 48492603, T-REX108, 6, 1, 5
7, 15, Yuki, Endeavor108, 레바테인, Defense, 14, 6, 6, 2, 2, 0, 2, 0, 1, 5, 19, Natupon, 48492603, T-REX108, 6, 1, 5
8, 14, Tia, saimina, 터럭손방망이, Defense, 14, 3, 3, 0, 2, 0, 1, 0, 1, 0, 42, Honesty, 48492603, Signal Symphony, 2, 0, 2
8, 14, DebiMarlene, 主任, 엑스칼리버, Defense, 13, 3, 3, 0, 2, 0, 1, 0, 1, 2, 16, OISIIPROTEIN, 48492603, Signal Symphony, 2, 0, 2
8, 14, Elena, sukopi, 레드팬서, Defense, 13, 3, 3, 0, 2, 0, 1, 0, 1, 2, 37, OISIIPROTEIN, 48492603, Signal Symphony, 2, 0, 2
