rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 19, Elena, Honesty, 노스페라투, Defense, 19, 17, 17, 12, 2, 0, 3, 0, 3, 10, 32, , 48489976, Etranger, 26, 10, 16
1, 20, Hisui, wowaka, 빛의검, Defense, 20, 17, 17, 12, 2, 0, 3, 0, 8, 5, 60, , 48489976, Etranger, 26, 10, 16
1, 20, Silvia, KatsuragiAce, 하이 눈-새벽, Defense, 20, 17, 17, 12, 2, 0, 3, 0, 6, 10, 77, , 48489976, Etranger, 26, 10, 16
2, 19, Elena, 冷害, 활빈검, Defense, 19, 6, 6, 3, 2, 0, 1, 0, 0, 6, 41, wowaka, 48489976, Toddler Ghost, 12, 7, 5
2, 20, DebiMarlene, レヴナ, 레바테인, Defense, 19, 6, 6, 3, 2, 0, 1, 0, 3, 3, 35, wowaka, 48489976, Toddler Ghost, 12, 7, 5
2, 19, Nadine, CiELzzz, 페일노트, Defense, 19, 6, 6, 3, 2, 0, 1, 0, 3, 3, 52, Honesty, 48489976, Toddler Ghost, 12, 7, 5
3, 19, Laura, たまねぎ2nd, 우라누스, Defense, 18, 10, 10, 4, 1, 0, 5, 0, 4, 4, 60, KatsuragiAce, 48489976, NotBeingAll, 14.5, 5, 9.5
3, 19, Aya, sLLLime, 하이눈, Defense, 19, 10, 10, 4, 1, 0, 5, 0, 2, 5, 31, KatsuragiAce, 48489976, NotBeingAll, 14.5, 5, 9.5
3, 18, DebiMarlene, upalupa, 레바테인, Defense, 17, 10, 10, 4, 1, 0, 5, 0, 4, 4, 23, CiELzzz, 48489976, NotBeingAll, 14.5, 5, 9.5
4, 18, Celine, さすらいぱんだ, 소이탄, Defense, 18, 2, 2, 1, 0, 0, 1, 0, 0, 2, 66, Honesty, 48489976, Toddler Vivid, 6, 4, 2
4, 17, Rio, Pororoca, 편전, Defense, 18, 2, 2, 1, 0, 0, 1, 0, 1, 1, 40, wowaka, 48489976, Toddler Vivid, 6, 4, 2
4, 18, Lenox, うぇびー, 캐소드라쉬, Defense, 17, 2, 2, 1, 0, 0, 1, 0, 1, 1, 21, KatsuragiAce, 48489976, Toddler Vivid, 6, 4, 2
5, 16, Chiara, OISIIPROTEIN, 아르고스의눈, Defense, 16, 7, 7, 7, 0, 0, 0, 0, 3, 4, 37, wowaka, 48489976, ほーんてっどまんしょん, 10, 3, 7
5, 15, Johann, Dorago, 더썬, Defense, 15, 7, 7, 7, 0, 0, 0, 0, 0, 7, 6, KatsuragiAce, 48489976, ほーんてっどまんしょん, 10, 3, 7
5, 17, Lyanh, うぃくらいん, 카른웬난, Defense, 16, 7, 7, 7, 0, 0, 0, 0, 4, 3, 40, KatsuragiAce, 48489976, ほーんてっどまんしょん, 10, 3, 7
6, 15, Estelle, レイ様, 빔엑스, Defense, 13, 3, 3, 0, 2, 0, 1, 0, 1, 1, 26, たまねぎ2nd, 48489976, T-REX108, 4, 2, 2
6, 15, Isol, Endeavor108, 엔데버AX, Defense, 15, 3, 3, 0, 2, 0, 1, 0, 0, 2, 37, レヴナ, 48489976, T-REX108, 4, 2, 2
6, 14, Alex, たまこん, 일렉트론블라스터, Defense, 13, 3, 3, 0, 2, 0, 1, 0, 2, 1, 30, レヴナ, 48489976, T-REX108, 4, 2, 2
7, 16, DebiMarlene, 主任, 레바테인, Defense, 15, 2, 2, 1, 1, 0, 0, 0, 0, 2, 33, OISIIPROTEIN, 48489976, Signal Symphony, 2.5, 1, 1.5
7, 16, Tia, saimina, 터럭손방망이, Defense, 15, 2, 2, 1, 1, 0, 0, 0, 2, 0, 47, KatsuragiAce, 48489976, Signal Symphony, 2.5, 1, 1.5
7, 15, Mai, sukopi, 뇌룡편, Defense, 14, 2, 2, 1, 1, 0, 0, 0, 0, 1, 28, うぃくらいん, 48489976, Signal Symphony, 2.5, 1, 1.5
8, 12, Eleven, にとっち, 다그다의망치, Defense, 9, 4, 4, 0, 3, 0, 1, 0, 0, 2, 6, OISIIPROTEIN, 48489976, カイリュー@拘り鉢巻, 2.5, 0, 2.5
8, 12, Nathapon, Natupon, 울트라비전, Defense, 10, 4, 4, 0, 3, 0, 1, 0, 1, 1, 21, うぃくらいん, 48489976, カイリュー@拘り鉢巻, 2.5, 0, 2.5
8, 13, Hisui, かっと, 모노호시자오, Defense, 12, 4, 4, 0, 3, 0, 1, 0, 3, 0, 21, OISIIPROTEIN, 48489976, カイリュー@拘り鉢巻, 2.5, 0, 2.5
