rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 19, Silvia, 義妹, 엘레강스, Defense, 18, 9, 10, 7, 1, 0, 1, 0, 2, 5, 36, , 49939342, シャルティメットストーム, 18.5, 10, 8.5
1, 20, Felix, ここかな, 롱기누스의 창-진홍, Defense, 20, 9, 10, 7, 1, 0, 1, 0, 7, 2, 72, , 49939342, シャルティメットストーム, 18.5, 10, 8.5
1, 19, Mai, SSPotato, 뇌룡편, Defense, 17, 9, 10, 7, 1, 0, 1, 0, 0, 8, 13, , 49939342, シャルティメットストーム, 18.5, 10, 8.5
2, 19, Rio, LxN, 페일노트-진홍, Defense, 19, 13, 13, 7, 4, 0, 2, 0, 3, 9, 44, ここかな, 49939342, I'm on fire!, 18, 7, 11
2, 18, Garnet, チクタク, 스파이의우산, Defense, 18, 13, 13, 7, 4, 0, 2, 0, 5, 7, 34, 義妹, 49939342, I'm on fire!, 18, 7, 11
2, 20, Hisui, ぱんかす, 빛의검, Defense, 19, 13, 13, 7, 4, 0, 2, 0, 5, 5, 54, ここかな, 49939342, I'm on fire!, 18, 7, 11
3, 19, Leni, dominula, 스탬피드, Defense, 18, 4, 4, 3, 0, 0, 1, 0, 0, 4, 18, チクタク, 49939342, Blighttown, 9, 5, 4
3, 19, Echion, ジェノ, 블랙맘바킹-TL, Defense, 18, 4, 4, 3, 0, 0, 1, 0, 3, 1, 34, ぱんかす, 49939342, Blighttown, 9, 5, 4
3, 19, Jenny, greatSolt, 매그넘-보아, Defense, 19, 4, 4, 3, 0, 0, 1, 0, 1, 1, 56, チクタク, 49939342, Blighttown, 9, 5, 4
4, 18, Nicky, chainin, 빙화현옥수, Defense, 17, 9, 9, 4, 2, 0, 3, 0, 1, 7, 22, チクタク, 49939342, 最強★Love & Peace, 12, 4, 8
4, 18, Tia, Atato, 터럭손방망이, Defense, 18, 9, 9, 4, 2, 0, 3, 0, 8, 1, 39, ぱんかす, 49939342, 最強★Love & Peace, 12, 4, 8
4, 18, Irem, guppy63, 체이서-새벽, Defense, 19, 9, 9, 4, 2, 0, 3, 0, 0, 8, 39, ぱんかす, 49939342, 最強★Love & Peace, 12, 4, 8
5, 19, Hisui, ワイザム, 모노호시자오, Defense, 18, 3, 3, 0, 0, 0, 3, 0, 1, 2, 35, greatSolt, 49939342, †真実の刃†, 6, 3, 3
5, 18, Abigail, 責任, 네플리온, Defense, 18, 3, 3, 0, 0, 0, 3, 0, 0, 3, 47, ジェノ, 49939342, †真実の刃†, 6, 3, 3
5, 19, Bernice, サトツ, 인터벤션, Hunt, 19, 3, 3, 0, 0, 0, 3, 0, 2, 1, 86, ジェノ, 49939342, †真実の刃†, 6, 3, 3
6, 18, Shoichi, doratama, 비색단검, Defense, 17, 4, 4, 3, 0, 0, 1, 0, 2, 1, 73, azazazazazazazaz, 49939342, 治癒の歌合唱団, 6, 2, 4
6, 18, Yuki, Dagashi0, 엑스칼리버, Defense, 16, 4, 4, 3, 0, 0, 1, 0, 2, 2, 38, , 49939342, 治癒の歌合唱団, 6, 2, 4
6, 16, Darko, gincha1299, 구원의여신상, Defense, 14, 4, 4, 3, 0, 0, 1, 0, 0, 4, 15, 氷雪いろは, 49939342, 治癒の歌合唱団, 6, 2, 4
7, 17, Istvan, 氷雪いろは, 장팔사모, Defense, 17, 8, 8, 2, 1, 0, 5, 0, 4, 4, 43, ここかな, 49939342, ミルククラウン, 8.5, 1, 7.5
7, 17, Eleven, Mimoria, 다그다의망치, Defense, 16, 8, 8, 2, 1, 0, 5, 0, 0, 7, 21, ここかな, 49939342, ミルククラウン, 8.5, 1, 7.5
7, 18, Celine, azazazazazazazaz, 체이서, Hunt, 18, 8, 8, 2, 1, 0, 5, 0, 4, 2, 58, ここかな, 49939342, ミルククラウン, 8.5, 1, 7.5
8, 13, Alonso, hato88, 빙화현옥수, Defense, 11, 3, 3, 0, 0, 0, 3, 0, 0, 3, 20, doratama, 49939342, 私とりんご穏健派, 3, 0, 3
8, 13, Theodore, kur1ch4n, 데드아이, Hunt, 12, 3, 3, 0, 0, 0, 3, 0, 1, 2, 35, Dagashi0, 49939342, 私とりんご穏健派, 3, 0, 3
8, 14, Bernice, yossyoss, 폴라리스, Defense, 13, 3, 3, 0, 0, 0, 3, 0, 2, 1, 40, Dagashi0, 49939342, 私とりんご穏健派, 3, 0, 3
