rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Lenore, い力, 하트 브레이커-새벽, Defense, 20, 17, 17, 13, 4, 8, 7, 83, , 46929208, Out of Control
1, 20, Estelle, みゅーき, 낙원의낫, Defense, 20, 17, 17, 13, 4, 3, 14, 36, , 46929208, Out of Control
1, 20, Lyanh, thato, 소울리퍼, Defense, 20, 17, 17, 13, 4, 6, 9, 33, , 46929208, Out of Control
2, 20, Hisui, kemiko, 빛의검, Defense, 20, 16, 16, 10, 6, 8, 6, 60, みゅーき, 46929208, ほとんど無害
2, 20, Hyejin, vaqlas, 페일노트-새벽, Defense, 20, 16, 16, 10, 6, 4, 10, 46, みゅーき, 46929208, ほとんど無害
2, 20, Estelle, voider26, 빔엑스, Defense, 19, 16, 16, 10, 6, 4, 12, 23, い力, 46929208, ほとんど無害
3, 18, Chloe, sLLLime, 플레솃, Defense, 18, 1, 1, 0, 1, 1, 0, 49, kemiko, 46929208, NotBeingAll
3, 18, Celine, たまねぎ2nd, 체이서, Defense, 19, 1, 1, 0, 1, 0, 1, 69, kemiko, 46929208, NotBeingAll
3, 17, Emma, 灯油, 풍마수리검, Defense, 18, 1, 1, 0, 1, 0, 1, 51, kemiko, 46929208, NotBeingAll
4, 18, Leon, sino1012, 프로스트팽, Defense, 18, 7, 7, 0, 7, 3, 4, 55, thato, 46929208, OverThrow
4, 18, Rozzi, れもんだもん, 악켈테, Hunt, 18, 7, 7, 0, 7, 3, 2, 79, い力, 46929208, OverThrow
4, 17, Charlotte, Exaneko, 절제, Defense, 16, 7, 7, 0, 7, 1, 5, 15, thato, 46929208, OverThrow
5, 15, Nadine, Meltt, 대황, Defense, 16, 9, 9, 2, 7, 7, 1, 27, vaqlas, 46929208, Toddler Gangster
5, 15, Lenore, かとかい, 헤븐즈도어, Defense, 16, 9, 9, 2, 7, 1, 8, 29, vaqlas, 46929208, Toddler Gangster
5, 15, Markus, ニッキーブレーク, 산타무에르떼, Defense, 14, 9, 9, 2, 7, 1, 6, 15, kemiko, 46929208, Toddler Gangster
6, 15, Lenox, MaTfromDota2, 사복검, Defense, 15, 2, 2, 0, 2, 0, 2, 28, い力, 46929208, Omakase
6, 15, Alex, BLUNA, 플라즈마톤파, Defense, 15, 2, 2, 0, 2, 2, 0, 23, thato, 46929208, Omakase
6, 16, Eva, 作楽朔, 여의주, Hunt, 16, 2, 2, 0, 2, 0, 2, 74, い力, 46929208, Omakase
7, 14, Elena, レイライン, 활빈검, Defense, 11, 4, 4, 0, 4, 0, 3, 12, thato, 46929208, チクチク梅
7, 14, Rozzi, ZEKURIP, 일렉트론블라스터, Defense, 13, 4, 4, 0, 4, 3, 1, 17, thato, 46929208, チクチク梅
7, 13, Hisui, 無双, 모노호시자오, Defense, 13, 4, 4, 0, 4, 1, 3, 17, い力, 46929208, チクチク梅
