rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Mai, みゅーき, 글레이프니르, Defense, 20, 12, 12, 2, 9, 30, , 46359027, 卵吸収装置
1, 20, Camilo, らいらい, 간장과막야, Defense, 20, 12, 12, 8, 3, 63, , 46359027, 卵吸収装置
1, 20, Adina, たまご, 더문, Defense, 20, 12, 12, 2, 10, 49, , 46359027, 卵吸収装置
2, 20, Alonso, thato, 디바인피스트, Defense, 20, 12, 12, 0, 10, 24, たまご, 46359027, Out of Control
2, 20, Katja, ハッピー天月, 위도우 메이커-진홍, Defense, 20, 12, 12, 9, 2, 53, みゅーき, 46359027, Out of Control
2, 20, Lenore, い力, 하트 브레이커-새벽, Defense, 20, 12, 12, 3, 9, 60, らいらい, 46359027, Out of Control
3, 20, Emma, 灯油, 건곤권, Defense, 19, 10, 10, 1, 8, 53, らいらい, 46359027, NotBeingAll
3, 20, Mai, upalupa, 글레이프니르, Defense, 19, 10, 10, 1, 9, 28, らいらい, 46359027, NotBeingAll
3, 20, Tsubame, sLLLime, 만천화우, Defense, 20, 10, 10, 8, 2, 68, らいらい, 46359027, NotBeingAll
4, 20, Lenox, レイライン, 사복검, Defense, 19, 6, 6, 1, 5, 20, sLLLime, 46359027, チクチク梅
4, 20, Jenny, ZEKURIP, 알타이르, Defense, 20, 6, 6, 3, 2, 54, sLLLime, 46359027, チクチク梅
4, 20, Hisui, 無双, 다인슬라이프, Defense, 20, 6, 6, 2, 4, 81, upalupa, 46359027, チクチク梅
5, 20, Hisui, kemiko, 빛의검, Defense, 20, 3, 3, 0, 2, 65, ZEKURIP, 46359027, OverThrow
5, 20, Elena, sino1012, 미스틸테인, Defense, 19, 3, 3, 1, 2, 23, 無双, 46359027, OverThrow
5, 20, Hart, れもんだもん, 원더풀투나잇, Defense, 20, 3, 3, 2, 1, 50, ZEKURIP, 46359027, OverThrow
6, 17, DebiMarlene, Pinzou, 레바테인, Defense, 17, 3, 3, 2, 0, 35, ハッピー天月, 46359027, DEKABIG-C
6, 16, Charlotte, DEKABIGUNO, 절제, Defense, 15, 3, 3, 0, 3, 13, ハッピー天月, 46359027, DEKABIG-C
6, 17, Piolo, SanrioPiololand, 대소반룡곤, Defense, 16, 3, 3, 1, 2, 45, ハッピー天月, 46359027, DEKABIG-C
7, 15, Arda, OISIIPROTEIN, 더스타, Defense, 15, 5, 5, 1, 3, 26, sLLLime, 46359027, おっとっと
7, 16, Piolo, MaTfromDota2, 대소반룡곤, Defense, 15, 5, 5, 3, 2, 18, sLLLime, 46359027, おっとっと
7, 15, Camilo, 冷害, 듀랜달Mk2, Defense, 13, 5, 5, 1, 3, 8, sLLLime, 46359027, おっとっと
8, 12, Hyejin, vaqlas, 골든래쇼보우, Defense, 11, 2, 2, 0, 2, 30, い力, 46359027, 舞野組
8, 12, Markus, 舞野, 반고부, Defense, 11, 2, 2, 1, 1, 27, ハッピー天月, 46359027, 舞野組
8, 13, Justyna, マーカスの大胸筋, 포이즌드크로스보우, Defense, 11, 2, 2, 1, 1, 31, い力, 46359027, 舞野組
