rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Rozzi, れもんだもん, 하이눈, Defense, 20, 15, 15, 12, 2, 62, , 46357623, OverThrow
1, 20, Echion, kemiko, 블랙맘바킹-TL, Defense, 20, 15, 15, 0, 13, 57, , 46357623, OverThrow
1, 20, Vanya, sino1012, 여제, Defense, 20, 15, 15, 3, 10, 47, , 46357623, OverThrow
2, 20, Emma, 灯油, 건곤권, Defense, 19, 0, 0, 0, 0, 44, れもんだもん, 46357623, NotBeingAll
2, 20, Celine, たまねぎ2nd, 체이서, Defense, 19, 0, 0, 0, 0, 63, れもんだもん, 46357623, NotBeingAll
2, 20, Chloe, sLLLime, 수다르사나, Defense, 19, 0, 0, 0, 0, 36, れもんだもん, 46357623, NotBeingAll
3, 20, YuMin, MaTfromDota2, 여제, Defense, 19, 3, 3, 2, 1, 59, たまご, 46357623, おっとっと
3, 19, Vanya, 冷害, 여제, Defense, 18, 3, 3, 1, 2, 55, 無双, 46357623, おっとっと
3, 20, Echion, OISIIPROTEIN, 블랙맘바킹-TL, Defense, 18, 3, 3, 0, 3, 20, れもんだもん, 46357623, おっとっと
4, 20, Mai, みゅーき, 글레이프니르, Defense, 19, 9, 9, 1, 7, 42, れもんだもん, 46357623, 卵吸収装置
4, 20, Camilo, らいらい, 유성검, Defense, 20, 9, 9, 1, 5, 38, れもんだもん, 46357623, 卵吸収装置
4, 20, Adina, たまご, 더문, Defense, 20, 9, 9, 7, 1, 56, れもんだもん, 46357623, 卵吸収装置
5, 19, Lenox, レイライン, 사복검, Defense, 18, 11, 11, 1, 6, 21, みゅーき, 46357623, チクチク梅
5, 20, Jenny, ZEKURIP, 알타이르, Defense, 20, 11, 11, 8, 2, 52, sino1012, 46357623, チクチク梅
5, 20, Laura, 無双, 우라누스, Defense, 20, 11, 11, 2, 8, 60, sino1012, 46357623, チクチク梅
6, 18, Hyejin, vaqlas, 아르기로톡소스, Defense, 18, 5, 5, 2, 2, 49, ZEKURIP, 46357623, 舞野組
6, 19, Markus, 舞野, 뿅망치, Defense, 17, 5, 5, 2, 2, 24, sino1012, 46357623, 舞野組
6, 18, Vanya, マーカスの大胸筋, 여제, Defense, 18, 5, 5, 1, 4, 36, れもんだもん, 46357623, 舞野組
7, 16, Lyanh, thato, 카른웬난, Defense, 16, 0, 0, 0, 0, 35, らいらい, 46357623, Out of Control
7, 16, Chiara, ハッピー天月, 레드팬서, Defense, 16, 0, 0, 0, 0, 21, vaqlas, 46357623, Out of Control
7, 16, Echion, い力, 블랙맘바킹-TL, Defense, 15, 0, 0, 0, 0, 34, たまご, 46357623, Out of Control
8, 13, Charlotte, DEKABIGUNO, 절제, Defense, 11, 4, 4, 0, 4, 10, ZEKURIP, 46357623, DEKABIG-C
8, 13, Hisui, Pinzou, 모노호시자오, Defense, 12, 4, 4, 4, 0, 17, ZEKURIP, 46357623, DEKABIG-C
8, 14, Piolo, SanrioPiololand, 대소반룡곤, Defense, 12, 4, 4, 0, 3, 19, ZEKURIP, 46357623, DEKABIG-C
