rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Leon, 변이, 프로스트팽, Defense, 20, 19, 19, 11, 8, 6, 11, 53, , 46582672, ZRDiode
1, 20, Jackie, 약화, 환영도-진홍, Defense, 20, 19, 19, 11, 8, 11, 7, 47, , 46582672, ZRDiode
1, 20, Echion, ninanana, 블랙맘바킹-TL, Defense, 20, 19, 19, 11, 8, 2, 14, 43, , 46582672, ZRDiode
2, 19, Tia, ニッキーブレーク, 터럭손방망이, Defense, 19, 9, 9, 6, 3, 4, 3, 24, 약화, 46582672, 棒と槍
2, 19, Elena, sukopi, 활빈검, Defense, 18, 9, 9, 6, 3, 2, 7, 36, 약화, 46582672, 棒と槍
2, 20, Justyna, Prushka, 팬텀 볼트, Defense, 20, 9, 9, 6, 3, 3, 5, 54, ninanana, 46582672, 棒と槍
3, 19, Camilo, かっと, 간장과막야, Defense, 19, 8, 8, 6, 2, 2, 6, 59, Prushka, 46582672, おっとっと
3, 18, Isol, OISIIPROTEIN, 엘레강스, Defense, 19, 8, 8, 6, 2, 5, 3, 31, ニッキーブレーク, 46582672, おっとっと
3, 19, Kenneth, MaTfromDota2, 반고부, Defense, 18, 8, 8, 6, 2, 1, 7, 55, Prushka, 46582672, おっとっと
4, 19, Rozzi, HAMSIN, 일렉트론블라스터, Defense, 18, 9, 9, 2, 7, 1, 6, 43, 약화, 46582672, Rage0day
4, 19, Cathy, HYEINSEO, 월식, Defense, 19, 9, 9, 2, 7, 2, 5, 27, 약화, 46582672, Rage0day
4, 20, Aiden, SEOHYEIN, 빛의검, Defense, 19, 9, 9, 2, 7, 6, 3, 33, 약화, 46582672, Rage0day
5, 20, Lyanh, thato, 비색 단검-진홍, Defense, 20, 13, 13, 7, 6, 3, 7, 41, SEOHYEIN, 46582672, CROSSOVER
5, 19, Kenneth, べんとりっく, 반고부, Defense, 19, 13, 13, 7, 6, 3, 6, 35, かっと, 46582672, CROSSOVER
5, 19, Hisui, kemiko, 모노호시자오, Defense, 20, 13, 13, 7, 6, 7, 4, 51, sukopi, 46582672, CROSSOVER
6, 17, Leni, Natupon, 엘레강스, Defense, 17, 2, 2, 2, 0, 0, 2, 10, べんとりっく, 46582672, 地獄楽
6, 19, Lenore, えすみす, 헤븐즈도어, Defense, 19, 2, 2, 2, 0, 0, 2, 55, HYEINSEO, 46582672, 地獄楽
6, 18, Jan, Sharp3, 천잠장갑, Defense, 18, 2, 2, 2, 0, 2, 0, 62, kemiko, 46582672, 地獄楽
7, 19, Jackie, ハッピー天月, 반고부, Defense, 18, 7, 7, 1, 6, 6, 1, 44, 변이, 46582672, 銀河ヒッチハイクガイド
7, 18, Estelle, voider26, 진홍빛낫, Defense, 18, 7, 7, 1, 6, 0, 7, 27, 변이, 46582672, 銀河ヒッチハイクガイド
7, 19, Nicky, vaqlas, 아이언피스트, Defense, 18, 7, 7, 1, 6, 1, 4, 35, 변이, 46582672, 銀河ヒッチハイクガイド
8, 15, Hisui, 漁夫カルマ, 모노호시자오, Defense, 15, 6, 6, 0, 6, 3, 0, 31, 약화, 46582672, Hide and Escape
8, 16, Darko, マーカスの大胸筋, 구원의여신상, Defense, 15, 6, 6, 0, 6, 3, 3, 29, 약화, 46582672, Hide and Escape
8, 14, Leni, RIKE, 엘레강스, Defense, 13, 6, 6, 0, 6, 0, 5, 27, かっと, 46582672, Hide and Escape
