rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Hisui, kemiko, 다인슬라이프, Defense, 20, 21, 21, 16, 5, 12, 8, 56, , 46577929, CROSSOVER
1, 20, Lyanh, thato, 소울리퍼, Defense, 20, 21, 21, 16, 5, 5, 14, 46, , 46577929, CROSSOVER
1, 20, Zahir, べんとりっく, 빙백은침, Defense, 20, 21, 21, 16, 5, 4, 12, 55, , 46577929, CROSSOVER
2, 19, Yuki, HAMSIN, 빛의검, Defense, 19, 15, 15, 10, 5, 4, 7, 48, べんとりっく, 46577929, Rage0day
2, 20, Aiden, SEOHYEIN, 다인슬라이프-진홍, Defense, 19, 15, 15, 10, 5, 6, 6, 47, べんとりっく, 46577929, Rage0day
2, 19, Bianca, HYEINSEO, 더문, Defense, 20, 15, 15, 10, 5, 5, 9, 34, thato, 46577929, Rage0day
3, 19, Nicky, vaqlas, 아이언피스트, Defense, 18, 19, 19, 9, 10, 4, 10, 14, thato, 46577929, 銀河ヒッチハイクガイド
3, 18, Estelle, voider26, 빔엑스, Defense, 18, 19, 19, 9, 10, 3, 15, 15, kemiko, 46577929, 銀河ヒッチハイクガイド
3, 19, Jackie, ハッピー天月, 반고부, Defense, 19, 19, 19, 9, 10, 12, 6, 27, マーカスの大胸筋, 46577929, 銀河ヒッチハイクガイド
4, 19, Emma, Prushka, 더문, Defense, 19, 8, 8, 4, 4, 5, 1, 70, kemiko, 46577929, 棒と槍
4, 18, Darko, ニッキーブレーク, 여의봉, Defense, 17, 8, 8, 4, 4, 3, 4, 31, マーカスの大胸筋, 46577929, 棒と槍
4, 19, Elena, sukopi, 미스틸테인, Defense, 18, 8, 8, 4, 4, 0, 5, 57, kemiko, 46577929, 棒と槍
5, 19, Leon, 漁夫カルマ, 프로스트팽, Defense, 18, 5, 5, 2, 3, 3, 2, 38, ハッピー天月, 46577929, Hide and Escape
5, 18, Leni, RIKE, 스탬피드, Defense, 17, 5, 5, 2, 3, 0, 5, 29, vaqlas, 46577929, Hide and Escape
5, 19, Abigail, マーカスの大胸筋, 네플리온, Defense, 19, 5, 5, 2, 3, 2, 3, 49, kemiko, 46577929, Hide and Escape
6, 17, Jan, Sharp3, 천잠장갑, Defense, 17, 7, 7, 1, 6, 6, 1, 32, vaqlas, 46577929, 地獄楽
6, 18, Katja, えすみす, 폴라리스, Defense, 18, 7, 7, 1, 6, 1, 2, 57, ハッピー天月, 46577929, 地獄楽
6, 16, Leni, Natupon, 엘레강스, Defense, 14, 7, 7, 1, 6, 0, 5, 11, ハッピー天月, 46577929, 地獄楽
7, 18, Barbara, ninanana, 하이눈, Defense, 19, 2, 2, 2, 0, 0, 2, 53, HYEINSEO, 46577929, ZRDiode
7, 18, Aya, 변이, 저지먼트, Defense, 18, 2, 2, 2, 0, 1, 0, 57, HYEINSEO, 46577929, ZRDiode
7, 18, Lenox, 약화, 사복검, Defense, 18, 2, 2, 2, 0, 1, 1, 26, HAMSIN, 46577929, ZRDiode
8, 14, Markus, OISIIPROTEIN, 뿅망치, Defense, 13, 1, 1, 0, 1, 0, 1, 16, SEOHYEIN, 46577929, おっとっと
8, 13, Isaac, MaTfromDota2, 맨티스톤파, Defense, 12, 1, 1, 0, 1, 1, 0, 25, HAMSIN, 46577929, おっとっと
8, 13, Theodore, かっと, 데드아이, Defense, 12, 1, 1, 0, 1, 0, 1, 29, HAMSIN, 46577929, おっとっと
