rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Lyanh, thato, 비색 단검-진홍, Defense, 20, 20, 20, 14, 6, 8, 11, 46, , 46579804, CROSSOVER
1, 20, Kenneth, べんとりっく, 반고부, Defense, 20, 20, 20, 14, 6, 4, 14, 77, , 46579804, CROSSOVER
1, 20, Hisui, kemiko, 다인슬라이프, Defense, 20, 20, 20, 14, 6, 8, 10, 73, , 46579804, CROSSOVER
2, 19, Leni, Natupon, 엘레강스, Defense, 19, 7, 7, 5, 2, 1, 6, 17, kemiko, 46579804, 地獄楽
2, 20, Jan, Sharp3, 천잠장갑, Defense, 20, 7, 7, 5, 2, 3, 3, 66, べんとりっく, 46579804, 地獄楽
2, 19, DebiMarlene, えすみす, 레바테인, Defense, 19, 7, 7, 5, 2, 3, 4, 41, べんとりっく, 46579804, 地獄楽
3, 19, Vanya, ninanana, 여제, Defense, 20, 11, 11, 6, 5, 5, 5, 42, Sharp3, 46579804, ZRDiode
3, 18, Leon, 변이, 빙화현옥수, Defense, 18, 11, 11, 6, 5, 4, 3, 38, kemiko, 46579804, ZRDiode
3, 19, William, 약화, 체이서-진홍, Defense, 19, 11, 11, 6, 5, 2, 8, 20, えすみす, 46579804, ZRDiode
4, 19, Theodore, かっと, 데드아이, Defense, 19, 3, 3, 3, 0, 2, 1, 51, thato, 46579804, おっとっと
4, 19, DebiMarlene, MaTfromDota2, 모노호시자오, Defense, 19, 3, 3, 3, 0, 0, 2, 54, thato, 46579804, おっとっと
4, 19, Markus, OISIIPROTEIN, 뿅망치, Defense, 19, 3, 3, 3, 0, 1, 1, 39, べんとりっく, 46579804, おっとっと
5, 18, Jackie, ハッピー天月, 하르페, Defense, 17, 10, 10, 3, 7, 7, 3, 38, かっと, 46579804, 銀河ヒッチハイクガイド
5, 18, Estelle, voider26, 빔엑스, Defense, 16, 10, 10, 3, 7, 2, 7, 26, ninanana, 46579804, 銀河ヒッチハイクガイド
5, 18, Nicky, vaqlas, 아이언피스트, Defense, 17, 10, 10, 3, 7, 1, 6, 38, 변이, 46579804, 銀河ヒッチハイクガイド
6, 16, Darko, ニッキーブレーク, 구원의여신상, Defense, 14, 1, 1, 0, 1, 0, 1, 27, 변이, 46579804, 棒と槍
6, 17, Emma, Prushka, 더문, Defense, 17, 1, 1, 0, 1, 1, 0, 35, 약화, 46579804, 棒と槍
6, 17, Elena, sukopi, 활빈검, Defense, 16, 1, 1, 0, 1, 0, 1, 53, ninanana, 46579804, 棒と槍
7, 15, Bianca, HYEINSEO, 운명의수레바퀴, Defense, 13, 7, 7, 1, 6, 4, 1, 19, 변이, 46579804, Rage0day
7, 16, Hisui, HAMSIN, 빛의검, Defense, 16, 7, 7, 1, 6, 1, 4, 49, OISIIPROTEIN, 46579804, Rage0day
7, 15, Aiden, SEOHYEIN, 빛의검, Defense, 14, 7, 7, 1, 6, 2, 3, 18, かっと, 46579804, Rage0day
8, 14, Hisui, 漁夫カルマ, 모노호시자오, Defense, 14, 5, 5, 0, 5, 2, 3, 30, kemiko, 46579804, Hide and Escape
8, 14, Leni, RIKE, 엘레강스, Defense, 12, 5, 5, 0, 5, 0, 5, 13, thato, 46579804, Hide and Escape
8, 14, Darko, マーカスの大胸筋, 여의봉, Defense, 13, 5, 5, 0, 5, 3, 2, 24, thato, 46579804, Hide and Escape
