rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Estelle, レイ様, 빔엑스, Defense, 19, 11, 11, 9, 1, 0, 1, 0, 3, 7, 44, , 49103665, たかし, 20.5, 10, 10.5
1, 20, Theodore, Endeavor108, 데드아이, Defense, 19, 11, 11, 9, 1, 0, 1, 0, 0, 9, 52, , 49103665, たかし, 20.5, 10, 10.5
1, 20, Shoichi, たまこん, 비색단검, Defense, 20, 11, 11, 9, 1, 0, 1, 0, 8, 3, 81, , 49103665, たかし, 20.5, 10, 10.5
2, 19, Silvia, Sla5hMe5hTachyon, 마탄의사수, Defense, 18, 13, 13, 8, 0, 0, 5, 0, 4, 7, 39, たまこん, 49103665, 虚空拳, 20, 7, 13
2, 19, Abigail, ヴィルヴィ, 네플리온, Defense, 18, 13, 13, 8, 0, 0, 5, 0, 6, 5, 41, たまこん, 49103665, 虚空拳, 20, 7, 13
2, 19, Jan, C4storice, 천잠장갑, Defense, 19, 13, 13, 8, 0, 0, 5, 0, 3, 8, 52, たまこん, 49103665, 虚空拳, 20, 7, 13
3, 20, Laura, berryrabbit, 혈화구절편-새벽, Defense, 19, 8, 8, 4, 2, 0, 2, 0, 2, 4, 64, たまこん, 49103665, Marine Delight, 12, 5, 7
3, 19, Nicky, REIA778, 아이언피스트, Defense, 18, 8, 8, 4, 2, 0, 2, 0, 1, 6, 66, レイ様, 49103665, Marine Delight, 12, 5, 7
3, 19, Istvan, おぼろづき米, 애각창, Defense, 18, 8, 8, 4, 2, 0, 2, 0, 5, 2, 55, レイ様, 49103665, Marine Delight, 12, 5, 7
4, 18, Martina, サーモン中西, 비전플렉스, Defense, 17, 4, 4, 2, 0, 0, 2, 0, 0, 3, 28, たまこん, 49103665, マルティナ(22), 8, 4, 4
4, 18, Elena, Bluewings, 활빈검, Defense, 17, 4, 4, 2, 0, 0, 2, 0, 1, 3, 41, レイ様, 49103665, マルティナ(22), 8, 4, 4
4, 20, Hisui, Sitiyoh, 빛의검, Defense, 19, 4, 4, 2, 0, 0, 2, 0, 3, 0, 50, たまこん, 49103665, マルティナ(22), 8, 4, 4
5, 17, William, mystica, 안티오크의수류탄, Defense, 16, 2, 2, 1, 0, 0, 1, 0, 1, 1, 45, ヴィルヴィ, 49103665, VegetableRegion, 5, 3, 2
5, 17, Arda, 八ッ橋ちょこ, 더문, Hunt, 17, 2, 2, 1, 0, 0, 1, 0, 1, 1, 65, ヴィルヴィ, 49103665, VegetableRegion, 5, 3, 2
5, 17, Mai, LilySelene, 글레이프니르, Defense, 15, 2, 2, 1, 0, 0, 1, 0, 0, 2, 17, おぼろづき米, 49103665, VegetableRegion, 5, 3, 2
6, 18, Hisui, TRPGBear, 모노호시자오, Defense, 17, 10, 10, 6, 1, 0, 3, 0, 4, 2, 35, REIA778, 49103665, Toqeih Comp., 11.5, 2, 9.5
6, 17, Priya, SpinningIce, 헤븐즈도어, Defense, 17, 10, 10, 6, 1, 0, 3, 0, 2, 8, 44, ヴィルヴィ, 49103665, Toqeih Comp., 11.5, 2, 9.5
6, 17, Bernice, Fetch, 인터벤션, Defense, 16, 10, 10, 6, 1, 0, 3, 0, 4, 4, 38, berryrabbit, 49103665, Toqeih Comp., 11.5, 2, 9.5
7, 14, Alonso, あっぷるん, 블러드윙너클, Defense, 13, 4, 4, 2, 0, 0, 2, 0, 0, 3, 20, C4storice, 49103665, ちねりっぷるん, 5, 1, 4
7, 14, Adela, 葉月千悠, 스파이의우산, Defense, 13, 4, 4, 2, 0, 0, 2, 0, 4, 0, 29, ヴィルヴィ, 49103665, ちねりっぷるん, 5, 1, 4
7, 14, Lenore, 水無れき, 퍼플헤이즈, Defense, 14, 4, 4, 2, 0, 0, 2, 0, 0, 2, 20, Fetch, 49103665, ちねりっぷるん, 5, 1, 4
