rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, William, mystica, 안티오크의수류탄, Defense, 20, 9, 9, 6, 2, 0, 1, 0, 4, 5, 68, , 49902923, VegetableRegion, 18, 10, 8
1, 20, Estelle, LilySelene, 네플리온, Defense, 20, 9, 9, 6, 2, 0, 1, 0, 1, 8, 28, , 49902923, VegetableRegion, 18, 10, 8
1, 20, Lenore, 八ッ橋ちょこ, 하트 브레이커-새벽, Defense, 20, 9, 9, 6, 2, 0, 1, 0, 4, 5, 41, , 49902923, VegetableRegion, 18, 10, 8
2, 19, Darko, REIA778, 여의봉, Defense, 19, 10, 10, 7, 2, 0, 1, 0, 4, 5, 41, mystica, 49902923, 無限寿命のウォウバッガー, 16, 7, 9
2, 20, Hyejin, vaqlas, 아르테미스, Defense, 20, 10, 10, 7, 2, 0, 1, 0, 6, 4, 84, LilySelene, 49902923, 無限寿命のウォウバッガー, 16, 7, 9
2, 19, Estelle, voider26, 진홍빛낫, Defense, 19, 10, 10, 7, 2, 0, 1, 0, 0, 9, 37, 八ッ橋ちょこ, 49902923, 無限寿命のウォウバッガー, 16, 7, 9
3, 19, Tazia, syon1222, 푸른색단도, Defense, 20, 7, 7, 3, 0, 0, 4, 0, 2, 5, 46, mystica, 49902923, Brainstorm, 12, 5, 7
3, 20, Aya, Dato2, 헬파이어-진홍, Defense, 20, 7, 7, 3, 0, 0, 4, 0, 1, 5, 76, mystica, 49902923, Brainstorm, 12, 5, 7
3, 19, Garnet, kimaki, 마법봉, Defense, 19, 7, 7, 3, 0, 0, 4, 0, 4, 2, 31, 八ッ橋ちょこ, 49902923, Brainstorm, 12, 5, 7
4, 19, Markus, yasakaF, 반고부, Defense, 19, 6, 6, 6, 0, 0, 0, 0, 1, 5, 32, REIA778, 49902923, †輝け†フェリックス, 10, 4, 6
4, 19, Felix, たゆた, 애각창, Defense, 20, 6, 6, 6, 0, 0, 0, 0, 5, 1, 57, REIA778, 49902923, †輝け†フェリックス, 10, 4, 6
4, 19, Theodore, sorarun, 데드아이, Defense, 19, 6, 6, 6, 0, 0, 0, 0, 0, 6, 53, vaqlas, 49902923, †輝け†フェリックス, 10, 4, 6
5, 17, Charlotte, 義妹, 더썬, Defense, 16, 3, 3, 0, 1, 0, 2, 0, 0, 3, 17, たゆた, 49902923, Debut, 5.5, 3, 2.5
5, 19, Hisui, Pommmmm, 빛의검, Defense, 19, 3, 3, 0, 1, 0, 2, 0, 3, 0, 91, kimaki, 49902923, Debut, 5.5, 3, 2.5
5, 19, DebiMarlene, 主任, 레바테인, Defense, 18, 3, 3, 0, 1, 0, 2, 0, 0, 3, 69, syon1222, 49902923, Debut, 5.5, 3, 2.5
6, 15, Camilo, Skyper, 듀랜달Mk2, Defense, 14, 3, 3, 0, 3, 0, 0, 0, 2, 1, 33, vaqlas, 49902923, ASHER, 3.5, 2, 1.5
6, 14, Emma, HDKいっかん, 풍마수리검, Defense, 13, 3, 3, 0, 3, 0, 0, 0, 0, 2, 26, vaqlas, 49902923, ASHER, 3.5, 2, 1.5
6, 14, Estelle, 아나진, 빔엑스, Defense, 13, 3, 3, 0, 3, 0, 0, 0, 1, 0, 12, vaqlas, 49902923, ASHER, 3.5, 2, 1.5
7, 14, Felix, ここかな, 장팔사모, Defense, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, たゆた, 49902923, †なんか†コーチの言う通り, 1, 1, 0
7, 14, Mai, SSPotato, 뇌룡편, Defense, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, たゆた, 49902923, †なんか†コーチの言う通り, 1, 1, 0
7, 15, YuMin, CiELzzz, 운명의수레바퀴, Defense, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, yasakaF, 49902923, †なんか†コーチの言う通り, 1, 1, 0
