rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Adriana, 舞野, 체이서-새벽, Defense, 20, 14, 14, 6, 7, 43, , 46134026, 舞野組
1, 20, Jenny, とんとジェニー, 알타이르, Defense, 20, 14, 14, 7, 5, 73, , 46134026, 舞野組
1, 20, Elena, HeianKYO, 아르고스의눈, Defense, 20, 14, 14, 1, 11, 62, , 46134026, 舞野組
2, 20, Chiara, ハッピー天月, 아르고스의눈, Defense, 20, 12, 12, 7, 3, 56, とんとジェニー, 46134026, Out of Control
2, 20, Bianca, みゅーき, 더문, Defense, 20, 12, 12, 1, 11, 71, 舞野, 46134026, Out of Control
2, 20, Echion, い力, 블랙맘바킹-TL, Defense, 20, 12, 12, 4, 7, 39, 舞野, 46134026, Out of Control
3, 20, Daniel, LegendOfLeague, 비색 단검-진홍, Defense, 19, 10, 10, 5, 3, 27, い力, 46134026, 木公竹梅
3, 20, Aiden, akihisa, 다인슬라이프-진홍, Defense, 20, 10, 10, 3, 5, 61, 舞野, 46134026, 木公竹梅
3, 20, Irem, ふろれん, 점착폭탄, Defense, 18, 10, 10, 2, 3, 52, 舞野, 46134026, 木公竹梅
4, 19, Arda, Prushka, 운명의수레바퀴, Hunt, 18, 5, 5, 3, 1, 44, LegendOfLeague, 46134026, Toddler Gangster
4, 18, Tsubame, Meltt, 만천화우, Defense, 18, 5, 5, 1, 3, 55, akihisa, 46134026, Toddler Gangster
4, 18, Alonso, ニッキーブレーク, 디바인피스트, Defense, 18, 5, 5, 1, 2, 17, LegendOfLeague, 46134026, Toddler Gangster
5, 18, Rozzi, れもんだもん, 악켈테, Hunt, 18, 7, 7, 4, 1, 70, ハッピー天月, 46134026, TBD
5, 18, LiDailin, Hyouya, 천잠장갑, Defense, 18, 7, 7, 2, 3, 53, ハッピー天月, 46134026, TBD
5, 19, Elena, sino1012, 미스틸테인, Defense, 18, 7, 7, 1, 6, 28, akihisa, 46134026, TBD
6, 19, Rozzi, Day1week, 일렉트론블라스터, Defense, 19, 8, 8, 6, 1, 54, Prushka, 46134026, 味方ガチャSSR
6, 19, Hisui, おにわ, 엑스칼리버, Defense, 19, 8, 8, 2, 5, 31, ニッキーブレーク, 46134026, 味方ガチャSSR
6, 19, Elena, 松マキサ, 활빈검, Defense, 18, 8, 8, 0, 7, 16, Prushka, 46134026, 味方ガチャSSR
7, 14, Nadine, ZEKURIP, 대황, Defense, 14, 3, 3, 3, 0, 35, い力, 46134026, チクチク梅
7, 15, Hisui, 無双, 빛의검, Defense, 15, 3, 3, 0, 2, 26, ハッピー天月, 46134026, チクチク梅
7, 15, Emma, レイライン, 생사부, Defense, 14, 3, 3, 0, 1, 21, ハッピー天月, 46134026, チクチク梅
8, 12, Irem, catsR, 점착폭탄, Defense, 10, 0, 0, 0, 0, 9, 舞野, 46134026, エステル世界2位ぶにゃ
8, 12, Alonso, voider26, 디바인피스트, Defense, 9, 0, 0, 0, 0, 2, とんとジェニー, 46134026, エステル世界2位ぶにゃ
8, 12, Celine, vaqlas, 소이탄, Defense, 11, 0, 0, 0, 0, 11, sino1012, 46134026, エステル世界2位ぶにゃ
