rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Elena, HeianKYO, 아르고스의눈, Defense, 20, 17, 17, 2, 14, 33, , 46128987, 舞野組
1, 20, Jenny, とんとジェニー, 알타이르, Defense, 20, 17, 17, 9, 7, 64, , 46128987, 舞野組
1, 20, Adriana, 舞野, 체이서-새벽, Defense, 20, 17, 17, 6, 11, 37, , 46128987, 舞野組
2, 20, Tia, ふろれん, 터럭손방망이, Defense, 20, 10, 10, 3, 5, 50, とんとジェニー, 46128987, 木公竹梅
2, 20, YuMin, akihisa, 더 데스-새벽, Defense, 20, 10, 10, 5, 5, 69, とんとジェニー, 46128987, 木公竹梅
2, 20, Mai, LegendOfLeague, 사복검, Defense, 20, 10, 10, 2, 7, 18, とんとジェニー, 46128987, 木公竹梅
3, 19, Estelle, voider26, 빔엑스, Defense, 18, 5, 5, 1, 4, 31, 舞野, 46128987, エステル世界2位ぶにゃ
3, 19, Hyejin, vaqlas, 아르기로톡소스, Defense, 19, 5, 5, 2, 3, 41, とんとジェニー, 46128987, エステル世界2位ぶにゃ
3, 19, Irem, catsR, 점착폭탄, Defense, 19, 5, 5, 2, 2, 53, 舞野, 46128987, エステル世界2位ぶにゃ
4, 19, Elena, sino1012, 미스틸테인, Defense, 20, 9, 9, 2, 5, 31, ふろれん, 46128987, TBD
4, 20, Rozzi, れもんだもん, 하이눈, Defense, 20, 9, 9, 4, 1, 64, akihisa, 46128987, TBD
4, 20, LiDailin, Hyouya, 천잠장갑, Defense, 20, 9, 9, 3, 6, 57, akihisa, 46128987, TBD
5, 19, Arda, Prushka, 더문, Defense, 19, 3, 3, 0, 1, 37, sino1012, 46128987, Toddler Gangster
5, 19, Tsubame, Meltt, 만천화우, Defense, 18, 3, 3, 3, 0, 46, catsR, 46128987, Toddler Gangster
5, 18, Alonso, ニッキーブレーク, 디바인피스트, Defense, 18, 3, 3, 0, 1, 22, Hyouya, 46128987, Toddler Gangster
6, 17, Rio, Day1week, 적궁백시, Defense, 17, 2, 2, 1, 1, 50, ふろれん, 46128987, 味方ガチャSSR
6, 16, Alex, おにわ, 호푸어드, Defense, 15, 2, 2, 0, 1, 13, akihisa, 46128987, 味方ガチャSSR
6, 15, Lenox, 松マキサ, 글레이프니르, Defense, 15, 2, 2, 1, 0, 12, LegendOfLeague, 46128987, 味方ガチャSSR
7, 15, Jenny, みゅーき, 알타이르, Defense, 15, 1, 1, 0, 1, 44, 舞野, 46128987, Out of Control
7, 14, Hart, ハッピー天月, 더월, Defense, 14, 1, 1, 0, 0, 30, HeianKYO, 46128987, Out of Control
7, 15, Echion, い力, 블랙맘바킹-TL, Defense, 14, 1, 1, 1, 0, 40, HeianKYO, 46128987, Out of Control
8, 12, Eleven, レイライン, 천근추, Defense, 9, 0, 0, 0, 0, 12, とんとジェニー, 46128987, チクチク梅
8, 13, Martina, ZEKURIP, 컴파운드사이트, Defense, 11, 0, 0, 0, 0, 14, 舞野, 46128987, チクチク梅
8, 13, Hisui, 無双, 모노호시자오, Defense, 11, 0, 0, 0, 0, 29, とんとジェニー, 46128987, チクチク梅
