rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Elena, レイライン, 미스틸테인, Defense, 20, 17, 17, 0, 14, 48, , 46130826, チクチク梅
1, 20, Hisui, 無双, 다인슬라이프, Defense, 20, 17, 17, 5, 7, 76, , 46130826, チクチク梅
1, 20, Martina, ZEKURIP, 비전 플렉스-진홍, Defense, 20, 17, 17, 12, 2, 46, , 46130826, チクチク梅
2, 20, Elena, HeianKYO, 아르고스의눈, Defense, 20, 10, 10, 4, 4, 49, ZEKURIP, 46130826, 舞野組
2, 20, Adriana, 舞野, 아스트라페, Defense, 20, 10, 10, 4, 4, 39, ZEKURIP, 46130826, 舞野組
2, 20, Jenny, とんとジェニー, 알타이르, Defense, 20, 10, 10, 2, 6, 60, ZEKURIP, 46130826, 舞野組
3, 20, Aya, sino1012, 알타이르, Defense, 20, 6, 6, 4, 0, 40, ZEKURIP, 46130826, TBD
3, 19, Garnet, Hyouya, 터럭손방망이, Defense, 18, 6, 6, 1, 1, 14, ZEKURIP, 46130826, TBD
3, 19, Haze, れもんだもん, 발키리, Defense, 19, 6, 6, 1, 0, 48, HeianKYO, 46130826, TBD
4, 20, Adina, ハッピー天月, 더 데스-진홍, Defense, 19, 3, 3, 0, 2, 53, HeianKYO, 46130826, Out of Control
4, 20, Jenny, みゅーき, 알타이르, Hunt, 19, 3, 3, 1, 0, 68, 無双, 46130826, Out of Control
4, 20, Garnet, い力, 터럭손방망이, Defense, 19, 3, 3, 2, 0, 34, sino1012, 46130826, Out of Control
5, 18, Laura, LegendOfLeague, 우라누스, Defense, 18, 5, 5, 0, 5, 34, 舞野, 46130826, 木公竹梅
5, 18, Bernice, ふろれん, 안드로메다, Defense, 18, 5, 5, 2, 3, 44, HeianKYO, 46130826, 木公竹梅
5, 18, Nicky, akihisa, 디바인피스트, Defense, 17, 5, 5, 3, 0, 28, 舞野, 46130826, 木公竹梅
6, 17, Tsubame, Meltt, 만천화우, Defense, 17, 4, 4, 2, 1, 22, 無双, 46130826, Toddler Gangster
6, 18, Alonso, ニッキーブレーク, 디바인피스트, Defense, 16, 4, 4, 1, 3, 14, ZEKURIP, 46130826, Toddler Gangster
6, 18, Arda, Prushka, 더문, Defense, 18, 4, 4, 1, 3, 25, sino1012, 46130826, Toddler Gangster
7, 12, Alex, おにわ, 호푸어드, Defense, 11, 4, 4, 0, 1, 17, Prushka, 46130826, 味方ガチャSSR
7, 13, Katja, Day1week, 폴라리스, Defense, 13, 4, 4, 1, 2, 23, Meltt, 46130826, 味方ガチャSSR
7, 13, Karla, 松マキサ, 포이즌드크로스보우, Defense, 12, 4, 4, 3, 0, 20, akihisa, 46130826, 味方ガチャSSR
8, 13, Irem, catsR, 점착폭탄, Defense, 12, 1, 1, 0, 1, 44, HeianKYO, 46130826, エステル世界2位ぶにゃ
8, 14, Estelle, voider26, 빔엑스, Defense, 12, 1, 1, 1, 0, 27, とんとジェニー, 46130826, エステル世界2位ぶにゃ
8, 13, Hyejin, vaqlas, 골든래쇼보우, Defense, 13, 1, 1, 0, 1, 35, 舞野, 46130826, エステル世界2位ぶにゃ
