rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Elena, 冷害, 활빈검, Defense, 19, 17, 17, 10, 7, 2, 12, 32, , 46577903, Toddler Ghost
1, 19, Darko, レヴナ, 여의봉, Defense, 19, 17, 17, 10, 7, 6, 9, 19, , 46577903, Toddler Ghost
1, 19, Hart, CiELzzz, 하트 브레이커-진홍, Defense, 19, 17, 17, 10, 7, 9, 6, 57, , 46577903, Toddler Ghost
2, 19, Darko, Sucyone, 로드 오브 하트-진홍, Defense, 18, 6, 6, 3, 3, 3, 1, 42, レヴナ, 46577903, Slash Panzer
2, 20, Abigail, ヴィルヴィ, 진홍빛낫, Defense, 19, 6, 6, 3, 3, 2, 2, 67, レヴナ, 46577903, Slash Panzer
2, 20, Elena, Surfinia, 미스틸테인, Defense, 19, 6, 6, 3, 3, 1, 4, 38, レヴナ, 46577903, Slash Panzer
3, 19, Nicky, 鈴木リコリス, 빙화현옥수, Defense, 18, 3, 3, 1, 2, 0, 3, 47, CiELzzz, 46577903, デギズマン
3, 17, Leni, upalupa, 엘레강스, Defense, 17, 3, 3, 1, 2, 0, 3, 29, 混沌の闇ヤスオ, 46577903, デギズマン
3, 18, Darko, ぷれこーーーーる, 여의봉, Defense, 18, 3, 3, 1, 2, 3, 0, 47, LORDofVERMILION, 46577903, デギズマン
4, 18, Aiden, LORDofVERMILION, 빛의검, Defense, 18, 2, 2, 2, 0, 1, 1, 40, Sucyone, 46577903, 護鎖刃銃槍ガルホート
4, 18, Chloe, サーモン中西, 플레솃, Defense, 18, 2, 2, 2, 0, 0, 2, 50, Surfinia, 46577903, 護鎖刃銃槍ガルホート
4, 18, Jan, 混沌の闇ヤスオ, 천잠장갑, Hunt, 18, 2, 2, 2, 0, 1, 1, 66, ぷれこーーーーる, 46577903, 護鎖刃銃槍ガルホート
5, 18, Katja, れもんだもん, 위도우 메이커-진홍, Hunt, 19, 6, 6, 4, 2, 3, 3, 45, 冷害, 46577903, エタリタ老人会
5, 17, Alonso, 統計情報局員, 디바인피스트, Defense, 17, 6, 6, 4, 2, 1, 4, 37, レヴナ, 46577903, エタリタ老人会
5, 18, Leon, sino1012, 프로스트팽, Defense, 18, 6, 6, 4, 2, 2, 4, 63, CiELzzz, 46577903, エタリタ老人会
6, 17, Garnet, Nacoty, 스파이의우산, Defense, 16, 7, 7, 4, 3, 2, 3, 21, CiELzzz, 46577903, ERN
6, 17, Luke, れぐるす, 여의봉, Defense, 17, 7, 7, 4, 3, 2, 5, 27, CiELzzz, 46577903, ERN
6, 17, Arda, 駅弁mk, 더문, Defense, 18, 7, 7, 4, 3, 3, 4, 60, 冷害, 46577903, ERN
7, 15, Markus, taiga7810, 반고부, Defense, 14, 2, 2, 0, 2, 1, 0, 8, Nacoty, 46577903, CR PlaZma
7, 16, Irem, catsR, 점착폭탄, Hunt, 15, 2, 2, 0, 2, 1, 1, 56, 駅弁mk, 46577903, CR PlaZma
7, 15, Barbara, 一杯酒気, 엘레강스, Defense, 15, 2, 2, 0, 2, 0, 2, 26, れぐるす, 46577903, CR PlaZma
8, 15, Celine, ymt, 루테늄구슬, Hunt, 15, 2, 2, 0, 2, 0, 2, 36, sino1012, 46577903, 約束のネマーランド
8, 15, Bernice, ドンブレ, 폴라리스, Defense, 15, 2, 2, 0, 2, 2, 0, 59, れもんだもん, 46577903, 約束のネマーランド
8, 15, Mai, YoNeaKy, 뇌룡편, Defense, 14, 2, 2, 0, 2, 0, 2, 31, れもんだもん, 46577903, 約束のネマーランド
