rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Hisui, TRPGBear, 빛의검, Defense, 20, 12, 12, 12, 0, 5, 6, 59, , 47590889, Toqeih Comp.
1, 19, Markus, isemaki, 반고부, Defense, 19, 12, 12, 12, 0, 5, 7, 36, , 47590889, Toqeih Comp.
1, 19, Priya, SpinningIce, 헤븐즈도어, Defense, 19, 12, 12, 12, 0, 2, 10, 58, , 47590889, Toqeih Comp.
2, 19, Chloe, rosen, 수다르사나, Defense, 19, 7, 7, 6, 1, 3, 3, 55, SpinningIce, 47590889, †神縫合†
2, 18, Jenny, kawaiiOTP, 알타이르, Defense, 19, 7, 7, 6, 1, 1, 5, 50, TRPGBear, 47590889, †神縫合†
2, 19, Elena, HeianKYO, 미스틸테인, Defense, 19, 7, 7, 6, 1, 3, 4, 45, SpinningIce, 47590889, †神縫合†
3, 18, Leon, bambooXIV, 흑요석짓테, Defense, 17, 3, 3, 0, 3, 0, 2, 17, HeianKYO, 47590889, Voidoo dune
3, 19, Sissela, ネフェルトゥス, 아스트라페, Defense, 20, 3, 3, 0, 3, 2, 1, 43, TRPGBear, 47590889, Voidoo dune
3, 19, Adina, keikoma, 더문, Defense, 19, 3, 3, 0, 3, 1, 1, 66, kawaiiOTP, 47590889, Voidoo dune
4, 19, Hisui, たまこん, 빛의검, Defense, 19, 12, 12, 11, 1, 5, 3, 27, isemaki, 47590889, たかし
4, 18, Johann, お豆腐の匠, 절제, Defense, 17, 12, 12, 11, 1, 0, 11, 7, isemaki, 47590889, たかし
4, 18, Darko, レイ様, 여의봉, Defense, 19, 12, 12, 11, 1, 7, 2, 35, isemaki, 47590889, たかし
5, 18, Isaac, suvarublend, 맨티스톤파, Defense, 18, 10, 10, 8, 2, 1, 6, 36, レイ様, 47590889, 江多二亭
5, 19, Hisui, ふーと, 빛의검, Defense, 19, 10, 10, 8, 2, 5, 4, 39, たまこん, 47590889, 江多二亭
5, 18, Arda, mystica, 더문, Defense, 19, 10, 10, 8, 2, 4, 6, 51, レイ様, 47590889, 江多二亭
6, 17, Alonso, teru3485, 디바인피스트, Defense, 16, 7, 7, 5, 2, 0, 6, 14, isemaki, 47590889, 照るteru坊主
6, 18, Katja, ななしの, 인터벤션, Defense, 18, 7, 7, 5, 2, 3, 2, 43, TRPGBear, 47590889, 照るteru坊主
6, 19, Aiden, 照る坊主, 모노호시자오, Defense, 18, 7, 7, 5, 2, 4, 2, 46, mystica, 47590889, 照るteru坊主
7, 18, Isol, Roombird, 저지먼트, Defense, 18, 8, 8, 8, 0, 3, 5, 56, レイ様, 47590889, 脱走野郎Rチーム
7, 18, Tia, Flow, 팔괘장, Defense, 18, 8, 8, 8, 0, 5, 3, 53, レイ様, 47590889, 脱走野郎Rチーム
7, 18, Alonso, 綿月, 빙화현옥수, Defense, 17, 8, 8, 8, 0, 0, 8, 42, レイ様, 47590889, 脱走野郎Rチーム
8, 14, Alonso, SSPotato, 디바인피스트, Defense, 13, 1, 1, 1, 0, 0, 1, 9, ふーと, 47590889, しゃるめらAS
8, 15, YuMin, ここかな, 은둔자, Hunt, 14, 1, 1, 1, 0, 1, 0, 44, ふーと, 47590889, しゃるめらAS
8, 14, Rio, MinaseRushia, 편전, Defense, 13, 1, 1, 1, 0, 0, 1, 28, mystica, 47590889, しゃるめらAS
