rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Jenny, kawaiiOTP, 하이눈, Defense, 20, 14, 14, 14, 0, 5, 8, 54, , 47592413, †神縫合†
1, 19, Chloe, rosen, 흑련비표, Defense, 20, 14, 14, 14, 0, 6, 4, 54, , 47592413, †神縫合†
1, 20, Elena, HeianKYO, 미스틸테인, Defense, 20, 14, 14, 14, 0, 3, 8, 30, , 47592413, †神縫合†
2, 19, Leon, bambooXIV, 흑요석짓테, Defense, 18, 4, 4, 3, 1, 0, 3, 20, rosen, 47592413, Voidoo dune
2, 20, Sissela, ネフェルトゥス, 아스트라페, Defense, 19, 4, 4, 3, 1, 1, 2, 41, kawaiiOTP, 47592413, Voidoo dune
2, 20, Adina, keikoma, 더문, Hunt, 19, 4, 4, 3, 1, 3, 1, 92, rosen, 47592413, Voidoo dune
3, 19, LiDailin, TRPGBear, 천잠장갑, Defense, 18, 4, 4, 3, 1, 2, 2, 38, kawaiiOTP, 47592413, Toqeih Comp.
3, 19, Nadine, isemaki, 샤릉가, Defense, 19, 4, 4, 3, 1, 2, 1, 71, HeianKYO, 47592413, Toqeih Comp.
3, 18, Lenox, SpinningIce, 뇌룡편, Defense, 18, 4, 4, 3, 1, 0, 4, 18, rosen, 47592413, Toqeih Comp.
4, 19, Lenox, 綿月, 사복검, Defense, 19, 7, 7, 7, 0, 1, 6, 43, keikoma, 47592413, 脱走野郎Rチーム
4, 19, Tia, Flow, 터럭손방망이, Defense, 18, 7, 7, 7, 0, 1, 5, 54, keikoma, 47592413, 脱走野郎Rチーム
4, 19, Isol, Roombird, 헬파이어-진홍, Defense, 19, 7, 7, 7, 0, 5, 2, 56, ネフェルトゥス, 47592413, 脱走野郎Rチーム
5, 17, Kenneth, ふーと, 반고부, Defense, 16, 6, 6, 4, 2, 3, 3, 25, kawaiiOTP, 47592413, 江多二亭
5, 17, Isaac, suvarublend, 플라즈마톤파, Defense, 16, 6, 6, 4, 2, 1, 5, 55, rosen, 47592413, 江多二亭
5, 16, Arda, mystica, 운명의수레바퀴, Defense, 16, 6, 6, 4, 2, 2, 3, 52, HeianKYO, 47592413, 江多二亭
6, 16, Charlotte, レイ様, 절제, Defense, 14, 10, 10, 4, 6, 0, 9, 7, Roombird, 47592413, たかし
6, 16, Kenneth, お豆腐の匠, 반고부, Defense, 15, 10, 10, 4, 6, 5, 2, 31, Flow, 47592413, たかし
6, 16, Shoichi, たまこん, 파산검, Defense, 16, 10, 10, 4, 6, 5, 3, 31, Roombird, 47592413, たかし
7, 16, YuMin, ここかな, 여제, Defense, 16, 3, 3, 2, 1, 1, 1, 52, isemaki, 47592413, しゃるめらAS
7, 15, Garnet, SSPotato, 스파이의우산, Defense, 14, 3, 3, 2, 1, 0, 2, 17, TRPGBear, 47592413, しゃるめらAS
7, 16, Tsubame, MinaseRushia, 만천화우, Defense, 16, 3, 3, 2, 1, 2, 1, 41, isemaki, 47592413, しゃるめらAS
8, 16, Katja, ななしの, 안드로메다, Defense, 16, 5, 5, 2, 3, 4, 0, 48, kawaiiOTP, 47592413, 照るteru坊主
8, 15, Jackie, 照る坊主, 빛의검, Defense, 14, 5, 5, 2, 3, 1, 3, 24, rosen, 47592413, 照るteru坊主
8, 15, Barbara, teru3485, 스탬피드, Defense, 14, 5, 5, 2, 3, 0, 3, 16, HeianKYO, 47592413, 照るteru坊主
