rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Shoichi, たまこん, 비색단검, Defense, 20, 14, 15, 14, 1, 6, 6, 39, , 47587907, たかし
1, 20, Estelle, レイ様, 빔엑스, Defense, 18, 14, 15, 14, 1, 2, 8, 27, , 47587907, たかし
1, 19, Arda, お豆腐の匠, 더문, Defense, 20, 14, 15, 14, 1, 6, 6, 39, , 47587907, たかし
2, 20, Isol, Roombird, 헬파이어-진홍, Hunt, 20, 8, 8, 8, 0, 3, 4, 60, レイ様, 47587907, 脱走野郎Rチーム
2, 20, Alonso, 綿月, 프로스트팽, Defense, 20, 8, 8, 8, 0, 2, 5, 34, お豆腐の匠, 47587907, 脱走野郎Rチーム
2, 20, Tia, Flow, 터럭손방망이, Defense, 20, 8, 8, 8, 0, 3, 5, 63, お豆腐の匠, 47587907, 脱走野郎Rチーム
3, 20, Piolo, 照る坊主, 히드라, Defense, 20, 6, 6, 5, 1, 2, 2, 83, Roombird, 47587907, 照るteru坊主
3, 20, Katja, ななしの, 위도우메이커, Hunt, 20, 6, 6, 5, 1, 4, 0, 69, Roombird, 47587907, 照るteru坊主
3, 19, Alonso, teru3485, 프로스트팽, Defense, 19, 6, 6, 5, 1, 0, 4, 9, 綿月, 47587907, 照るteru坊主
4, 19, Elena, HeianKYO, 활빈검, Defense, 18, 7, 7, 4, 3, 1, 4, 50, Flow, 47587907, †神縫合†
4, 18, Chloe, rosen, 플레솃, Defense, 18, 7, 7, 4, 3, 3, 2, 32, たまこん, 47587907, †神縫合†
4, 17, Jenny, kawaiiOTP, 알타이르, Defense, 17, 7, 7, 4, 3, 3, 3, 31, ここかな, 47587907, †神縫合†
5, 19, Alonso, SSPotato, 디바인피스트, Defense, 17, 1, 1, 1, 0, 0, 1, 7, お豆腐の匠, 47587907, しゃるめらAS
5, 19, YuMin, ここかな, 은둔자, Hunt, 19, 1, 1, 1, 0, 1, 0, 63, たまこん, 47587907, しゃるめらAS
5, 20, Rio, MinaseRushia, 페일노트-진홍, Hunt, 19, 1, 1, 1, 0, 0, 1, 52, たまこん, 47587907, しゃるめらAS
6, 16, Charlotte, suvarublend, 절제, Defense, 12, 4, 4, 1, 3, 0, 4, 7, ななしの, 47587907, 江多二亭
6, 17, Sua, mystica, 둠스데이, Defense, 16, 4, 4, 1, 3, 1, 3, 35, ななしの, 47587907, 江多二亭
6, 17, Hisui, ふーと, 빛의검, Defense, 16, 4, 4, 1, 3, 3, 0, 52, お豆腐の匠, 47587907, 江多二亭
7, 16, Markus, isemaki, 산타무에르떼, Defense, 14, 6, 6, 5, 1, 1, 4, 14, お豆腐の匠, 47587907, Toqeih Comp.
7, 16, Priya, SpinningIce, 헤븐즈도어, Defense, 15, 6, 6, 5, 1, 1, 4, 36, たまこん, 47587907, Toqeih Comp.
7, 16, Hisui, TRPGBear, 빛의검, Defense, 16, 6, 6, 5, 1, 4, 2, 41, お豆腐の匠, 47587907, Toqeih Comp.
8, 15, Bernice, ネフェルトゥス, 인터벤션, Defense, 16, 4, 4, 4, 0, 1, 3, 54, ななしの, 47587907, Voidoo dune
8, 15, Estelle, bambooXIV, 빔엑스, Defense, 13, 4, 4, 4, 0, 0, 4, 17, kawaiiOTP, 47587907, Voidoo dune
8, 16, Adina, keikoma, 더문, Defense, 16, 4, 4, 4, 0, 3, 1, 50, 照る坊主, 47587907, Voidoo dune
