rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Priya, じゃっきーらぶ, 헤븐즈도어, Defense, 20, 11, 11, 4, 6, 38, , 46016550, 聖帝十字陵
1, 20, Markus, sukopi, 반고부, Defense, 20, 11, 11, 4, 6, 28, , 46016550, 聖帝十字陵
1, 20, Aya, peporen, 엔데버AX, Defense, 20, 11, 11, 3, 5, 45, , 46016550, 聖帝十字陵
2, 20, Charlotte, DEKABIGUNO, 절제, Defense, 19, 9, 9, 0, 9, 9, sukopi, 46016550, 家族_
2, 20, Lenox, minagawa, 뇌룡편, Defense, 20, 9, 9, 3, 6, 35, じゃっきーらぶ, 46016550, 家族_
2, 20, Justyna, uzakiron, 혈색반월-새벽, Defense, 20, 9, 9, 6, 3, 66, sukopi, 46016550, 家族_
4, 20, Elena, 冷害, 미스틸테인, Defense, 18, 6, 6, 2, 3, 50, sukopi, 46016550, Toddler Ghost
4, 19, Rozzi, CiELzzz, 일렉트론블라스터, Defense, 19, 6, 6, 2, 2, 52, YoNeaKy, 46016550, Toddler Ghost
4, 19, Darko, レヴナ, 여의봉, Defense, 18, 6, 6, 2, 1, 18, YoNeaKy, 46016550, Toddler Ghost
4, 19, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 18, 7, 7, 1, 4, 41, じゃっきーらぶ, 46016550, TRANSAM
4, 20, Tsubame, ぷれこーーーーる, 만천화우, Defense, 19, 7, 7, 2, 2, 61, CiELzzz, 46016550, TRANSAM
4, 20, Eva, YoNeaKy, 체이서, Defense, 20, 7, 7, 4, 3, 39, レヴナ, 46016550, TRANSAM
6, 20, Karla, Twitchtatsuo0308, 혈색반월-새벽, Defense, 19, 6, 6, 4, 2, 38, uzakiron, 46016550, 夢旅キャリーライス
6, 20, Hisui, Sitiyoh, 빛의검, Defense, 19, 6, 6, 0, 5, 47, minagawa, 46016550, 夢旅キャリーライス
6, 19, Alonso, へるた, 디바인피스트, Defense, 18, 6, 6, 2, 4, 13, uzakiron, 46016550, 夢旅キャリーライス
6, 18, Leon, Sucyone, 흑요석짓테, Defense, 17, 1, 1, 0, 0, 16, じゃっきーらぶ, 46016550, 伝説の中西
6, 19, Yuki, エラン, 엑스칼리버, Defense, 18, 1, 1, 1, 0, 14, peporen, 46016550, 伝説の中西
6, 19, Haze, RQQQQ, 골드러시, Hunt, 20, 1, 1, 0, 1, 68, じゃっきーらぶ, 46016550, 伝説の中西
7, 19, Markus, おぼろづき米, 반고부, Defense, 18, 6, 6, 2, 4, 19, uzakiron, 46016550, Marine Delight
7, 20, Tsubame, berryrabbit, 만천화우, Defense, 19, 6, 6, 3, 2, 61, uzakiron, 46016550, Marine Delight
7, 19, Adriana, シユイ, 아스트라페, Defense, 19, 6, 6, 1, 5, 39, Twitchtatsuo0308, 46016550, Marine Delight
8, 12, Mai, たまご, 캐소드라쉬, Defense, 8, 2, 2, 0, 0, 22, ぷれこーーーーる, 46016550, 大韓民国大愛好家
8, 11, Tia, saimina, 터럭손방망이, Defense, 9, 2, 2, 1, 0, 17, ぷれこーーーーる, 46016550, 大韓民国大愛好家
8, 12, Laura, コメダの泥水, 글레이프니르, Defense, 10, 2, 2, 1, 1, 25, YoNeaKy, 46016550, 大韓民国大愛好家
