rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Priya, じゃっきーらぶ, 헤븐즈도어, Defense, 20, 14, 14, 2, 11, 41, , 46012099, 聖帝十字陵
1, 20, Aya, peporen, 헬파이어-진홍, Defense, 20, 14, 14, 8, 3, 41, , 46012099, 聖帝十字陵
1, 20, Markus, sukopi, 반고부, Defense, 20, 14, 14, 4, 10, 18, , 46012099, 聖帝十字陵
2, 19, Darko, レヴナ, 여의봉, Defense, 19, 9, 9, 4, 4, 23, じゃっきーらぶ, 46012099, Toddler Ghost
2, 20, Elena, 冷害, 미스틸테인, Defense, 19, 9, 9, 4, 5, 55, sukopi, 46012099, Toddler Ghost
2, 19, Rozzi, CiELzzz, 하이눈, Defense, 18, 9, 9, 1, 3, 60, sukopi, 46012099, Toddler Ghost
4, 20, Bernice, Sitiyoh, 위도우 메이커-진홍, Hunt, 20, 4, 4, 2, 2, 98, peporen, 46012099, 夢旅キャリーライス
4, 19, Isaac, Twitchtatsuo0308, 만년한파, Defense, 18, 4, 4, 1, 3, 21, peporen, 46012099, 夢旅キャリーライス
4, 19, Mai, へるた, 글레이프니르, Defense, 18, 4, 4, 1, 3, 16, peporen, 46012099, 夢旅キャリーライス
4, 20, Laura, コメダの泥水, 우라누스, Defense, 19, 5, 5, 1, 4, 42, 冷害, 46012099, 大韓民国大愛好家
4, 19, Tia, saimina, 터럭손방망이, Defense, 20, 5, 5, 3, 2, 43, 冷害, 46012099, 大韓民国大愛好家
4, 20, Kenneth, たまご, 반고부, Defense, 19, 5, 5, 1, 4, 62, 冷害, 46012099, 大韓民国大愛好家
5, 19, Alonso, Sucyone, 디바인피스트, Defense, 18, 0, 0, 0, 0, 14, レヴナ, 46012099, 伝説の中西
5, 19, Chloe, サーモン中西, 미치광이왕의카드, Defense, 18, 0, 0, 0, 0, 48, レヴナ, 46012099, 伝説の中西
5, 20, Arda, RQQQQ, 더문, Defense, 19, 0, 0, 0, 0, 44, 冷害, 46012099, 伝説の中西
6, 19, Lyanh, デスガキ, 카른웬난, Defense, 19, 6, 6, 1, 5, 54, peporen, 46012099, Marine Delight
6, 18, Leni, berryrabbit, 스탬피드, Defense, 17, 6, 6, 2, 4, 19, peporen, 46012099, Marine Delight
6, 19, Markus, おぼろづき米, 산타무에르떼, Defense, 18, 6, 6, 3, 2, 26, peporen, 46012099, Marine Delight
7, 19, Charlotte, DEKABIGUNO, 절제, Defense, 17, 3, 3, 1, 2, 12, sukopi, 46012099, 家族_
7, 19, Justyna, uzakiron, 팬텀 볼트, Defense, 20, 3, 3, 1, 2, 59, peporen, 46012099, 家族_
7, 18, Lenox, minagawa, 뇌룡편, Defense, 18, 3, 3, 1, 2, 36, berryrabbit, 46012099, 家族_
8, 17, Jan, 混沌の闇ヤスオ, 택티컬톤파, Defense, 16, 5, 5, 2, 3, 50, sukopi, 46012099, TRANSAM
8, 17, William, ぷれこーーーーる, 다비드슬링, Defense, 17, 5, 5, 1, 3, 27, おぼろづき米, 46012099, TRANSAM
8, 17, Estelle, YoNeaKy, 빔엑스, Defense, 16, 5, 5, 2, 2, 21, uzakiron, 46012099, TRANSAM
