rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Justyna, uzakiron, 혈색반월-새벽, Hunt, 20, 2, 2, 1, 1, 86, , 46015042, 家族_
1, 20, Lenox, minagawa, 뇌룡편, Defense, 18, 2, 2, 0, 2, 31, , 46015042, 家族_
1, 19, Charlotte, DEKABIGUNO, 절제, Defense, 18, 2, 2, 1, 1, 18, , 46015042, 家族_
2, 20, Elena, 冷害, 미스틸테인, Defense, 20, 8, 8, 2, 6, 52, uzakiron, 46015042, Toddler Ghost
2, 20, Darko, レヴナ, 여의봉, Defense, 20, 8, 8, 3, 5, 36, DEKABIGUNO, 46015042, Toddler Ghost
2, 20, Rozzi, CiELzzz, 일렉트론블라스터, Defense, 20, 8, 8, 3, 3, 58, コメダの泥水, 46015042, Toddler Ghost
3, 19, Tia, saimina, 터럭손방망이, Defense, 19, 6, 6, 3, 3, 49, レヴナ, 46015042, 大韓民国大愛好家
3, 20, Barbara, コメダの泥水, 알타이르, Defense, 20, 6, 6, 2, 3, 36, レヴナ, 46015042, 大韓民国大愛好家
3, 20, Mai, たまご, 캐소드라쉬, Defense, 18, 6, 6, 1, 3, 24, 冷害, 46015042, 大韓民国大愛好家
4, 20, Aya, peporen, 엔데버AX, Defense, 20, 7, 7, 5, 2, 65, CiELzzz, 46015042, 聖帝十字陵
4, 19, Priya, じゃっきーらぶ, 헤븐즈도어, Defense, 19, 7, 7, 1, 6, 49, レヴナ, 46015042, 聖帝十字陵
4, 19, Markus, sukopi, 반고부, Defense, 19, 7, 7, 1, 6, 31, シユイ, 46015042, 聖帝十字陵
5, 20, Tsubame, berryrabbit, 만천화우, Defense, 20, 8, 8, 3, 5, 40, peporen, 46015042, Marine Delight
5, 19, Markus, おぼろづき米, 반고부, Defense, 18, 8, 8, 1, 6, 26, peporen, 46015042, Marine Delight
5, 19, Adriana, シユイ, 체이서-새벽, Defense, 20, 8, 8, 4, 4, 46, CiELzzz, 46015042, Marine Delight
6, 20, Tsubame, ぷれこーーーーる, 만천화우, Defense, 19, 5, 5, 4, 1, 44, じゃっきーらぶ, 46015042, TRANSAM
6, 19, Jan, 混沌の闇ヤスオ, 택티컬톤파, Defense, 18, 5, 5, 1, 3, 28, peporen, 46015042, TRANSAM
6, 20, Eva, YoNeaKy, 체이서, Defense, 20, 5, 5, 0, 5, 38, saimina, 46015042, TRANSAM
7, 17, Darko, Sucyone, 구원의여신상, Defense, 16, 3, 3, 1, 1, 25, おぼろづき米, 46015042, 伝説の中西
7, 16, Leon, エラン, 빙화현옥수, Defense, 16, 3, 3, 2, 1, 24, sukopi, 46015042, 伝説の中西
7, 17, Haze, RQQQQ, 골드러시, Defense, 17, 3, 3, 0, 1, 53, peporen, 46015042, 伝説の中西
8, 14, Karla, Twitchtatsuo0308, 포이즌드크로스보우, Defense, 15, 4, 4, 3, 1, 29, ぷれこーーーーる, 46015042, 夢旅キャリーライス
8, 14, Hisui, Sitiyoh, 빛의검, Defense, 13, 4, 4, 0, 3, 27, ぷれこーーーーる, 46015042, 夢旅キャリーライス
8, 13, Alonso, へるた, 디바인피스트, Defense, 12, 4, 4, 1, 2, 9, ぷれこーーーーる, 46015042, 夢旅キャリーライス
