rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Katja, Meltt, 안드로메다, Defense, 20, 14, 14, 8, 3, 0, 3, 0, 9, 5, 75, , 48489931, Toddler Gangster, 22.5, 10, 12.5
1, 20, Leon, Prushka, 흑요석짓테, Defense, 19, 14, 14, 8, 3, 0, 3, 0, 3, 11, 12, , 48489931, Toddler Gangster, 22.5, 10, 12.5
1, 20, Justyna, かとかい, 혈색반월-새벽, Defense, 20, 14, 14, 8, 3, 0, 3, 0, 2, 11, 60, , 48489931, Toddler Gangster, 22.5, 10, 12.5
2, 20, Leon, TKDNdecoy, 흑요석짓테, Defense, 18, 14, 14, 11, 2, 0, 1, 0, 1, 12, 13, Meltt, 48489931, Gear of Society, 20, 7, 13
2, 20, William, ぷれこーーーーる, 체이서-진홍, Defense, 20, 14, 14, 11, 2, 0, 1, 0, 5, 7, 42, Meltt, 48489931, Gear of Society, 20, 7, 13
2, 20, Bernice, Dotter, 위도우메이커, Defense, 20, 14, 14, 11, 2, 0, 1, 0, 8, 5, 77, Meltt, 48489931, Gear of Society, 20, 7, 13
3, 20, Nicky, LegendOfLeague, 아이언피스트, Defense, 19, 8, 8, 3, 3, 0, 2, 0, 3, 2, 52, Dotter, 48489931, 松竹梅, 11.5, 5, 6.5
3, 20, Istvan, akihisa, 롱기누스의 창-진홍, Defense, 19, 8, 8, 3, 3, 0, 2, 0, 3, 5, 52, Dotter, 48489931, 松竹梅, 11.5, 5, 6.5
3, 20, Bernice, 松マキサ, 위도우 메이커-진홍, Hunt, 19, 8, 8, 3, 3, 0, 2, 0, 2, 4, 56, Meltt, 48489931, 松竹梅, 11.5, 5, 6.5
4, 18, Elena, sino1012, 활빈검, Defense, 17, 6, 6, 3, 3, 0, 0, 0, 2, 3, 7, LegendOfLeague, 48489931, OverThrow, 8.5, 4, 4.5
4, 18, Hisui, けみ子, 빛의검, Defense, 17, 6, 6, 3, 3, 0, 0, 0, 2, 3, 60, ZEKURIP, 48489931, OverThrow, 8.5, 4, 4.5
4, 19, Rio, れもんだもん, 적궁백시, Defense, 19, 6, 6, 3, 3, 0, 0, 0, 2, 4, 45, かとかい, 48489931, OverThrow, 8.5, 4, 4.5
5, 19, Rozzi, ZEKURIP, 일렉트론블라스터, Hunt, 19, 3, 3, 2, 0, 0, 1, 0, 1, 2, 64, ぷれこーーーーる, 48489931, チクチク梅, 6, 3, 3
5, 19, Elena, レイライン, 활빈검, Defense, 18, 3, 3, 2, 0, 0, 1, 0, 0, 3, 49, ぷれこーーーーる, 48489931, チクチク梅, 6, 3, 3
5, 19, Hisui, 無双, 빛의검, Defense, 19, 3, 3, 2, 0, 0, 1, 0, 2, 1, 70, Dotter, 48489931, チクチク梅, 6, 3, 3
6, 18, Katja, えすみす, 인터벤션, Defense, 17, 6, 6, 1, 2, 0, 3, 0, 1, 3, 40, akihisa, 48489931, Bunya, 7, 2, 5
6, 18, Estelle, voider26, 빔엑스, Defense, 17, 6, 6, 1, 2, 0, 3, 0, 1, 5, 32, れもんだもん, 48489931, Bunya, 7, 2, 5
6, 18, Hyejin, vaqlas, 골든래쇼보우, Defense, 18, 6, 6, 1, 2, 0, 3, 0, 4, 2, 36, Dotter, 48489931, Bunya, 7, 2, 5
7, 14, Jenny, ハッピー天月, 알타이르, Defense, 12, 3, 3, 0, 2, 0, 1, 0, 2, 1, 37, 無双, 48489931, Out of Control, 3, 1, 2
7, 15, Echion, い力, 블랙맘바킹-TL, Defense, 13, 3, 3, 0, 2, 0, 1, 0, 0, 2, 35, TKDNdecoy, 48489931, Out of Control, 3, 1, 2
7, 14, Lyanh, thato, 카른웬난, Defense, 13, 3, 3, 0, 2, 0, 1, 0, 1, 2, 26, Dotter, 48489931, Out of Control, 3, 1, 2
8, 13, Xiukai, 鈴木リコリス, 트리아이나, Defense, 11, 3, 3, 0, 3, 0, 0, 0, 1, 2, 6, sino1012, 48489931, EGGNITE, 1.5, 0, 1.5
8, 14, Karla, Twitchtatsuo0308, 포이즌드크로스보우, Defense, 13, 3, 3, 0, 3, 0, 0, 0, 1, 2, 36, ぷれこーーーーる, 48489931, EGGNITE, 1.5, 0, 1.5
8, 13, Adina, たまご, 여제, Defense, 12, 3, 3, 0, 3, 0, 0, 0, 1, 2, 22, れもんだもん, 48489931, EGGNITE, 1.5, 0, 1.5
