rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, William, mystica, 안티오크의수류탄, Defense, 20, 14, 14, 11, 1, 0, 2, 0, 8, 5, 68, , 49702457, VegetableRegion, 23.5, 10, 13.5
1, 20, Mai, LilySelene, 사복검, Defense, 20, 14, 14, 11, 1, 0, 2, 0, 1, 12, 16, , 49702457, VegetableRegion, 23.5, 10, 13.5
1, 20, Lenore, 八ッ橋ちょこ, 하트 브레이커-새벽, Defense, 20, 14, 14, 11, 1, 0, 2, 0, 5, 6, 53, , 49702457, VegetableRegion, 23.5, 10, 13.5
2, 20, Niah, thato, 하이눈, Defense, 20, 16, 16, 14, 1, 0, 1, 0, 8, 5, 43, mystica, 49702457, Syuri, 22.5, 7, 15.5
2, 20, Isol, 3y3s, 하이눈, Defense, 20, 16, 16, 14, 1, 0, 1, 0, 3, 10, 24, LilySelene, 49702457, Syuri, 22.5, 7, 15.5
2, 20, Karla, らいらい, 혈색반월-새벽, Defense, 20, 16, 16, 14, 1, 0, 1, 0, 5, 9, 60, mystica, 49702457, Syuri, 22.5, 7, 15.5
3, 20, Hisui, かっと, 빛의검, Defense, 20, 6, 6, 5, 1, 0, 0, 0, 3, 1, 46, 八ッ橋ちょこ, 49702457, 和風ソルロンタン, 10.5, 5, 5.5
3, 20, Aiden, 電気ネズミ, 빛의검, Defense, 20, 6, 6, 5, 1, 0, 0, 0, 3, 2, 66, mystica, 49702457, 和風ソルロンタン, 10.5, 5, 5.5
3, 19, Priya, YoNeaKy, 헤븐즈도어, Defense, 19, 6, 6, 5, 1, 0, 0, 0, 0, 6, 45, 八ッ橋ちょこ, 49702457, 和風ソルロンタン, 10.5, 5, 5.5
4, 19, Estelle, レイ様, 빔엑스, Defense, 17, 2, 2, 1, 1, 0, 0, 0, 0, 1, 28, thato, 49702457, たかし, 5.5, 4, 1.5
4, 19, Shoichi, たまこん, 월식, Defense, 18, 2, 2, 1, 1, 0, 0, 0, 1, 1, 54, 電気ネズミ, 49702457, たかし, 5.5, 4, 1.5
4, 19, Theodore, Endeavor108, 사사성광, Defense, 18, 2, 2, 1, 1, 0, 0, 0, 1, 0, 41, 電気ネズミ, 49702457, たかし, 5.5, 4, 1.5
5, 18, Lyanh, デスガキ, 카른웬난, Defense, 17, 5, 5, 0, 3, 0, 2, 0, 1, 3, 34, thato, 49702457, Marine Delight, 6.5, 3, 3.5
5, 18, Darko, REIA778, 구원의여신상, Defense, 17, 5, 5, 0, 3, 0, 2, 0, 3, 1, 29, thato, 49702457, Marine Delight, 6.5, 3, 3.5
5, 18, Arda, シユイ, 더문, Hunt, 17, 5, 5, 0, 3, 0, 2, 0, 1, 2, 48, 3y3s, 49702457, Marine Delight, 6.5, 3, 3.5
6, 18, Piolo, C4storice, 비익련리, Defense, 17, 3, 3, 0, 2, 0, 1, 0, 1, 0, 69, mystica, 49702457, 殺意の糸 ピオロ, 4, 2, 2
6, 18, Yuki, LORDofVERMILION, 엑스칼리버, Defense, 17, 3, 3, 0, 2, 0, 1, 0, 1, 2, 16, mystica, 49702457, 殺意の糸 ピオロ, 4, 2, 2
6, 17, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 17, 3, 3, 0, 2, 0, 1, 0, 1, 2, 58, thato, 49702457, 殺意の糸 ピオロ, 4, 2, 2
7, 16, Yuki, ヴィルヴィ, 엑스칼리버, Defense, 14, 6, 6, 1, 2, 0, 3, 0, 0, 5, 17, らいらい, 49702457, じゃっぱ汁, 6, 1, 5
7, 16, Bernice, 御存知ムエタイ, Tac-50, Defense, 15, 6, 6, 1, 2, 0, 3, 0, 2, 4, 43, らいらい, 49702457, じゃっぱ汁, 6, 1, 5
7, 16, Nathapon, Natupon, 울트라비전, Defense, 15, 6, 6, 1, 2, 0, 3, 0, 4, 2, 19, らいらい, 49702457, じゃっぱ汁, 6, 1, 5
8, 14, Theodore, kiia1, 가우스라이플, Defense, 14, 4, 4, 0, 1, 0, 3, 0, 0, 3, 32, thato, 49702457, Andante, 3.5, 0, 3.5
8, 13, Alonso, makobi, 빙화현옥수, Defense, 13, 4, 4, 0, 1, 0, 3, 0, 0, 4, 11, thato, 49702457, Andante, 3.5, 0, 3.5
8, 15, Bernice, さすらいぱんだ, Tac-50, Defense, 15, 4, 4, 0, 1, 0, 3, 0, 4, 0, 65, thato, 49702457, Andante, 3.5, 0, 3.5
