rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 19, Alonso, 3y3s, 디바인피스트, Defense, 19, 18, 18, 12, 1, 0, 5, 0, 5, 12, 23, , 49704972, Syuri, 27.5, 10, 17.5
1, 20, Niah, thato, 하이눈, Defense, 20, 18, 18, 12, 1, 0, 5, 0, 5, 11, 81, , 49704972, Syuri, 27.5, 10, 17.5
1, 20, Bianca, らいらい, 더문, Defense, 20, 18, 18, 12, 1, 0, 5, 0, 8, 10, 46, , 49704972, Syuri, 27.5, 10, 17.5
2, 19, Arda, シユイ, 더 데스-진홍, Defense, 19, 10, 10, 5, 3, 0, 2, 0, 1, 7, 60, らいらい, 49704972, Marine Delight, 15.5, 7, 8.5
2, 19, Lyanh, デスガキ, 비색단검, Defense, 19, 10, 10, 5, 3, 0, 2, 0, 5, 3, 34, らいらい, 49704972, Marine Delight, 15.5, 7, 8.5
2, 19, Darko, REIA778, 여의봉, Defense, 19, 10, 10, 5, 3, 0, 2, 0, 4, 4, 40, 3y3s, 49704972, Marine Delight, 15.5, 7, 8.5
3, 18, Chloe, YoNeaKy, 수다르사나, Defense, 19, 16, 16, 10, 2, 0, 3, 1, 4, 10, 39, らいらい, 49704972, 和風ソルロンタン, 20, 5, 15
3, 19, Aiden, 電気ネズミ, 빛의검, Defense, 20, 16, 16, 10, 2, 0, 3, 1, 6, 8, 46, 3y3s, 49704972, 和風ソルロンタン, 20, 5, 15
3, 18, Garnet, かっと, 스파이의우산, Defense, 18, 16, 16, 10, 2, 0, 3, 1, 6, 8, 12, 3y3s, 49704972, 和風ソルロンタン, 20, 5, 15
4, 18, Shoichi, たまこん, 월식, Defense, 18, 9, 9, 6, 2, 0, 1, 0, 5, 2, 60, REIA778, 49704972, たかし, 12, 4, 8
4, 18, Alonso, レイ様, 빙화현옥수, Defense, 17, 9, 9, 6, 2, 0, 1, 0, 3, 3, 16, thato, 49704972, たかし, 12, 4, 8
4, 19, Theodore, Endeavor108, 데드아이, Defense, 18, 9, 9, 6, 2, 0, 1, 0, 1, 7, 46, らいらい, 49704972, たかし, 12, 4, 8
5, 18, Yuki, LORDofVERMILION, 엑스칼리버, Defense, 18, 7, 7, 3, 1, 0, 3, 0, 3, 1, 26, 電気ネズミ, 49704972, 殺意の糸 ピオロ, 9.5, 3, 6.5
5, 19, Piolo, C4storice, 비익련리, Defense, 19, 7, 7, 3, 1, 0, 3, 0, 2, 4, 69, YoNeaKy, 49704972, 殺意の糸 ピオロ, 9.5, 3, 6.5
5, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 7, 7, 3, 1, 0, 3, 0, 2, 2, 36, 電気ネズミ, 49704972, 殺意の糸 ピオロ, 9.5, 3, 6.5
6, 19, William, mystica, 안티오크의수류탄, Defense, 18, 1, 1, 0, 1, 0, 0, 0, 1, 0, 54, ぷれこーーーーる, 49704972, VegetableRegion, 2.5, 2, 0.5
6, 18, Mai, LilySelene, 글레이프니르, Defense, 16, 1, 1, 0, 1, 0, 0, 0, 0, 0, 24, C4storice, 49704972, VegetableRegion, 2.5, 2, 0.5
6, 17, Lenore, 八ッ橋ちょこ, 헤븐즈도어, Defense, 17, 1, 1, 0, 1, 0, 0, 0, 0, 1, 43, たまこん, 49704972, VegetableRegion, 2.5, 2, 0.5
7, 18, Bernice, 御存知ムエタイ, Tac-50, Hunt, 18, 6, 6, 3, 1, 0, 2, 0, 3, 2, 70, YoNeaKy, 49704972, じゃっぱ汁, 6.5, 1, 5.5
7, 17, Yuki, ヴィルヴィ, 엑스칼리버, Defense, 16, 6, 6, 3, 1, 0, 2, 0, 0, 4, 31, かっと, 49704972, じゃっぱ汁, 6.5, 1, 5.5
7, 17, Nathapon, Natupon, 울트라비전, Defense, 17, 6, 6, 3, 1, 0, 2, 0, 3, 2, 32, かっと, 49704972, じゃっぱ汁, 6.5, 1, 5.5
8, 15, Markus, さすらいぱんだ, 산타무에르떼, Defense, 13, 3, 3, 1, 0, 0, 2, 0, 0, 3, 18, Natupon, 49704972, Andante, 3, 0, 3
8, 14, Haze, makobi, 골드러시, Defense, 14, 3, 3, 1, 0, 0, 2, 0, 1, 2, 29, たまこん, 49704972, Andante, 3, 0, 3
8, 15, Katja, kiia1, Tac-50, Defense, 15, 3, 3, 1, 0, 0, 2, 0, 2, 1, 50, たまこん, 49704972, Andante, 3, 0, 3
