rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Camilo, らいらい, 환영도-진홍, Defense, 20, 23, 23, 16, 7, 14, 7, 37, , 46452284, パクサンジュンVSエミネム
1, 19, Mai, みゅーき, 글레이프니르, Defense, 19, 23, 23, 16, 7, 3, 19, 24, , 46452284, パクサンジュンVSエミネム
1, 20, Adina, 포도쨈, 더문, Defense, 20, 23, 23, 16, 7, 6, 13, 27, , 46452284, パクサンジュンVSエミネム
2, 20, Felix, MaTfromDota2, 롱기누스의 창-진홍, Defense, 20, 8, 8, 4, 4, 5, 3, 64, らいらい, 46452284, おっとっと
2, 19, Johann, うぃくらいん, 절제, Defense, 19, 8, 8, 4, 4, 0, 8, 15, らいらい, 46452284, おっとっと
2, 20, Chiara, OISIIPROTEIN, 아르고스의눈, Defense, 20, 8, 8, 4, 4, 3, 5, 35, らいらい, 46452284, おっとっと
3, 18, Abigail, レヴナ, 네플리온, Defense, 19, 7, 7, 5, 2, 3, 3, 30, MaTfromDota2, 46452284, かっこかり
3, 19, Yuki, Drizzle1911, 빛의검, Defense, 19, 7, 7, 5, 2, 2, 3, 40, OISIIPROTEIN, 46452284, かっこかり
3, 19, Darko, Exaneko, 구원의여신상, Defense, 19, 7, 7, 5, 2, 2, 3, 37, MaTfromDota2, 46452284, かっこかり
4, 19, Jackie, えすみす, 환영도-진홍, Defense, 20, 6, 6, 4, 2, 5, 1, 72, MaTfromDota2, 46452284, エステル世界2位ぶにゃ
4, 20, Estelle, voider26, 낙원의낫, Defense, 19, 6, 6, 4, 2, 0, 4, 37, らいらい, 46452284, エステル世界2位ぶにゃ
4, 19, Nicky, vaqlas, 아이언피스트, Defense, 19, 6, 6, 4, 2, 1, 5, 54, 포도쨈, 46452284, エステル世界2位ぶにゃ
5, 17, Tia, thato, 터럭손방망이, Defense, 17, 10, 10, 0, 10, 5, 5, 44, らいらい, 46452284, Syuri?
5, 17, Alonso, 3y3s, 아이언피스트, Defense, 17, 10, 10, 0, 10, 2, 7, 11, らいらい, 46452284, Syuri?
5, 17, Isol, 前ブリンクうまお, 엔데버AX, Defense, 17, 10, 10, 0, 10, 3, 4, 48, みゅーき, 46452284, Syuri?
6, 18, Jenny, れもんだもん, 매그넘-보아, Defense, 18, 7, 7, 4, 3, 2, 4, 41, レヴナ, 46452284, OverThrow
6, 18, Echion, kemiko, 블랙맘바킹-TL, Defense, 18, 7, 7, 4, 3, 1, 6, 18, Exaneko, 46452284, OverThrow
6, 17, Vanya, sino1012, 운명의수레바퀴, Defense, 18, 7, 7, 4, 3, 4, 3, 42, レヴナ, 46452284, OverThrow
7, 16, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 17, 2, 2, 0, 2, 1, 1, 23, sino1012, 46452284, TRANSAM
7, 16, Jan, 混沌の闇ヤスオ, 택티컬톤파, Defense, 15, 2, 2, 0, 2, 0, 2, 33, sino1012, 46452284, TRANSAM
7, 16, Yuki, YoNeaKy, 모노호시자오, Defense, 13, 2, 2, 0, 2, 1, 1, 19, れもんだもん, 46452284, TRANSAM
8, 16, Yuki, レイライン, 뚜언띠엔, Defense, 15, 3, 3, 0, 3, 0, 1, 32, 포도쨈, 46452284, チクチク梅
8, 16, Jenny, ZEKURIP, 알타이르, Defense, 16, 3, 3, 0, 3, 2, 0, 49, らいらい, 46452284, チクチク梅
8, 17, DebiMarlene, 無双, 레바테인, Defense, 17, 3, 3, 0, 3, 1, 2, 55, らいらい, 46452284, チクチク梅
