rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Adina, 포도쨈, 더문, Defense, 20, 20, 20, 16, 4, 7, 12, 25, , 46446836, パクサンジュンVSエミネム
1, 19, Mai, みゅーき, 사복검, Defense, 19, 20, 20, 16, 4, 5, 15, 14, , 46446836, パクサンジュンVSエミネム
1, 20, Camilo, らいらい, 간장과막야, Defense, 20, 20, 20, 16, 4, 8, 9, 46, , 46446836, パクサンジュンVSエミネム
2, 20, Leon, sino1012, 프로스트팽, Defense, 19, 6, 6, 4, 2, 1, 5, 62, 포도쨈, 46446836, OverThrow
2, 20, Hart, れもんだもん, 하트 브레이커-진홍, Defense, 20, 6, 6, 4, 2, 2, 3, 70, 포도쨈, 46446836, OverThrow
2, 20, Hisui, kemiko, 빛의검, Defense, 20, 6, 6, 4, 2, 3, 2, 65, 포도쨈, 46446836, OverThrow
3, 20, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 6, 6, 3, 3, 4, 2, 47, らいらい, 46446836, TRANSAM
3, 19, Yuki, YoNeaKy, 모노호시자오, Defense, 19, 6, 6, 3, 3, 1, 3, 26, らいらい, 46446836, TRANSAM
3, 20, Jan, 混沌の闇ヤスオ, 칼날톤파, Defense, 19, 6, 6, 3, 3, 1, 4, 52, みゅーき, 46446836, TRANSAM
4, 19, DebiMarlene, レヴナ, 레바테인, Defense, 20, 12, 12, 10, 2, 5, 5, 38, ぷれこーーーーる, 46446836, かっこかり
4, 19, Hisui, Drizzle1911, 빛의검, Defense, 20, 12, 12, 10, 2, 7, 4, 92, ZEKURIP, 46446836, かっこかり
4, 19, Charlotte, Exaneko, 절제, Defense, 18, 12, 12, 10, 2, 0, 11, 13, 無双, 46446836, かっこかり
5, 19, Elena, レイライン, 활빈검, Defense, 19, 8, 8, 7, 1, 0, 8, 52, Drizzle1911, 46446836, チクチク梅
5, 20, Martina, ZEKURIP, 카메라캐논, Defense, 20, 8, 8, 7, 1, 4, 3, 58, レヴナ, 46446836, チクチク梅
5, 20, Hisui, 無双, 빛의검, Defense, 20, 8, 8, 7, 1, 4, 3, 71, レヴナ, 46446836, チクチク梅
6, 19, Lyanh, thato, 초진동나이프, Defense, 18, 10, 10, 3, 7, 4, 5, 28, レヴナ, 46446836, Syuri?
6, 18, Chloe, 3y3s, 만천화우, Defense, 18, 10, 10, 3, 7, 2, 8, 43, レヴナ, 46446836, Syuri?
6, 19, Jenny, 前ブリンクうまお, 알타이르, Defense, 19, 10, 10, 3, 7, 4, 5, 41, みゅーき, 46446836, Syuri?
7, 19, Katja, えすみす, 폴라리스, Defense, 19, 8, 8, 2, 6, 3, 5, 50, らいらい, 46446836, エステル世界2位ぶにゃ
7, 18, Estelle, voider26, 낙원의낫, Defense, 18, 8, 8, 2, 6, 5, 3, 29, ZEKURIP, 46446836, エステル世界2位ぶにゃ
7, 19, Nicky, vaqlas, 아이언피스트, Defense, 19, 8, 8, 2, 6, 0, 6, 37, ZEKURIP, 46446836, エステル世界2位ぶにゃ
8, 17, Piolo, MaTfromDota2, 비익련리, Defense, 16, 4, 4, 1, 3, 0, 3, 43, らいらい, 46446836, おっとっと
8, 16, Leon, うぃくらいん, 프로스트팽, Defense, 16, 4, 4, 1, 3, 1, 3, 32, 포도쨈, 46446836, おっとっと
8, 17, Arda, OISIIPROTEIN, 더문, Defense, 17, 4, 4, 1, 3, 3, 1, 40, 포도쨈, 46446836, おっとっと
