rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, DebiMarlene, レヴナ, 레바테인, Defense, 20, 15, 16, 11, 5, 7, 8, 40, , 46450548, かっこかり
1, 20, Hisui, Drizzle1911, 빛의검, Defense, 20, 15, 16, 11, 5, 8, 6, 60, , 46450548, かっこかり
1, 20, Charlotte, Exaneko, 더썬, Defense, 19, 15, 16, 11, 5, 0, 15, 29, , 46450548, かっこかり
2, 20, Felix, MaTfromDota2, 롱기누스의 창-진홍, Defense, 20, 6, 6, 5, 1, 1, 4, 77, Drizzle1911, 46450548, おっとっと
2, 20, Chiara, OISIIPROTEIN, 아르고스의눈, Defense, 19, 6, 6, 5, 1, 5, 1, 44, Drizzle1911, 46450548, おっとっと
2, 20, Johann, うぃくらいん, 더썬, Defense, 19, 6, 6, 5, 1, 0, 5, 22, レヴナ, 46450548, おっとっと
3, 17, Nicky, vaqlas, 아이언피스트, Defense, 16, 16, 16, 1, 15, 3, 9, 27, レヴナ, 46450548, エステル世界2位ぶにゃ
3, 17, Jackie, えすみす, 간장과막야, Defense, 16, 16, 16, 1, 15, 9, 4, 28, OISIIPROTEIN, 46450548, エステル世界2位ぶにゃ
3, 18, Estelle, voider26, 낙원의낫, Defense, 16, 16, 16, 1, 15, 4, 12, 29, , 46450548, エステル世界2位ぶにゃ
4, 19, Mai, みゅーき, 사복검, Defense, 19, 7, 7, 5, 2, 1, 5, 22, レヴナ, 46450548, パクサンジュンVSエミネム
4, 20, Bianca, 포도쨈, 더문, Defense, 20, 7, 7, 5, 2, 4, 3, 49, レヴナ, 46450548, パクサンジュンVSエミネム
4, 20, Camilo, らいらい, 간장과막야, Defense, 20, 7, 7, 5, 2, 2, 5, 46, Drizzle1911, 46450548, パクサンジュンVSエミネム
5, 19, Martina, ZEKURIP, 카메라캐논, Defense, 19, 4, 4, 4, 0, 1, 2, 55, MaTfromDota2, 46450548, チクチク梅
5, 18, Elena, レイライン, 활빈검, Defense, 17, 4, 4, 4, 0, 1, 2, 22, OISIIPROTEIN, 46450548, チクチク梅
5, 19, Hisui, 無双, 빛의검, Defense, 19, 4, 4, 4, 0, 2, 1, 78, Drizzle1911, 46450548, チクチク梅
6, 16, Leon, sino1012, 프로스트팽, Defense, 16, 6, 6, 3, 3, 3, 3, 54, 포도쨈, 46450548, OverThrow
6, 18, Hisui, kemiko, 빛의검, Defense, 18, 6, 6, 3, 3, 2, 3, 58, らいらい, 46450548, OverThrow
6, 17, Hart, れもんだもん, 하트 브레이커-진홍, Defense, 17, 6, 6, 3, 3, 1, 4, 27, らいらい, 46450548, OverThrow
7, 15, Tsubame, ぷれこーーーーる, 만천화우, Defense, 15, 1, 1, 1, 0, 0, 1, 24, ZEKURIP, 46450548, TRANSAM
7, 15, Estelle, YoNeaKy, 빔엑스, Defense, 14, 1, 1, 1, 0, 1, 0, 31, 無双, 46450548, TRANSAM
7, 15, Piolo, 混沌の闇ヤスオ, 비익련리, Defense, 14, 1, 1, 1, 0, 0, 0, 29, 無双, 46450548, TRANSAM
8, 11, Johann, 3y3s, 운명의수레바퀴, Defense, 9, 2, 2, 0, 2, 1, 0, 6, 포도쨈, 46450548, Syuri?
8, 14, Lyanh, thato, 카른웬난, Defense, 13, 2, 2, 0, 2, 0, 0, 32, YoNeaKy, 46450548, Syuri?
8, 13, Aya, 前ブリンクうまお, 95식자동소총, Defense, 12, 2, 2, 0, 2, 1, 1, 27, レイライン, 46450548, Syuri?
