rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Bernice, LeetPhilia, 안드로메다, Defense, 20, 12, 12, 5, 6, 53, , 46359207, I☆YOKOHAMA
1, 20, Markus, bjermiyan, 반고부, Defense, 20, 12, 12, 3, 9, 28, , 46359207, I☆YOKOHAMA
1, 20, Barbara, 駅弁mk, 알타이르, Defense, 20, 12, 12, 4, 8, 67, , 46359207, I☆YOKOHAMA
2, 20, Eleven, レイ様, 천근추, Defense, 19, 4, 4, 0, 4, 31, bjermiyan, 46359207, たかし
2, 20, YuMin, お豆腐の匠, 여제, Defense, 20, 4, 4, 1, 2, 65, 駅弁mk, 46359207, たかし
2, 20, Alex, たまこん, 모노호시자오, Defense, 20, 4, 4, 3, 1, 49, LeetPhilia, 46359207, たかし
3, 20, Markus, 混沌の闇ヤスオ, 뿅망치, Defense, 19, 10, 10, 4, 5, 45, LeetPhilia, 46359207, The Nemaland
3, 19, Celine, ymt, 체이서, Defense, 19, 10, 10, 5, 5, 33, 駅弁mk, 46359207, The Nemaland
3, 19, Priya, YoNeaKy, 헤븐즈도어, Defense, 19, 10, 10, 1, 9, 29, bjermiyan, 46359207, The Nemaland
4, 18, Estelle, bambooXIV, 빔엑스, Defense, 18, 4, 4, 0, 3, 32, LeetPhilia, 46359207, voidoo dune
4, 19, Bernice, ネフェルトゥス, 위도우메이커, Hunt, 19, 4, 4, 3, 1, 67, bjermiyan, 46359207, voidoo dune
4, 19, Adina, keikoma, 더문, Defense, 19, 4, 4, 1, 2, 47, 駅弁mk, 46359207, voidoo dune
5, 17, Adela, さすらいぱんだ, 아르고스의눈, Defense, 17, 6, 6, 3, 2, 17, 混沌の闇ヤスオ, 46359207, Toddler Vivid
5, 18, Nicky, Pororoca, 디바인피스트, Defense, 17, 6, 6, 2, 2, 15, ymt, 46359207, Toddler Vivid
5, 18, Sua, うぇびー, 아는것이힘, Defense, 18, 6, 6, 1, 4, 34, YoNeaKy, 46359207, Toddler Vivid
6, 17, Barbara, 一杯酒気, 알타이르, Defense, 18, 3, 3, 0, 0, 37, さすらいぱんだ, 46359207, 猫虎ハイボール
6, 17, Markus, taiga7810, 반고부, Defense, 17, 3, 3, 0, 2, 20, ymt, 46359207, 猫虎ハイボール
6, 19, Irem, catsR, 파이어볼, Defense, 19, 3, 3, 3, 0, 47, ymt, 46359207, 猫虎ハイボール
7, 17, Theodore, 약화, 사사성광, Defense, 16, 2, 2, 0, 1, 20, 混沌の闇ヤスオ, 46359207, DDG
7, 17, Camilo, 幽世亡海, 디오스쿠로이, Defense, 15, 2, 2, 2, 0, 39, 混沌の闇ヤスオ, 46359207, DDG
7, 17, Elena, NomaHijiri, 활빈검, Defense, 15, 2, 2, 0, 1, 17, catsR, 46359207, DDG
8, 15, Mai, Latesummerr, 뇌룡편, Defense, 13, 0, 0, 0, 0, 18, たまこん, 46359207, 佐川大根
8, 15, Rio, PecoMizuki, 제베의활, Hunt, 14, 0, 0, 0, 0, 50, さすらいぱんだ, 46359207, 佐川大根
8, 14, Tazia, ジェノ, 빙백은침, Defense, 13, 0, 0, 0, 0, 28, ymt, 46359207, 佐川大根
