rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Bernice, ネフェルトゥス, 위도우 메이커-진홍, Defense, 20, 16, 16, 9, 7, 62, , 46355976, voidoo dune
1, 20, Estelle, bambooXIV, 빔엑스, Defense, 19, 16, 16, 2, 12, 29, , 46355976, voidoo dune
1, 20, Adina, keikoma, 더 데스-진홍, Defense, 20, 16, 16, 5, 9, 42, , 46355976, voidoo dune
2, 20, Katja, ニセケインコスギ, 위도우 메이커-진홍, Defense, 20, 9, 9, 6, 2, 49, bambooXIV, 46355976, 猫虎ハイボール
2, 20, Markus, taiga7810, 반고부, Defense, 19, 9, 9, 2, 6, 15, keikoma, 46355976, 猫虎ハイボール
2, 20, Irem, catsR, 파이어볼, Defense, 20, 9, 9, 1, 7, 77, ネフェルトゥス, 46355976, 猫虎ハイボール
3, 19, Alex, たまこん, 미치광이왕의카드, Defense, 18, 14, 14, 9, 4, 23, ネフェルトゥス, 46355976, たかし
3, 19, Eleven, レイ様, 천근추, Defense, 18, 14, 14, 1, 13, 18, keikoma, 46355976, たかし
3, 19, YuMin, お豆腐の匠, 더 데스-새벽, Defense, 19, 14, 14, 4, 10, 38, ネフェルトゥス, 46355976, たかし
4, 20, Markus, bjermiyan, 산타무에르떼, Defense, 18, 3, 3, 1, 2, 36, taiga7810, 46355976, I☆YOKOHAMA
4, 20, Fiora, 駅弁mk, 아케인엣지, Defense, 19, 3, 3, 1, 1, 63, ニセケインコスギ, 46355976, I☆YOKOHAMA
4, 18, Bernice, LeetPhilia, 폴라리스, Defense, 18, 3, 3, 1, 1, 56, ニセケインコスギ, 46355976, I☆YOKOHAMA
5, 19, Elena, NomaHijiri, 활빈검, Defense, 16, 8, 8, 0, 3, 4, ニセケインコスギ, 46355976, DDG
5, 18, Jackie, 약화, 자웅일대검, Defense, 17, 8, 8, 6, 2, 26, taiga7810, 46355976, DDG
5, 19, Justyna, 幽世亡海, 팬텀 볼트, Defense, 19, 8, 8, 2, 5, 36, たまこん, 46355976, DDG
6, 20, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 19, 12, 12, 3, 8, 38, ネフェルトゥス, 46355976, The Nemaland
6, 19, Celine, ymt, 체이서, Defense, 19, 12, 12, 3, 7, 43, ネフェルトゥス, 46355976, The Nemaland
6, 19, Hyunwoo, LORDofVERMILION, 브레이질건틀릿, Defense, 18, 12, 12, 6, 3, 22, keikoma, 46355976, The Nemaland
7, 18, Adela, さすらいぱんだ, 아르고스의눈, Defense, 18, 5, 5, 4, 1, 45, 混沌の闇ヤスオ, 46355976, Toddler Vivid
7, 19, Sua, うぇびー, 둠스데이, Defense, 18, 5, 5, 1, 2, 60, ymt, 46355976, Toddler Vivid
7, 18, Nicky, Pororoca, 디바인피스트, Defense, 18, 5, 5, 0, 4, 29, LORDofVERMILION, 46355976, Toddler Vivid
8, 15, Rio, PecoMizuki, 이글아이, Defense, 15, 0, 0, 0, 0, 37, たまこん, 46355976, 佐川大根
8, 15, Mai, Latesummerr, 뇌룡편, Defense, 14, 0, 0, 0, 0, 24, レイ様, 46355976, 佐川大根
8, 15, Tazia, ジェノ, 옥전결, Defense, 14, 0, 0, 0, 0, 30, たまこん, 46355976, 佐川大根
