rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Alex, たまこん, 경찰봉, Defense, 20, 15, 15, 15, 0, 35, , 46357879, たかし
1, 20, YuMin, お豆腐の匠, 여제, Defense, 20, 15, 15, 0, 13, 70, , 46357879, たかし
1, 20, Eleven, レイ様, 천근추, Defense, 20, 15, 15, 0, 14, 31, , 46357879, たかし
2, 19, Markus, taiga7810, 반고부, Defense, 19, 10, 10, 3, 5, 9, たまこん, 46357879, 猫虎ハイボール
2, 20, Katja, ニセケインコスギ, 폴라리스, Defense, 20, 10, 10, 5, 2, 36, たまこん, 46357879, 猫虎ハイボール
2, 20, Irem, catsR, 파이어볼, Defense, 20, 10, 10, 2, 7, 38, たまこん, 46357879, 猫虎ハイボール
3, 20, Estelle, bambooXIV, 빔엑스, Defense, 18, 4, 4, 0, 4, 32, たまこん, 46357879, voidoo dune
3, 20, Adina, keikoma, 더문, Defense, 20, 4, 4, 2, 1, 59, たまこん, 46357879, voidoo dune
3, 20, Bernice, ネフェルトゥス, 위도우 메이커-진홍, Defense, 20, 4, 4, 2, 2, 97, たまこん, 46357879, voidoo dune
4, 20, Arda, 駅弁mk, 더문, Defense, 20, 13, 13, 4, 8, 37, たまこん, 46357879, I☆YOKOHAMA
4, 20, Bernice, LeetPhilia, 안드로메다, Defense, 20, 13, 13, 8, 5, 65, ニセケインコスギ, 46357879, I☆YOKOHAMA
4, 20, Markus, bjermiyan, 반고부, Defense, 19, 13, 13, 1, 12, 34, ニセケインコスギ, 46357879, I☆YOKOHAMA
5, 19, Jackie, 약화, 자웅일대검, Defense, 19, 9, 9, 5, 3, 39, LeetPhilia, 46357879, DDG
5, 20, Aya, 幽世亡海, 엔데버AX, Defense, 19, 9, 9, 3, 5, 42, 駅弁mk, 46357879, DDG
5, 20, Elena, NomaHijiri, 미스틸테인, Defense, 19, 9, 9, 1, 4, 14, 駅弁mk, 46357879, DDG
6, 19, Adela, さすらいぱんだ, 아르고스의눈, Defense, 18, 7, 7, 2, 4, 52, たまこん, 46357879, Toddler Vivid
6, 19, Sua, うぇびー, 둠스데이, Defense, 18, 7, 7, 3, 3, 44, たまこん, 46357879, Toddler Vivid
6, 19, Nicky, Pororoca, 디바인피스트, Defense, 18, 7, 7, 2, 5, 44, たまこん, 46357879, Toddler Vivid
7, 17, Rio, PecoMizuki, 제베의활, Defense, 17, 1, 1, 1, 0, 44, 駅弁mk, 46357879, 佐川大根
7, 17, Tazia, ジェノ, 빙백은침, Defense, 16, 1, 1, 0, 1, 29, LeetPhilia, 46357879, 佐川大根
7, 16, Mai, Latesummerr, 뇌룡편, Defense, 14, 1, 1, 0, 1, 15, Pororoca, 46357879, 佐川大根
8, 18, Jan, 混沌の闇ヤスオ, 택티컬톤파, Defense, 17, 0, 0, 0, 0, 56, ニセケインコスギ, 46357879, The Nemaland
8, 17, Celine, ymt, 루테늄구슬, Defense, 17, 0, 0, 0, 0, 55, catsR, 46357879, The Nemaland
8, 17, Hyunwoo, LORDofVERMILION, 주작자문, Defense, 16, 0, 0, 0, 0, 26, taiga7810, 46357879, The Nemaland
