rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Alex, たまこん, 일렉트론블라스터, Defense, 19, 10, 11, 6, 1, 34, , 46360644, たかし
1, 20, YuMin, お豆腐の匠, 여제, Hunt, 20, 10, 11, 2, 7, 74, , 46360644, たかし
1, 19, Eleven, レイ様, 천근추, Defense, 18, 10, 11, 2, 7, 19, , 46360644, たかし
2, 20, Garnet, 駅弁mk, 마법봉, Defense, 20, 10, 10, 5, 4, 28, たまこん, 46360644, I☆YOKOHAMA
2, 20, Barbara, bjermiyan, 알타이르, Defense, 20, 10, 10, 1, 9, 23, たまこん, 46360644, I☆YOKOHAMA
2, 20, Bernice, LeetPhilia, 안드로메다, Defense, 20, 10, 10, 4, 4, 68, たまこん, 46360644, I☆YOKOHAMA
3, 16, Charlotte, NomaHijiri, 절제, Defense, 14, 11, 11, 0, 6, 16, YoNeaKy, 46360644, DDG
3, 20, Camilo, 幽世亡海, 환영도-진홍, Defense, 19, 11, 11, 4, 5, 54, 混沌の闇ヤスオ, 46360644, DDG
3, 20, Jackie, 약화, 환영도-진홍, Defense, 20, 11, 11, 7, 4, 55, たまこん, 46360644, DDG
4, 20, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 19, 14, 14, 7, 4, 39, たまこん, 46360644, The Nemaland
4, 19, Celine, ymt, 체이서, Defense, 19, 14, 14, 3, 9, 42, たまこん, 46360644, The Nemaland
4, 20, Estelle, YoNeaKy, 빔엑스, Defense, 19, 14, 14, 4, 8, 38, LeetPhilia, 46360644, The Nemaland
5, 18, Arda, さすらいぱんだ, 더문, Defense, 18, 3, 3, 0, 2, 47, 약화, 46360644, Toddler Vivid
5, 18, Lenox, うぇびー, 글레이프니르, Defense, 17, 3, 3, 1, 2, 11, 幽世亡海, 46360644, Toddler Vivid
5, 18, Rio, Pororoca, 트윈보우, Defense, 18, 3, 3, 2, 1, 55, お豆腐の匠, 46360644, Toddler Vivid
6, 18, Alex, taiga7810, 모노호시자오, Defense, 16, 3, 3, 2, 1, 11, 駅弁mk, 46360644, 猫虎ハイボール
6, 18, Barbara, 一杯酒気, 엘레강스, Defense, 18, 3, 3, 0, 1, 29, LeetPhilia, 46360644, 猫虎ハイボール
6, 18, Irem, catsR, 점착폭탄, Defense, 18, 3, 3, 1, 2, 42, ymt, 46360644, 猫虎ハイボール
7, 18, Rio, PecoMizuki, 제베의활, Defense, 19, 5, 5, 1, 3, 61, Pororoca, 46360644, 佐川大根
7, 18, Mai, Latesummerr, 뇌룡편, Defense, 17, 5, 5, 0, 2, 14, 駅弁mk, 46360644, 佐川大根
7, 18, Tazia, ジェノ, 옥전결, Defense, 17, 5, 5, 4, 1, 22, 약화, 46360644, 佐川大根
8, 15, Bernice, ネフェルトゥス, 폴라리스, Defense, 15, 2, 2, 0, 2, 30, 약화, 46360644, voidoo dune
8, 15, Adina, keikoma, 더스타, Defense, 16, 2, 2, 2, 0, 37, 幽世亡海, 46360644, voidoo dune
8, 16, Estelle, bambooXIV, 빔엑스, Defense, 14, 2, 2, 0, 2, 35, , 46360644, voidoo dune
