rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, DebiMarlene, syon1222, 레바테인, Defense, 20, 5, 6, 5, 0, 0, 0, 0, 4, 1, 73, , 48346450, Brainstorm, 15, 10, 5
1, 20, Estelle, コレマサ, 낙원의낫, Defense, 19, 5, 6, 5, 0, 0, 0, 0, 0, 5, 49, , 48346450, Brainstorm, 15, 10, 5
1, 20, Isol, Dato2, 헬파이어-진홍, Hunt, 20, 5, 6, 5, 0, 0, 0, 0, 1, 2, 90, , 48346450, Brainstorm, 15, 10, 5
2, 20, Abigail, ヴィルヴィ, 진홍빛낫, Defense, 20, 16, 16, 12, 3, 0, 1, 0, 9, 6, 35, syon1222, 48346450, 射出式, 21.5, 7, 14.5
2, 20, Lenore, シユイ, 헤븐즈도어, Defense, 19, 16, 16, 12, 3, 0, 1, 0, 1, 7, 55, syon1222, 48346450, 射出式, 21.5, 7, 14.5
2, 20, Sua, Exaneko, 피스브링어-새벽, Defense, 20, 16, 16, 12, 3, 0, 1, 0, 6, 7, 78, Dato2, 48346450, 射出式, 21.5, 7, 14.5
3, 20, Celine, さすらいぱんだ, 아스트라페, Defense, 19, 7, 7, 3, 1, 0, 3, 0, 3, 4, 67, Exaneko, 48346450, Toddler Vivid, 11.5, 5, 6.5
3, 19, Lenox, うぇびー, 캐소드라쉬, Defense, 18, 7, 7, 3, 1, 0, 3, 0, 1, 4, 12, Exaneko, 48346450, Toddler Vivid, 11.5, 5, 6.5
3, 20, Rio, Pororoca, 페일노트-진홍, Defense, 20, 7, 7, 3, 1, 0, 3, 0, 3, 4, 70, Exaneko, 48346450, Toddler Vivid, 11.5, 5, 6.5
4, 17, Alex, BROCKHAMPTON, 일렉트론블라스터, Hunt, 16, 7, 7, 0, 5, 0, 2, 0, 3, 4, 48, Pororoca, 48346450, Etranger, 8.5, 4, 4.5
4, 13, Jackie, Honesty, 모노호시자오, Defense, 11, 7, 7, 0, 5, 0, 2, 0, 1, 4, 39, syon1222, 48346450, Etranger, 8.5, 4, 4.5
5, 16, DebiMarlene, レヴナ, 레바테인, Defense, 16, 8, 8, 3, 3, 0, 2, 0, 3, 3, 24, ヴィルヴィ, 48346450, Toddler Ghost, 9.5, 3, 6.5
5, 16, Hart, CiELzzz, 더월, Defense, 15, 8, 8, 3, 3, 0, 2, 0, 3, 2, 38, Exaneko, 48346450, Toddler Ghost, 9.5, 3, 6.5
5, 16, Priya, mukkoro, 헤븐즈도어, Defense, 15, 8, 8, 3, 3, 0, 2, 0, 2, 5, 23, ヴィルヴィ, 48346450, Toddler Ghost, 9.5, 3, 6.5
6, 14, Katja, ななしの, 인터벤션, Defense, 14, 7, 7, 5, 1, 0, 1, 0, 4, 3, 32, レヴナ, 48346450, J2K, 8.5, 2, 6.5
6, 14, Sissela, MaTfromDota2, 옥전결, Defense, 15, 7, 7, 5, 1, 0, 1, 0, 3, 3, 34, mukkoro, 48346450, J2K, 8.5, 2, 6.5
6, 13, Estelle, teru3485, 네플리온, Defense, 12, 7, 7, 5, 1, 0, 1, 0, 0, 6, 17, レヴナ, 48346450, J2K, 8.5, 2, 6.5
6, 12, Adriana, 챤스포스, 루테늄구슬, Defense, 10, 7, 7, 0, 5, 0, 2, 0, 3, 3, 20, , 48346450, Etranger, 6.5, 2, 4.5
7, 11, Magnus, C4storice, 다그다의망치, Defense, 9, 5, 5, 0, 4, 0, 1, 0, 1, 3, 11, ななしの, 48346450, ライディングフリー, 4, 1, 3
7, 10, Charlotte, YoNeaKy, 절제, Defense, 8, 5, 5, 0, 4, 0, 1, 0, 0, 4, 4, ななしの, 48346450, ライディングフリー, 4, 1, 3
7, 11, Felix, Sitiyoh, 장팔사모, Defense, 10, 5, 5, 0, 4, 0, 1, 0, 4, 0, 23, ななしの, 48346450, ライディングフリー, 4, 1, 3
8, 12, Hisui, ふーと, 모노호시자오, Defense, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, Exaneko, 48346450, 江多二亭, 0, 0, 0
8, 12, Nicky, mystica, 아이언피스트, Defense, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, ヴィルヴィ, 48346450, 江多二亭, 0, 0, 0
8, 11, Tia, suvarublend, 팔괘장, Defense, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, ヴィルヴィ, 48346450, 江多二亭, 0, 0, 0
