rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Garnet, ヴィルヴィ, 스파이의우산, Defense, 18, 11, 12, 9, 3, 2, 8, 26, , 47590805, 兵器ブリオン
1, 20, Jan, C4storice, 천잠장갑, Defense, 19, 11, 12, 9, 3, 4, 6, 56, , 47590805, 兵器ブリオン
1, 20, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 11, 12, 9, 3, 5, 6, 47, , 47590805, 兵器ブリオン
2, 20, Felix, たまねぎ2nd, 롱기누스의 창-진홍, Defense, 20, 15, 15, 14, 1, 6, 8, 74, ぷれこーーーーる, 47590805, NotBeingAll
2, 19, Mai, upalupa, 뇌룡편, Defense, 19, 15, 15, 14, 1, 0, 12, 40, ぷれこーーーーる, 47590805, NotBeingAll
2, 20, Adina, sLLLime, 더 데스-진홍, Defense, 20, 15, 15, 14, 1, 9, 6, 46, ぷれこーーーーる, 47590805, NotBeingAll
3, 19, Elena, ChainsawLady, 미스틸테인, Defense, 18, 5, 5, 5, 0, 0, 5, 39, たまねぎ2nd, 47590805, NoName
3, 19, Martina, chillout, 카메라캐논, Defense, 19, 5, 5, 5, 0, 3, 2, 28, sLLLime, 47590805, NoName
3, 20, Camilo, wowaka, 환영도-진홍, Defense, 19, 5, 5, 5, 0, 2, 3, 88, sLLLime, 47590805, NoName
4, 18, Justyna, かとかい, 팬텀 볼트, Defense, 19, 10, 10, 7, 3, 6, 4, 57, ヴィルヴィ, 47590805, Toddler Gangster
4, 18, Markus, ニッキーブレーク, 반고부, Defense, 18, 10, 10, 7, 3, 1, 9, 7, C4storice, 47590805, Toddler Gangster
4, 18, Katja, Meltt, 인터벤션, Defense, 18, 10, 10, 7, 3, 3, 4, 50, ぷれこーーーーる, 47590805, Toddler Gangster
5, 17, LiDailin, Hyouya, 천잠장갑, Defense, 17, 6, 6, 5, 1, 3, 1, 42, sLLLime, 47590805, TBD
5, 17, Fiora, harao, 별사냥꾼, Defense, 16, 6, 6, 5, 1, 1, 3, 52, sLLLime, 47590805, TBD
5, 17, Bernice, ドンブレ, 안드로메다, Defense, 17, 6, 6, 5, 1, 2, 4, 42, たまねぎ2nd, 47590805, TBD
6, 17, Elena, コレマサ, 활빈검, Defense, 17, 3, 3, 3, 0, 2, 1, 17, たまねぎ2nd, 47590805, Brainstorm
6, 17, Nadine, Dato2, 샤릉가, Hunt, 18, 3, 3, 3, 0, 1, 2, 51, sLLLime, 47590805, Brainstorm
6, 17, DebiMarlene, syon1222, 아론다이트, Defense, 17, 3, 3, 3, 0, 0, 3, 30, たまねぎ2nd, 47590805, Brainstorm
7, 16, Isol, Dorago, 저지먼트, Defense, 16, 4, 4, 1, 3, 3, 0, 58, , 47590805, ほーんてっどまんしょん
7, 15, Priya, うぃくらいん, 퍼플헤이즈, Defense, 14, 4, 4, 1, 3, 0, 2, 7, かとかい, 47590805, ほーんてっどまんしょん
7, 16, Markus, OISIIPROTEIN, 산타무에르떼, Defense, 14, 4, 4, 1, 3, 1, 3, 23, Meltt, 47590805, ほーんてっどまんしょん
8, 14, Leon, レヴナ, 흑요석짓테, Defense, 13, 1, 1, 0, 1, 1, 0, 22, wowaka, 47590805, Toddler Ghost
8, 15, Priya, mukkoro, 헤븐즈도어, Defense, 14, 1, 1, 0, 1, 0, 1, 31, かとかい, 47590805, Toddler Ghost
8, 15, Rio, CiELzzz, 제베의활, Defense, 14, 1, 1, 0, 1, 0, 1, 33, chillout, 47590805, Toddler Ghost
