rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Elena, レイライン, 활빈검, Defense, 19, 19, 20, 14, 6, 4, 12, 21, , 46826217, チクチク梅
1, 20, Rozzi, ZEKURIP, 악켈테, Defense, 20, 19, 20, 14, 6, 10, 7, 48, , 46826217, チクチク梅
1, 20, Hisui, 無双, 빛의검, Defense, 20, 19, 20, 14, 6, 5, 11, 71, , 46826217, チクチク梅
2, 19, Chloe, YoNeaKy, 수다르사나, Defense, 19, 12, 12, 7, 5, 6, 5, 56, レイライン, 46826217, 3月33日
2, 19, Eleven, 鈴木リコリス, 천근추, Defense, 19, 12, 12, 7, 5, 2, 10, 27, レイライン, 46826217, 3月33日
2, 20, Zahir, 駅弁mk, 흑련비표, Defense, 20, 12, 12, 7, 5, 4, 7, 89, ZEKURIP, 46826217, 3月33日
3, 19, Darko, ぷれこーーーーる, 여의봉, Defense, 18, 11, 11, 6, 5, 1, 7, 38, レイライン, 46826217, The unseen blade
3, 20, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 19, 11, 11, 6, 5, 1, 8, 55, YoNeaKy, 46826217, The unseen blade
3, 19, Arda, Sitiyoh, 더문, Defense, 19, 11, 11, 6, 5, 9, 2, 45, ZEKURIP, 46826217, The unseen blade
4, 19, Aiden, SEOHYEIN, 빛의검, Defense, 19, 11, 11, 4, 7, 2, 5, 50, 鈴木リコリス, 46826217, Rage0day
4, 19, Zahir, 곽성군, 체이서, Hunt, 19, 11, 11, 4, 7, 5, 5, 68, , 46826217, Rage0day
4, 18, Cathy, HYEINSEO, 월식, Defense, 18, 11, 11, 4, 7, 4, 5, 23, ZEKURIP, 46826217, Rage0day
5, 19, Hisui, かっと, 모노호시자오, Defense, 19, 8, 8, 4, 4, 5, 2, 56, YoNeaKy, 46826217, 佃煮の台湾付け
5, 18, Laura, TKDNdecoy, 플라즈마윕, Defense, 18, 8, 8, 4, 4, 3, 5, 33, 駅弁mk, 46826217, 佃煮の台湾付け
5, 18, Elena, sukopi, 활빈검, Defense, 17, 8, 8, 4, 4, 0, 7, 28, voider26, 46826217, 佃煮の台湾付け
6, 17, Alex, えすみす, 일렉트론블라스터, Defense, 17, 6, 6, 2, 4, 3, 3, 31, Sitiyoh, 46826217, Bunya
6, 18, Hyejin, vaqlas, 아르기로톡소스, Defense, 18, 6, 6, 2, 4, 2, 3, 48, Sitiyoh, 46826217, Bunya
6, 18, LiDailin, voider26, 주작자문, Defense, 17, 6, 6, 2, 4, 1, 3, 25, TKDNdecoy, 46826217, Bunya
7, 18, Lyanh, thato, 카른웬난, Defense, 17, 4, 4, 0, 4, 1, 2, 27, かっと, 46826217, CROSSOVER
7, 18, Hisui, kemiko, 빛의검, Defense, 17, 4, 4, 0, 4, 3, 0, 37, 곽성군, 46826217, CROSSOVER
7, 18, Zahir, べんとりっく, 체이서, Hunt, 18, 4, 4, 0, 4, 0, 3, 56, SEOHYEIN, 46826217, CROSSOVER
8, 16, Nadine, MaTfromDota2, 골든래쇼보우, Defense, 16, 2, 2, 0, 2, 1, 1, 38, ZEKURIP, 46826217, Black King Bar
8, 17, Elena, HeianKYO, 레드팬서, Defense, 15, 2, 2, 0, 2, 1, 1, 46, 駅弁mk, 46826217, Black King Bar
8, 15, Leon, LORDofVERMILION, 빙화현옥수, Defense, 14, 2, 2, 0, 2, 0, 2, 14, かっと, 46826217, Black King Bar
