rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Hyejin, vaqlas, 아르기로톡소스, Hunt, 20, 10, 10, 4, 6, 3, 6, 60, , 46822564, Bunya
1, 20, Elena, voider26, 아르고스의눈, Defense, 20, 10, 10, 4, 6, 0, 10, 44, , 46822564, Bunya
1, 20, Alex, えすみす, 악켈테, Defense, 20, 10, 10, 4, 6, 7, 3, 56, , 46822564, Bunya
2, 20, Nadine, MaTfromDota2, 아르기로톡소스, Defense, 20, 6, 6, 6, 0, 4, 2, 48, えすみす, 46822564, Black King Bar
2, 20, Leon, LORDofVERMILION, 프로스트팽, Defense, 19, 6, 6, 6, 0, 1, 5, 37, えすみす, 46822564, Black King Bar
2, 20, Elena, HeianKYO, 미스틸테인, Defense, 20, 6, 6, 6, 0, 1, 3, 49, えすみす, 46822564, Black King Bar
3, 19, Leon, TKDNdecoy, 흑요석짓테, Defense, 19, 8, 8, 6, 2, 1, 3, 46, Sitiyoh, 46822564, 佃煮の台湾付け
3, 19, Estelle, sukopi, 빔엑스, Defense, 19, 8, 8, 6, 2, 0, 6, 52, MaTfromDota2, 46822564, 佃煮の台湾付け
3, 20, Chiara, かっと, 노스페라투-새벽, Defense, 20, 8, 8, 6, 2, 7, 1, 47, MaTfromDota2, 46822564, 佃煮の台湾付け
4, 16, Hyejin, 駅弁mk, 푸른색단도, Defense, 15, 4, 4, 0, 4, 0, 4, 33, べんとりっく, 46822564, 3月33日
4, 18, Estelle, 鈴木リコリス, 빔엑스, Defense, 16, 4, 4, 0, 4, 2, 2, 22, かっと, 46822564, 3月33日
4, 16, Camilo, YoNeaKy, 디오스쿠로이, Defense, 15, 4, 4, 0, 4, 2, 2, 44, ZEKURIP, 46822564, 3月33日
5, 20, Theodore, Sitiyoh, 데드아이, Defense, 19, 4, 4, 3, 1, 1, 3, 59, かっと, 46822564, The unseen blade
5, 19, Darko, ぷれこーーーーる, 여의봉, Defense, 19, 4, 4, 3, 1, 1, 2, 19, かっと, 46822564, The unseen blade
5, 19, Aiden, 混沌の闇ヤスオ, 빛의검, Defense, 19, 4, 4, 3, 1, 2, 2, 31, かっと, 46822564, The unseen blade
6, 18, Lyanh, thato, 초진동나이프, Defense, 18, 6, 6, 5, 1, 0, 6, 28, かっと, 46822564, CROSSOVER
6, 19, Hisui, kemiko, 빛의검, Defense, 19, 6, 6, 5, 1, 2, 2, 53, MaTfromDota2, 46822564, CROSSOVER
6, 19, Zahir, べんとりっく, 빙백은침, Defense, 20, 6, 6, 5, 1, 4, 1, 99, かっと, 46822564, CROSSOVER
7, 17, Elena, レイライン, 활빈검, Defense, 17, 14, 14, 9, 5, 2, 8, 19, HYEINSEO, 46822564, チクチク梅
7, 17, Rozzi, ZEKURIP, 일렉트론블라스터, Defense, 18, 14, 14, 9, 5, 5, 5, 39, HYEINSEO, 46822564, チクチク梅
7, 18, Hisui, 無双, 빛의검, Defense, 19, 14, 14, 9, 5, 7, 7, 57, ぷれこーーーーる, 46822564, チクチク梅
8, 18, Katja, HYEINSEO, 안드로메다, Defense, 18, 9, 9, 3, 6, 5, 2, 36, 無双, 46822564, Rage0day
8, 17, Eleven, 곽성군, 천근추, Defense, 16, 9, 9, 3, 6, 0, 7, 19, ZEKURIP, 46822564, Rage0day
8, 18, Aiden, SEOHYEIN, 빛의검, Defense, 18, 9, 9, 3, 6, 4, 4, 44, 無双, 46822564, Rage0day
