rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Alex, えすみす, 일렉트론블라스터, Defense, 20, 15, 19, 11, 8, 4, 10, 35, , 46827729, Bunya
1, 20, Celine, vaqlas, 체이서, Defense, 20, 15, 19, 11, 8, 6, 6, 58, , 46827729, Bunya
1, 20, LiDailin, voider26, 주작자문, Defense, 20, 15, 19, 11, 8, 5, 9, 25, , 46827729, Bunya
2, 20, Sua, 無双, 둠스데이, Defense, 20, 12, 12, 7, 5, 6, 6, 47, , 46827729, チクチク梅
2, 20, Rozzi, ZEKURIP, 하이눈, Defense, 20, 12, 12, 7, 5, 5, 7, 39, , 46827729, チクチク梅
2, 19, Estelle, レイライン, 빔엑스, Defense, 19, 12, 12, 7, 5, 1, 9, 14, voider26, 46827729, チクチク梅
3, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 5, 5, 5, 0, 2, 2, 57, voider26, 46827729, The unseen blade
3, 19, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 19, 5, 5, 5, 0, 3, 2, 55, vaqlas, 46827729, The unseen blade
3, 19, Estelle, Sitiyoh, 빔엑스, Defense, 19, 5, 5, 5, 0, 0, 5, 46, voider26, 46827729, The unseen blade
4, 20, Aiden, SEOHYEIN, 다인슬라이프-진홍, Defense, 20, 10, 10, 9, 1, 4, 6, 45, 混沌の闇ヤスオ, 46827729, Rage0day
4, 20, Tia, 곽성군, 로드 오브 하트-새벽, Defense, 20, 10, 10, 9, 1, 5, 5, 56, 混沌の闇ヤスオ, 46827729, Rage0day
4, 19, Cathy, HYEINSEO, 월식, Defense, 19, 10, 10, 9, 1, 1, 5, 23, 駅弁mk, 46827729, Rage0day
5, 19, YuMin, 駅弁mk, 여제, Hunt, 19, 4, 4, 4, 0, 1, 3, 86, 곽성군, 46827729, 3月33日
5, 19, Eleven, 鈴木リコリス, 천근추, Defense, 17, 4, 4, 4, 0, 0, 4, 40, 곽성군, 46827729, 3月33日
5, 19, Chloe, YoNeaKy, 수다르사나, Defense, 19, 4, 4, 4, 0, 3, 0, 59, 곽성군, 46827729, 3月33日
6, 18, Jenny, かっと, 알타이르, Defense, 18, 5, 5, 1, 4, 1, 3, 27, SEOHYEIN, 46827729, 佃煮の台湾付け
6, 18, Estelle, sukopi, 빔엑스, Defense, 17, 5, 5, 1, 4, 1, 2, 43, SEOHYEIN, 46827729, 佃煮の台湾付け
6, 19, Leon, TKDNdecoy, 프로스트팽, Defense, 17, 5, 5, 1, 4, 3, 0, 20, ZEKURIP, 46827729, 佃煮の台湾付け
7, 16, Charlotte, kemiko, 절제, Defense, 16, 6, 6, 2, 4, 1, 5, 7, SEOHYEIN, 46827729, CROSSOVER
7, 17, Lyanh, thato, 카른웬난, Defense, 17, 6, 6, 2, 4, 1, 4, 38, 곽성군, 46827729, CROSSOVER
7, 18, Kenneth, べんとりっく, 반고부, Defense, 18, 6, 6, 2, 4, 4, 2, 59, HYEINSEO, 46827729, CROSSOVER
8, 16, Piolo, MaTfromDota2, 비익련리, Defense, 15, 4, 4, 0, 4, 2, 2, 38, voider26, 46827729, Black King Bar
8, 15, Leon, LORDofVERMILION, 빙화현옥수, Defense, 12, 4, 4, 0, 4, 1, 2, 13, えすみす, 46827729, Black King Bar
8, 16, Garnet, HeianKYO, 마법봉, Defense, 14, 4, 4, 0, 4, 1, 2, 34, えすみす, 46827729, Black King Bar
