rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Nicky, 鈴木リコリス, 빙화현옥수, Defense, 19, 11, 11, 7, 4, 3, 8, 25, , 46934741, 殺気駆け漢塾
1, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 11, 11, 7, 4, 6, 3, 66, , 46934741, 殺気駆け漢塾
1, 20, Isaac, 混沌の闇ヤスオ, 만년한파, Defense, 19, 11, 11, 7, 4, 2, 9, 48, , 46934741, 殺気駆け漢塾
2, 19, Nicky, ひささぎ, 아이언피스트, Defense, 19, 10, 10, 9, 1, 0, 5, 22, ぷれこーーーーる, 46934741, 1or8
2, 20, Justyna, 3y3s, 팬텀 볼트, Defense, 20, 10, 10, 9, 1, 4, 6, 39, ぷれこーーーーる, 46934741, 1or8
2, 20, Zahir, 死神ザヒル, 체이서, Defense, 20, 10, 10, 9, 1, 6, 3, 76, ぷれこーーーーる, 46934741, 1or8
3, 20, Hisui, かっと, 빛의검, Defense, 20, 14, 14, 7, 7, 5, 7, 46, 死神ザヒル, 46934741, ラディカル・グッドスピード
3, 19, Luke, れぐるす, 여의봉, Defense, 19, 14, 14, 7, 7, 7, 5, 42, 死神ザヒル, 46934741, ラディカル・グッドスピード
3, 19, Elena, sukopi, 미스틸테인, Defense, 18, 14, 14, 7, 7, 2, 12, 30, 死神ザヒル, 46934741, ラディカル・グッドスピード
4, 18, Leon, LORDofVERMILION, 프로스트팽, Defense, 17, 0, 0, 0, 0, 0, 0, 50, 鈴木リコリス, 46934741, マルティナ(42)
4, 17, Martina, nemaland, 컴파운드사이트, Defense, 15, 0, 0, 0, 0, 0, 0, 7, 死神ザヒル, 46934741, マルティナ(42)
4, 18, Felix, Sitiyoh, 애각창, Hunt, 17, 0, 0, 0, 0, 0, 0, 48, 3y3s, 46934741, マルティナ(42)
5, 18, DebiMarlene, syon1222, 빛의검, Defense, 18, 14, 14, 6, 8, 3, 8, 23, かっと, 46934741, Brainstorm
5, 19, Aya, Dato2, 엔데버AX, Defense, 19, 14, 14, 6, 8, 10, 2, 59, れぐるす, 46934741, Brainstorm
5, 18, Elena, コレマサ, 레드팬서, Defense, 18, 14, 14, 6, 8, 1, 11, 48, れぐるす, 46934741, Brainstorm
6, 18, Nathapon, Natupon, 울트라비전, Defense, 18, 10, 10, 2, 8, 3, 7, 35, Dato2, 46934741, ピクミンブルーム
6, 18, Chloe, YoNeaKy, 흑련비표-진홍, Defense, 19, 10, 10, 2, 8, 6, 4, 51, かっと, 46934741, ピクミンブルーム
6, 18, Darko, Sharp3, 여의봉, Defense, 17, 10, 10, 2, 8, 1, 8, 30, Dato2, 46934741, ピクミンブルーム
7, 17, Katja, ななしの, 인터벤션, Defense, 16, 4, 4, 1, 3, 2, 1, 31, syon1222, 46934741, J2K
7, 17, Charlotte, Istria0, 절제, Defense, 14, 4, 4, 1, 3, 2, 2, 15, ぷれこーーーーる, 46934741, J2K
7, 17, Isaac, 다케, 플라즈마톤파, Defense, 15, 4, 4, 1, 3, 0, 3, 19, ぷれこーーーーる, 46934741, J2K
8, 16, Tia, suvarublend, 터럭손방망이, Hunt, 15, 2, 2, 0, 2, 1, 0, 73, れぐるす, 46934741, 江多二亭
8, 15, Hisui, ふーと, 모노호시자오, Defense, 14, 2, 2, 0, 2, 1, 1, 35, sukopi, 46934741, 江多二亭
8, 16, Nicky, mystica, 아이언피스트, Defense, 14, 2, 2, 0, 2, 0, 1, 55, かっと, 46934741, 江多二亭
