rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 18, Eleven, 鈴木リコリス, 다그다의망치, Defense, 19, 14, 14, 13, 1, 4, 10, 31, , 46932651, 殺気駆け漢塾
1, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 20, 14, 14, 13, 1, 7, 7, 58, , 46932651, 殺気駆け漢塾
1, 20, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 19, 14, 14, 13, 1, 3, 10, 34, , 46932651, 殺気駆け漢塾
2, 19, Estelle, sukopi, 낙원의낫, Defense, 19, 17, 17, 7, 10, 3, 12, 34, ぷれこーーーーる, 46932651, ラディカル・グッドスピード
2, 19, Luke, れぐるす, 여의봉, Defense, 19, 17, 17, 7, 10, 7, 8, 34, 鈴木リコリス, 46932651, ラディカル・グッドスピード
2, 20, Rio, かっと, 페일노트-진홍, Defense, 20, 17, 17, 7, 10, 7, 9, 58, 混沌の闇ヤスオ, 46932651, ラディカル・グッドスピード
3, 19, Jackie, 死神ザヒル, 프라가라흐, Defense, 18, 5, 5, 2, 3, 1, 2, 58, 다케, 46932651, 1or8
3, 19, Chloe, 3y3s, 수다르사나, Defense, 19, 5, 5, 2, 3, 4, 1, 43, ぷれこーーーーる, 46932651, 1or8
3, 19, Nicky, ひささぎ, 아이언피스트, Defense, 18, 5, 5, 2, 3, 0, 4, 47, 鈴木リコリス, 46932651, 1or8
4, 19, Isaac, 다케, 칼날 톤파-진홍, Defense, 19, 8, 8, 4, 4, 2, 4, 47, ぷれこーーーーる, 46932651, J2K
4, 20, Katja, ななしの, 인터벤션, Defense, 20, 8, 8, 4, 4, 6, 2, 61, 3y3s, 46932651, J2K
4, 18, Charlotte, Istria0, 더썬, Defense, 18, 8, 8, 4, 4, 0, 8, 29, 3y3s, 46932651, J2K
5, 18, Jan, LORDofVERMILION, 흑요석짓테, Defense, 18, 5, 5, 2, 3, 0, 5, 46, ぷれこーーーーる, 46932651, マルティナ(42)
5, 18, Mai, nemaland, 뇌룡편, Defense, 17, 5, 5, 2, 3, 1, 4, 14, 鈴木リコリス, 46932651, マルティナ(42)
5, 19, Martina, Sitiyoh, 비전플렉스, Defense, 19, 5, 5, 2, 3, 4, 0, 32, 混沌の闇ヤスオ, 46932651, マルティナ(42)
6, 17, Estelle, YoNeaKy, 스퀴테, Defense, 17, 6, 6, 0, 6, 2, 3, 27, ぷれこーーーーる, 46932651, ピクミンブルーム
6, 17, Nathapon, Natupon, 미러리스, Defense, 18, 6, 6, 0, 6, 2, 2, 30, ぷれこーーーーる, 46932651, ピクミンブルーム
6, 17, Jan, Sharp3, 천잠장갑, Defense, 17, 6, 6, 0, 6, 2, 2, 44, 混沌の闇ヤスオ, 46932651, ピクミンブルーム
7, 17, Nicky, mystica, 아이언피스트, Defense, 18, 5, 5, 3, 2, 0, 4, 40, sukopi, 46932651, 江多二亭
7, 17, Tia, suvarublend, 터럭손방망이, Defense, 17, 5, 5, 3, 2, 2, 3, 60, sukopi, 46932651, 江多二亭
7, 18, Hisui, ふーと, 빛의검, Defense, 19, 5, 5, 3, 2, 3, 1, 55, れぐるす, 46932651, 江多二亭
8, 14, Irem, Dato2, 아스트라페, Defense, 14, 3, 3, 1, 2, 2, 1, 37, ななしの, 46932651, Brainstorm
8, 14, Barbara, コレマサ, 엘레강스, Defense, 13, 3, 3, 1, 2, 0, 2, 42, ななしの, 46932651, Brainstorm
8, 13, Kenneth, syon1222, 반고부, Defense, 13, 3, 3, 1, 2, 1, 1, 24, ななしの, 46932651, Brainstorm
