rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Priya, じゃっきーらぶ, 헤븐즈도어, Defense, 20, 12, 12, 9, 3, 2, 8, 35, , 46929253, ラディカル・グッドスピード
1, 20, Hisui, かっと, 빛의검, Defense, 20, 12, 12, 9, 3, 7, 5, 79, , 46929253, ラディカル・グッドスピード
1, 20, Luke, れぐるす, 여의봉, Defense, 19, 12, 12, 9, 3, 3, 7, 37, , 46929253, ラディカル・グッドスピード
2, 20, Jan, 混沌の闇ヤスオ, 천잠장갑, Defense, 20, 12, 12, 7, 5, 4, 7, 47, れぐるす, 46929253, 殺気駆け漢塾
2, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 12, 12, 7, 5, 5, 7, 50, 3y3s, 46929253, 殺気駆け漢塾
2, 19, Eleven, 鈴木リコリス, 다그다의망치, Defense, 18, 12, 12, 7, 5, 3, 9, 22, ひささぎ, 46929253, 殺気駆け漢塾
3, 19, Eva, ひささぎ, 체이서-새벽, Defense, 19, 11, 11, 9, 2, 3, 8, 39, ぷれこーーーーる, 46929253, 1or8
3, 19, Alonso, 3y3s, 아이언피스트, Defense, 19, 11, 11, 9, 2, 3, 8, 12, かっと, 46929253, 1or8
3, 20, Zahir, 死神ザヒル, 흑련비표-새벽, Defense, 19, 11, 11, 9, 2, 5, 6, 52, ぷれこーーーーる, 46929253, 1or8
4, 19, Tia, suvarublend, 터럭손방망이, Defense, 19, 7, 7, 2, 5, 2, 2, 51, じゃっきーらぶ, 46929253, 江多二亭
4, 20, William, mystica, 안티오크의수류탄, Defense, 19, 7, 7, 2, 5, 4, 3, 73, かっと, 46929253, 江多二亭
4, 19, Eleven, ふーと, 다그다의망치, Defense, 19, 7, 7, 2, 5, 1, 6, 28, れぐるす, 46929253, 江多二亭
5, 18, Jan, Sharp3, 천잠장갑, Defense, 18, 11, 11, 5, 6, 4, 7, 47, 混沌の闇ヤスオ, 46929253, ピクミンブルーム
5, 17, Leni, Natupon, 엘레강스, Defense, 17, 11, 11, 5, 6, 1, 10, 9, 鈴木リコリス, 46929253, ピクミンブルーム
5, 18, Camilo, YoNeaKy, 디오스쿠로이, Defense, 19, 11, 11, 5, 6, 6, 4, 48, 混沌の闇ヤスオ, 46929253, ピクミンブルーム
6, 18, Martina, Surfinia, 컴파운드사이트, Defense, 18, 1, 1, 1, 0, 0, 1, 30, ひささぎ, 46929253, マルティナ(42)
6, 19, Jan, LORDofVERMILION, 택티컬톤파, Defense, 18, 1, 1, 1, 0, 1, 0, 51, 死神ザヒル, 46929253, マルティナ(42)
6, 18, Mai, Sitiyoh, 뇌룡편, Defense, 17, 1, 1, 1, 0, 0, 1, 51, 3y3s, 46929253, マルティナ(42)
7, 15, Estelle, コレマサ, 빔엑스, Defense, 14, 2, 2, 0, 2, 1, 0, 26, LORDofVERMILION, 46929253, Brainstorm
7, 16, Nadine, Dato2, 골든래쇼보우, Defense, 16, 2, 2, 0, 2, 1, 1, 56, 混沌の闇ヤスオ, 46929253, Brainstorm
7, 16, DebiMarlene, syon1222, 빛의검, Defense, 15, 2, 2, 0, 2, 0, 1, 31, 鈴木リコリス, 46929253, Brainstorm
8, 14, Katja, ななしの, 인터벤션, Defense, 13, 2, 2, 0, 2, 2, 0, 22, 3y3s, 46929253, J2K
8, 14, Camilo, 다케, 볼틱레토, Defense, 13, 2, 2, 0, 2, 0, 2, 32, ひささぎ, 46929253, J2K
8, 13, Charlotte, Istria0, 더썬, Defense, 12, 2, 2, 0, 2, 0, 1, 15, 死神ザヒル, 46929253, J2K
