rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Martina, LORDofVERMILION, 카메라캐논, Defense, 19, 10, 10, 7, 3, 5, 5, 36, , 46930967, マルティナ(42)
1, 19, Elena, Surfinia, 아르고스의눈, Defense, 19, 10, 10, 7, 3, 1, 8, 37, , 46930967, マルティナ(42)
1, 20, Felix, Sitiyoh, 롱기누스의 창-진홍, Defense, 20, 10, 10, 7, 3, 4, 4, 61, , 46930967, マルティナ(42)
2, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 20, 10, 10, 7, 3, 3, 6, 72, Surfinia, 46930967, 殺気駆け漢塾
2, 19, Nicky, 鈴木リコリス, 프로스트팽, Defense, 19, 10, 10, 7, 3, 2, 8, 35, Sitiyoh, 46930967, 殺気駆け漢塾
2, 19, Isaac, 混沌の闇ヤスオ, 만년한파, Defense, 19, 10, 10, 7, 3, 5, 5, 37, Sitiyoh, 46930967, 殺気駆け漢塾
3, 19, Markus, Sharp3, 반고부, Defense, 19, 7, 7, 5, 2, 2, 3, 22, 混沌の闇ヤスオ, 46930967, ピクミンブルーム
3, 19, Nathapon, Natupon, 울트라비전, Defense, 20, 7, 7, 5, 2, 2, 4, 59, 混沌の闇ヤスオ, 46930967, ピクミンブルーム
3, 19, Camilo, YoNeaKy, 디오스쿠로이, Defense, 19, 7, 7, 5, 2, 3, 3, 44, ぷれこーーーーる, 46930967, ピクミンブルーム
4, 20, Tia, suvarublend, 로드 오브 하트-새벽, Defense, 20, 3, 3, 2, 1, 0, 2, 62, Sharp3, 46930967, 江多二亭
4, 20, Eleven, ふーと, 뿅망치, Defense, 19, 3, 3, 2, 1, 1, 2, 28, 鈴木リコリス, 46930967, 江多二亭
4, 20, William, mystica, 안티오크의수류탄, Defense, 20, 3, 3, 2, 1, 2, 1, 84, Sharp3, 46930967, 江多二亭
5, 16, Kenneth, syon1222, 반고부, Defense, 15, 12, 12, 3, 9, 2, 8, 24, YoNeaKy, 46930967, Brainstorm
5, 16, Isol, Dato2, 엔데버AX, Defense, 17, 12, 12, 3, 9, 10, 2, 37, mystica, 46930967, Brainstorm
5, 16, Mai, コレマサ, 사복검, Defense, 14, 12, 12, 3, 9, 0, 11, 25, mystica, 46930967, Brainstorm
6, 16, Charlotte, Istria0, 더썬, Defense, 15, 9, 9, 4, 5, 0, 7, 20, YoNeaKy, 46930967, J2K
6, 16, Katja, ななしの, 인터벤션, Defense, 17, 9, 9, 4, 5, 5, 3, 37, LORDofVERMILION, 46930967, J2K
6, 16, Isaac, 다케, 맨티스톤파, Defense, 16, 9, 9, 4, 5, 4, 5, 20, LORDofVERMILION, 46930967, J2K
7, 15, Sua, ひささぎ, 둠스데이, Defense, 14, 4, 4, 0, 4, 2, 1, 15, Dato2, 46930967, 1or8
7, 14, Alonso, 3y3s, 디바인피스트, Defense, 13, 4, 4, 0, 4, 1, 3, 18, Dato2, 46930967, 1or8
7, 15, Karla, 死神ザヒル, 포이즌드크로스보우, Defense, 15, 4, 4, 0, 4, 1, 3, 39, Dato2, 46930967, 1or8
8, 12, Priya, じゃっきーらぶ, 헤븐즈도어, Defense, 12, 6, 6, 1, 5, 1, 4, 32, ななしの, 46930967, ラディカル・グッドスピード
8, 13, Hisui, かっと, 모노호시자오, Defense, 12, 6, 6, 1, 5, 2, 4, 25, 다케, 46930967, ラディカル・グッドスピード
8, 13, Luke, れぐるす, 구원의여신상, Defense, 13, 6, 6, 1, 5, 3, 2, 36, ななしの, 46930967, ラディカル・グッドスピード
