rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Bernice, spadeokayu, 위도우 메이커-진홍, Hunt, 19, 4, 5, 2, 2, 59, , 45930106, インペリアルマンモス
1, 20, Garnet, MERCURYCUBE, 스파이의우산, Defense, 18, 4, 5, 1, 3, 12, , 45930106, インペリアルマンモス
1, 20, Celine, PuffingCat, 여의주, Hunt, 20, 4, 5, 1, 3, 66, , 45930106, インペリアルマンモス
2, 20, Lyanh, デスガキ, 프라가라흐, Defense, 19, 5, 5, 3, 1, 56, MERCURYCUBE, 45930106, Marine Delight
2, 19, Leni, berryrabbit, 마탄의사수, Defense, 18, 5, 5, 0, 5, 19, PuffingCat, 45930106, Marine Delight
2, 20, Hyunwoo, おぼろづき米, 주작자문, Defense, 19, 5, 5, 2, 3, 66, spadeokayu, 45930106, Marine Delight
3, 20, Alex, たまこん, 모노호시자오, Defense, 19, 9, 9, 4, 5, 27, おぼろづき米, 45930106, たかし
3, 20, YuMin, お豆腐の匠, 더 데스-새벽, Defense, 20, 9, 9, 4, 2, 70, Pororoca, 45930106, たかし
3, 20, Eleven, レイ様, 천근추, Defense, 18, 9, 9, 1, 6, 19, デスガキ, 45930106, たかし
4, 20, Jenny, kawaiiOTP, 알타이르, Defense, 20, 5, 5, 2, 1, 25, , 45930106, †神縫合†
4, 20, Chloe, rosen, 미치광이왕의카드, Defense, 20, 5, 5, 2, 3, 43, yasuoぼっと, 45930106, †神縫合†
4, 20, Elena, HeianKYO, 레드팬서, Defense, 20, 5, 5, 1, 3, 51, たまこん, 45930106, †神縫合†
5, 20, Chloe, Pororoca, 흑련비표-진홍, Defense, 20, 12, 12, 6, 5, 79, HeianKYO, 45930106, Toddler Vivid
5, 20, Alonso, yasuoぼっと, 디바인피스트, Defense, 19, 12, 12, 0, 11, 9, kawaiiOTP, 45930106, Toddler Vivid
5, 20, Tia, うぇびー, 터럭손방망이, Defense, 20, 12, 12, 6, 6, 57, たまこん, 45930106, Toddler Vivid
6, 18, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 17, 7, 7, 1, 4, 36, たまこん, 45930106, TRANSAM
6, 17, Chloe, YoNeaKy, 수다르사나, Defense, 17, 7, 7, 4, 2, 43, rosen, 45930106, TRANSAM
6, 18, Jan, 混沌の闇ヤスオ, 윈드러너, Defense, 17, 7, 7, 2, 5, 42, お豆腐の匠, 45930106, TRANSAM
7, 12, Rio, Twitchotouhuuu, 편전, Defense, 10, 3, 3, 1, 2, 17, おぼろづき米, 45930106, 馬耳豆腐
7, 12, Lenox, アルペジオ, 글레이프니르, Defense, 10, 3, 3, 1, 2, 10, デスガキ, 45930106, 馬耳豆腐
7, 12, Darko, Balro, 여의봉, Defense, 11, 3, 3, 1, 2, 18, デスガキ, 45930106, 馬耳豆腐
8, 11, Darko, レヴナ, 구원의여신상, Defense, 9, 1, 1, 0, 1, 8, うぇびー, 45930106, Toddler Ghost
8, 11, Elena, 冷害, 레드팬서, Defense, 8, 1, 1, 0, 1, 20, うぇびー, 45930106, Toddler Ghost
8, 11, Hart, CiELzzz, 틴스피릿, Defense, 9, 1, 1, 1, 0, 30, Pororoca, 45930106, Toddler Ghost
