rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Bernice, spadeokayu, 위도우 메이커-진홍, Defense, 19, 9, 10, 3, 4, 45, , 45933003, インペリアルマンモス
1, 20, Celine, PuffingCat, 체이서, Hunt, 20, 9, 10, 3, 5, 63, , 45933003, インペリアルマンモス
1, 20, Garnet, MERCURYCUBE, 스파이의우산, Defense, 19, 9, 10, 3, 4, 34, , 45933003, インペリアルマンモス
2, 20, Jenny, kawaiiOTP, 알타이르, Defense, 20, 8, 8, 3, 3, 45, spadeokayu, 45933003, †神縫合†
2, 20, Chloe, rosen, 만천화우, Defense, 20, 8, 8, 4, 3, 69, MERCURYCUBE, 45933003, †神縫合†
2, 20, Alonso, HeianKYO, 아이언피스트, Defense, 19, 8, 8, 1, 4, 36, MERCURYCUBE, 45933003, †神縫合†
3, 18, Karla, さすらいぱんだ, 혈색반월, Defense, 18, 6, 6, 2, 2, 56, たまこん, 45933003, Toddler Vivid
3, 18, Mai, yasuoぼっと, 뇌룡편, Defense, 17, 6, 6, 0, 6, 11, たまこん, 45933003, Toddler Vivid
3, 19, Rio, Pororoca, 적궁백시, Defense, 19, 6, 6, 4, 2, 34, HeianKYO, 45933003, Toddler Vivid
4, 20, Alex, たまこん, 플레솃, Defense, 19, 12, 12, 8, 4, 30, spadeokayu, 45933003, たかし
4, 19, YuMin, お豆腐の匠, 여제, Defense, 20, 12, 12, 2, 7, 44, 冷害, 45933003, たかし
4, 19, Eleven, レイ様, 천근추, Defense, 17, 12, 12, 2, 6, 25, CiELzzz, 45933003, たかし
5, 19, Elena, 冷害, 레드팬서, Defense, 18, 8, 8, 3, 3, 33, , 45933003, Toddler Ghost
5, 19, Darko, レヴナ, 여의봉, Defense, 18, 8, 8, 3, 5, 26, berryrabbit, 45933003, Toddler Ghost
5, 19, Hart, CiELzzz, 원더풀투나잇, Defense, 19, 8, 8, 2, 6, 48, rosen, 45933003, Toddler Ghost
6, 20, Adriana, シユイ, 아스트라페, Defense, 20, 8, 8, 0, 8, 50, spadeokayu, 45933003, Marine Delight
6, 19, Markus, おぼろづき米, 반고부, Defense, 19, 8, 8, 3, 5, 26, PuffingCat, 45933003, Marine Delight
6, 20, Tsubame, berryrabbit, 만천화우, Defense, 20, 8, 8, 5, 2, 62, PuffingCat, 45933003, Marine Delight
7, 19, Katja, Balro, 폴라리스, Defense, 18, 3, 3, 3, 0, 40, たまこん, 45933003, 馬耳豆腐
7, 18, Lenore, アルペジオ, 퍼플헤이즈, Defense, 18, 3, 3, 0, 1, 33, たまこん, 45933003, 馬耳豆腐
7, 18, Magnus, Twitchotouhuuu, 둠스데이, Defense, 18, 3, 3, 0, 2, 16, kawaiiOTP, 45933003, 馬耳豆腐
8, 16, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 16, 2, 2, 1, 1, 19, berryrabbit, 45933003, TRANSAM
8, 17, Abigail, ヴィルヴィ, 스퀴테, Defense, 17, 2, 2, 1, 1, 49, Pororoca, 45933003, TRANSAM
8, 17, Jan, 混沌の闇ヤスオ, 윈드러너, Defense, 17, 2, 2, 0, 2, 32, berryrabbit, 45933003, TRANSAM
