rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Adriana, シユイ, 체이서-새벽, Defense, 20, 16, 16, 4, 11, 47, , 45934384, Marine Delight
1, 20, Tsubame, berryrabbit, 만천화우, Defense, 20, 16, 16, 7, 6, 53, , 45934384, Marine Delight
1, 20, Markus, おぼろづき米, 반고부, Defense, 20, 16, 16, 5, 9, 33, , 45934384, Marine Delight
2, 20, Chloe, rosen, 흑련비표-진홍, Defense, 19, 4, 4, 0, 3, 53, おぼろづき米, 45934384, †神縫合†
2, 19, Jenny, kawaiiOTP, 알타이르, Defense, 19, 4, 4, 2, 2, 34, berryrabbit, 45934384, †神縫合†
2, 20, Lenox, HeianKYO, 사복검, Defense, 19, 4, 4, 2, 1, 37, シユイ, 45934384, †神縫合†
3, 20, Karla, さすらいぱんだ, 포이즌드크로스보우, Defense, 20, 2, 2, 2, 0, 76, シユイ, 45934384, Toddler Vivid
3, 20, Rio, Pororoca, 적궁백시, Defense, 20, 2, 2, 0, 1, 54, おぼろづき米, 45934384, Toddler Vivid
3, 19, Mai, yasuoぼっと, 뇌룡편, Defense, 18, 2, 2, 0, 1, 28, ぷれこーーーーる, 45934384, Toddler Vivid
4, 19, Abigail, ヴィルヴィ, 네플리온, Defense, 20, 13, 13, 6, 3, 27, おぼろづき米, 45934384, TRANSAM
4, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 19, 13, 13, 4, 4, 30, berryrabbit, 45934384, TRANSAM
4, 20, Piolo, 混沌の闇ヤスオ, 비익련리, Defense, 19, 13, 13, 3, 6, 50, おぼろづき米, 45934384, TRANSAM
5, 18, Darko, Balro, 구원의여신상, Defense, 16, 2, 2, 1, 1, 29, ヴィルヴィ, 45934384, 馬耳豆腐
5, 17, Lenox, アルペジオ, 글레이프니르, Defense, 16, 2, 2, 0, 2, 13, ぷれこーーーーる, 45934384, 馬耳豆腐
5, 17, Rio, Twitchotouhuuu, 적궁백시, Defense, 17, 2, 2, 1, 0, 40, 混沌の闇ヤスオ, 45934384, 馬耳豆腐
6, 17, Alex, たまこん, 홀스터톤파, Defense, 16, 3, 3, 1, 1, 29, berryrabbit, 45934384, たかし
6, 18, YuMin, お豆腐の匠, 더 데스-새벽, Defense, 17, 3, 3, 1, 2, 49, berryrabbit, 45934384, たかし
6, 17, Eleven, レイ様, 천근추, Defense, 15, 3, 3, 1, 2, 17, HeianKYO, 45934384, たかし
7, 17, Bernice, spadeokayu, 폴라리스, Defense, 17, 5, 5, 3, 1, 46, berryrabbit, 45934384, インペリアルマンモス
7, 18, Celine, PuffingCat, 체이서, Defense, 17, 5, 5, 1, 4, 33, シユイ, 45934384, インペリアルマンモス
7, 17, Garnet, MERCURYCUBE, 스파이의우산, Defense, 16, 5, 5, 1, 2, 22, berryrabbit, 45934384, インペリアルマンモス
8, 17, Elena, 冷害, 레드팬서, Defense, 16, 5, 5, 0, 4, 35, お豆腐の匠, 45934384, Toddler Ghost
8, 17, Hart, CiELzzz, 틴스피릿, Defense, 16, 5, 5, 2, 3, 28, ぷれこーーーーる, 45934384, Toddler Ghost
8, 16, Darko, レヴナ, 구원의여신상, Defense, 15, 5, 5, 3, 2, 25, レイ様, 45934384, Toddler Ghost
