rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Eleven, レイライン, 뿅망치, Defense, 19, 13, 16, 15, 1, 4, 6, 36, , 47371339, チクチク梅
1, 20, Bernice, ZEKURIP, 위도우메이커, Defense, 20, 13, 16, 15, 1, 7, 6, 73, , 47371339, チクチク梅
1, 20, Hisui, 無双, 빛의검, Defense, 20, 13, 16, 15, 1, 2, 9, 81, , 47371339, チクチク梅
2, 19, Leon, LegendOfLeague, 칼날 톤파-새벽, Defense, 18, 13, 13, 11, 2, 1, 12, 15, ZEKURIP, 47371339, SCB
2, 19, Katja, 松マキサ, 위도우 메이커-진홍, Defense, 19, 13, 13, 11, 2, 5, 7, 31, ZEKURIP, 47371339, SCB
2, 20, YuMin, akihisa, 여제, Defense, 20, 13, 13, 11, 2, 7, 5, 51, ZEKURIP, 47371339, SCB
3, 19, Nicky, 鈴木リコリス, 빙화현옥수, Defense, 18, 4, 4, 3, 1, 0, 4, 30, 松マキサ, 47371339, 赤卵_
3, 20, YuMin, コメダの泥水, 더문, Defense, 19, 4, 4, 3, 1, 2, 2, 48, akihisa, 47371339, 赤卵_
3, 20, Adina, たまご, 더문, Defense, 19, 4, 4, 3, 1, 2, 1, 65, akihisa, 47371339, 赤卵_
4, 19, Bernice, ドンブレ, 안드로메다, Defense, 18, 9, 9, 8, 1, 4, 4, 48, コメダの泥水, 47371339, TBD
4, 19, LiDailin, Hyouya, 주작자문, Defense, 16, 9, 9, 8, 1, 4, 5, 22, たまご, 47371339, TBD
4, 19, DebiMarlene, harao, 다인슬라이프-진홍, Defense, 17, 9, 9, 8, 1, 1, 7, 25, ZEKURIP, 47371339, TBD
5, 19, Rio, えすみす, 페일노트-진홍, Hunt, 18, 5, 5, 2, 3, 3, 1, 67, , 47371339, Bunya
5, 19, Estelle, voider26, 빔엑스, Defense, 18, 5, 5, 2, 3, 1, 0, 42, , 47371339, Bunya
5, 18, Nathapon, vaqlas, 울트라비전, Defense, 17, 5, 5, 2, 3, 1, 3, 47, レイライン, 47371339, Bunya
6, 18, Echion, い力, 슈퍼사이드와인더-FC, Defense, 16, 10, 10, 10, 0, 3, 5, 49, 松マキサ, 47371339, Out of Control
6, 18, Lyanh, thato, 비색단검, Defense, 17, 10, 10, 10, 0, 2, 4, 45, akihisa, 47371339, Out of Control
6, 17, Jackie, ハッピー天月, 반고부, Defense, 16, 10, 10, 10, 0, 5, 3, 39, akihisa, 47371339, Out of Control
7, 17, Markus, ニッキーブレーク, 반고부, Defense, 15, 2, 2, 1, 1, 1, 0, 26, ZEKURIP, 47371339, Toddler Gangster
7, 16, Katja, Meltt, 폴라리스, Defense, 16, 2, 2, 1, 1, 0, 2, 36, 無双, 47371339, Toddler Gangster
7, 16, Haze, かとかい, 발키리, Defense, 16, 2, 2, 1, 1, 1, 1, 25, , 47371339, Toddler Gangster
8, 15, Sua, Exaneko, 아는것이힘, Defense, 13, 3, 3, 0, 3, 1, 0, 42, い力, 47371339, OverThrow
8, 15, Rozzi, れもんだもん, 일렉트론블라스터, Hunt, 13, 3, 3, 0, 3, 1, 1, 54, ハッピー天月, 47371339, OverThrow
8, 13, Leon, sino1012, 프로스트팽, Defense, 11, 3, 3, 0, 3, 1, 2, 26, ドンブレ, 47371339, OverThrow
