rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Markus, レイライン, 반고부, Defense, 20, 15, 15, 13, 2, 3, 7, 22, , 47366080, チクチク梅
1, 20, Leni, ZEKURIP, 엘레강스, Defense, 20, 15, 15, 13, 2, 2, 13, 16, , 47366080, チクチク梅
1, 20, Hisui, 無双, 다인슬라이프, Defense, 20, 15, 15, 13, 2, 10, 4, 92, , 47366080, チクチク梅
2, 20, Sua, Exaneko, 피스브링어-새벽, Defense, 20, 13, 13, 13, 0, 1, 8, 47, 無双, 47366080, OverThrow
2, 20, Leon, sino1012, 프로스트팽, Defense, 20, 13, 13, 13, 0, 4, 8, 47, 無双, 47366080, OverThrow
2, 20, Rozzi, れもんだもん, 하이눈, Defense, 20, 13, 13, 13, 0, 8, 4, 64, レイライン, 47366080, OverThrow
4, 19, Isaac, Hyouya, 맨티스톤파, Defense, 18, 6, 6, 3, 3, 0, 6, 42, れもんだもん, 47366080, TBD
4, 20, DebiMarlene, harao, 다인슬라이프-진홍, Defense, 19, 6, 6, 3, 3, 1, 5, 48, れもんだもん, 47366080, TBD
4, 19, Bernice, ドンブレ, 안드로메다, Defense, 19, 6, 6, 3, 3, 5, 1, 62, sino1012, 47366080, TBD
5, 19, Estelle, voider26, 빔엑스, Defense, 19, 15, 15, 10, 5, 8, 5, 19, ZEKURIP, 47366080, Bunya
5, 20, Celine, vaqlas, 체이서, Defense, 20, 15, 15, 10, 5, 6, 3, 66, レイライン, 47366080, Bunya
5, 19, Alex, えすみす, 플라즈마톤파, Defense, 20, 15, 15, 10, 5, 1, 10, 34, レイライン, 47366080, Bunya
6, 18, Sua, コメダの泥水, 둠스데이, Defense, 17, 1, 1, 0, 1, 0, 1, 40, vaqlas, 47366080, 赤卵_
6, 17, Nicky, 鈴木リコリス, 디바인피스트, Defense, 16, 1, 1, 0, 1, 1, 0, 28, 無双, 47366080, 赤卵_
6, 17, Adela, たまご, 아르고스의눈, Defense, 17, 1, 1, 0, 1, 0, 1, 57, 無双, 47366080, 赤卵_
7, 15, Hisui, thato, 모노호시자오, Defense, 14, 3, 3, 2, 1, 0, 2, 38, harao, 47366080, Out of Control
7, 15, Estelle, みゅーき, 빔엑스, Defense, 14, 3, 3, 2, 1, 0, 2, 51, ドンブレ, 47366080, Out of Control
7, 14, Hart, ハッピー天月, 틴스피릿, Defense, 14, 3, 3, 2, 1, 3, 0, 33, ドンブレ, 47366080, Out of Control
8, 9, Justyna, akihisa, 포이즌드크로스보우, Defense, 7, 2, 2, 0, 2, 0, 2, 20, vaqlas, 47366080, SCB
8, 9, Katja, 松マキサ, 폴라리스, Defense, 7, 2, 2, 0, 2, 2, 0, 9, voider26, 47366080, SCB
8, 9, Markus, LegendOfLeague, 산타무에르떼, Defense, 6, 2, 2, 0, 2, 0, 2, 7, voider26, 47366080, SCB
3, 17, Laura, Prushka, , Defense, 16, 0, 0, 0, 0, 0, 0, 45, , 47366080, Toddler Gangster
3, 18, Mai, ニッキーブレーク, 뇌룡편, Defense, 15, 0, 0, 0, 0, 0, 0, 14, , 47366080, Toddler Gangster
3, 18, Justyna, かとかい, 발리스타, Defense, 17, 0, 0, 0, 0, 0, 0, 44, , 47366080, Toddler Gangster
