rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, LiDailin, レイライン, 천잠장갑, Defense, 20, 16, 16, 15, 1, 8, 7, 53, , 47369668, チクチク梅
1, 20, Hisui, 無双, 빛의검, Defense, 20, 16, 16, 15, 1, 6, 10, 79, , 47369668, チクチク梅
1, 19, Leni, ZEKURIP, 엘레강스, Defense, 19, 16, 16, 15, 1, 2, 10, 24, , 47369668, チクチク梅
2, 20, Hart, ハッピー天月, 하트 브레이커-진홍, Defense, 20, 9, 9, 5, 4, 6, 3, 66, レイライン, 47369668, Out of Control
2, 20, Echion, い力, 블랙맘바킹-TL, Defense, 19, 9, 9, 5, 4, 1, 7, 42, 無双, 47369668, Out of Control
2, 19, Lyanh, thato, 소울리퍼, Defense, 19, 9, 9, 5, 4, 2, 5, 57, 無双, 47369668, Out of Control
3, 18, Hyejin, vaqlas, 아르기로톡소스, Defense, 19, 6, 6, 6, 0, 1, 5, 57, レイライン, 47369668, Bunya
3, 19, Estelle, voider26, 빔엑스, Defense, 18, 6, 6, 6, 0, 2, 4, 29, レイライン, 47369668, Bunya
3, 19, Jenny, えすみす, 알타이르, Defense, 19, 6, 6, 6, 0, 3, 2, 51, レイライン, 47369668, Bunya
4, 19, Katja, Meltt, 인터벤션, Defense, 20, 9, 9, 6, 3, 4, 5, 65, レイライン, 47369668, Toddler Gangster
4, 19, Markus, ニッキーブレーク, 반고부, Defense, 19, 9, 9, 6, 3, 2, 6, 11, レイライン, 47369668, Toddler Gangster
4, 20, Justyna, かとかい, 팬텀 볼트, Defense, 20, 9, 9, 6, 3, 3, 6, 51, 無双, 47369668, Toddler Gangster
5, 19, LiDailin, Hyouya, 주작자문, Defense, 18, 1, 1, 0, 1, 0, 0, 40, 無双, 47369668, TBD
5, 19, DebiMarlene, harao, 다인슬라이프-진홍, Defense, 18, 1, 1, 0, 1, 0, 1, 40, ZEKURIP, 47369668, TBD
5, 18, Bernice, ドンブレ, 안드로메다, Hunt, 18, 1, 1, 0, 1, 1, 0, 61, えすみす, 47369668, TBD
6, 18, Markus, LegendOfLeague, 반고부, Defense, 18, 17, 17, 9, 8, 2, 9, 23, ニッキーブレーク, 47369668, SCB
6, 19, Nathapon, 松マキサ, 울트라비전, Defense, 20, 17, 17, 9, 8, 7, 9, 56, ハッピー天月, 47369668, SCB
6, 19, Justyna, akihisa, 팬텀 볼트, Defense, 20, 17, 17, 9, 8, 8, 7, 60, thato, 47369668, SCB
7, 16, Charlotte, Exaneko, 절제, Defense, 14, 3, 3, 3, 0, 0, 2, 32, thato, 47369668, OverThrow
7, 16, Vanya, sino1012, 더문, Defense, 16, 3, 3, 3, 0, 3, 0, 22, い力, 47369668, OverThrow
7, 16, Rozzi, れもんだもん, 일렉트론블라스터, Defense, 16, 3, 3, 3, 0, 0, 3, 52, ハッピー天月, 47369668, OverThrow
8, 13, Estelle, 鈴木リコリス, 빔엑스, Defense, 12, 0, 0, 0, 0, 0, 0, 23, voider26, 47369668, 赤卵_
8, 13, Justyna, コメダの泥水, 팬텀 볼트, Defense, 13, 0, 0, 0, 0, 0, 0, 18, voider26, 47369668, 赤卵_
8, 13, Adina, たまご, 더스타, Defense, 13, 0, 0, 0, 0, 0, 0, 22, えすみす, 47369668, 赤卵_
