rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Leon, エラン, 프로스트팽, Defense, 20, 16, 16, 2, 11, 30, , 46132196, 伝説の中西
1, 20, Celine, ymt, 체이서, Defense, 20, 16, 16, 6, 6, 53, , 46132196, 伝説の中西
1, 20, Piolo, MaTfromDota2, 히드라-새벽, Defense, 20, 16, 16, 8, 4, 59, , 46132196, 伝説の中西
2, 19, Adina, たまこん, 더문, Defense, 19, 3, 3, 2, 1, 34, MaTfromDota2, 46132196, たかし
2, 20, Isol, お豆腐の匠, 엔데버AX, Defense, 19, 3, 3, 1, 1, 43, ymt, 46132196, たかし
2, 20, Estelle, レイ様, 빔엑스, Defense, 19, 3, 3, 0, 1, 40, MaTfromDota2, 46132196, たかし
3, 20, Isol, warrick, 엘레강스, Defense, 20, 7, 7, 1, 5, 58, ymt, 46132196, ジャンボ
3, 20, Garnet, minagawa, 스파이의우산, Defense, 20, 7, 7, 1, 6, 27, MaTfromDota2, 46132196, ジャンボ
3, 20, Arda, DEKABIGUNO, 더문, Defense, 20, 7, 7, 5, 2, 80, MaTfromDota2, 46132196, ジャンボ
4, 20, Arda, OISIIPROTEIN, 더스타, Defense, 20, 8, 8, 1, 7, 49, エラン, 46132196, ほーんてっどまんしょん
4, 20, Kenneth, salt97, 반고부, Defense, 20, 8, 8, 6, 1, 20, MaTfromDota2, 46132196, ほーんてっどまんしょん
4, 19, Darko, うぃくらいん, 여의봉, Defense, 19, 8, 8, 1, 6, 21, ymt, 46132196, ほーんてっどまんしょん
5, 20, Barbara, RIKE, 하이눈, Defense, 19, 6, 6, 2, 4, 46, DEKABIGUNO, 46132196, Hide and Escape
5, 19, Alonso, 漁夫カルマ, 빙화현옥수, Defense, 19, 6, 6, 2, 3, 17, DEKABIGUNO, 46132196, Hide and Escape
5, 20, Rozzi, マーカスの大胸筋, 악켈테, Hunt, 19, 6, 6, 2, 2, 69, DEKABIGUNO, 46132196, Hide and Escape
6, 19, Bernice, peporen, 안드로메다, Defense, 19, 3, 3, 2, 1, 45, minagawa, 46132196, 聖帝十字陵
6, 19, Alonso, sukopi, 디바인피스트, Defense, 19, 3, 3, 0, 2, 20, warrick, 46132196, 聖帝十字陵
6, 20, Haze, 駅弁mk, 발키리, Defense, 20, 3, 3, 1, 2, 64, DEKABIGUNO, 46132196, 聖帝十字陵
7, 18, Felix, たまねぎ2nd, 애각창, Defense, 17, 5, 5, 3, 1, 29, salt97, 46132196, NotBeingAll
7, 17, Mai, upalupa, 글레이프니르, Defense, 16, 5, 5, 1, 4, 14, salt97, 46132196, NotBeingAll
7, 17, Priya, sLLLime, 헤븐즈도어, Defense, 17, 5, 5, 1, 4, 38, salt97, 46132196, NotBeingAll
8, 10, Eva, コメダの泥水, 소이탄, Defense, 9, 0, 0, 0, 0, 24, sLLLime, 46132196, Rage Soeleil
8, 10, Arda, saimina, 은둔자, Defense, 8, 0, 0, 0, 0, 18, たまねぎ2nd, 46132196, Rage Soeleil
8, 10, Lenox, たまご, 뇌룡편, Defense, 7, 0, 0, 0, 0, 1, 漁夫カルマ, 46132196, Rage Soeleil
