rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 19, Eleven, Mimoria, 뿅망치, Defense, 19, 13, 13, 3, 10, 19, , 45846975, ルミネスター
1, 20, Rio, lafu77, 페일노트, Defense, 20, 13, 13, 4, 7, 44, , 45846975, ルミネスター
1, 20, Bianca, ひのはな, 더 데스-진홍, Defense, 20, 13, 13, 6, 7, 50, , 45846975, ルミネスター
2, 20, Laura, ぽんちゃんさん, 혈화구절편-새벽, Defense, 20, 13, 13, 4, 9, 39, ひのはな, 45846975, プリプリ☆ゴリラ
2, 20, Priya, odyuuka, 헤븐즈도어, Defense, 20, 13, 13, 5, 8, 44, ひのはな, 45846975, プリプリ☆ゴリラ
2, 20, Sua, シセラガチ恋勢, 피스브링어, Defense, 20, 13, 13, 4, 7, 61, Mimoria, 45846975, プリプリ☆ゴリラ
3, 19, Nicky, Fetch, 디바인피스트, Defense, 18, 13, 13, 2, 11, 15, ゆいり, 45846975, Coquette
3, 19, Justyna, kuroha, 혈색반월, Defense, 19, 13, 13, 6, 7, 25, odyuuka, 45846975, Coquette
3, 19, YuMin, 氷雪いろは, 여제, Defense, 19, 13, 13, 5, 6, 41, シセラガチ恋勢, 45846975, Coquette
4, 20, Yuki, 雪華ゆきあ, 엑스칼리버, Defense, 18, 3, 3, 0, 2, 15, odyuuka, 45846975, ちーぎゅっ
4, 20, Aya, ゆいり, 엔데버AX, Defense, 19, 3, 3, 2, 1, 39, odyuuka, 45846975, ちーぎゅっ
4, 20, Chloe, ギュードン, 수다르사나, Defense, 19, 3, 3, 1, 2, 44, odyuuka, 45846975, ちーぎゅっ
5, 19, Arda, kiliel, 운명의수레바퀴, Defense, 18, 0, 0, 0, 0, 66, ぽんちゃんさん, 45846975, 面バリ固ポークマシマシCC濃いめ
5, 19, Garnet, ROURYUJP, 팔괘장, Defense, 18, 0, 0, 0, 0, 29, シセラガチ恋勢, 45846975, 面バリ固ポークマシマシCC濃いめ
5, 19, Katja, ebisetizum, 폴라리스, Defense, 19, 0, 0, 0, 0, 56, ぽんちゃんさん, 45846975, 面バリ固ポークマシマシCC濃いめ
6, 18, Piolo, レン82, 대소반룡곤, Defense, 17, 2, 2, 1, 1, 28, kuroha, 45846975, KDA
6, 18, Justyna, 青波花蓮, 팬텀 볼트, Defense, 18, 2, 2, 1, 1, 51, 氷雪いろは, 45846975, KDA
6, 18, Eleven, Kakyo, 천근추, Defense, 16, 2, 2, 0, 2, 24, 氷雪いろは, 45846975, KDA
7, 17, Alonso, サトツ, 디바인피스트, Defense, 17, 2, 2, 0, 2, 34, ひのはな, 45846975, 真実の刃
7, 18, Xiukai, ワイザム, 월식, Defense, 17, 2, 2, 0, 1, 27, lafu77, 45846975, 真実の刃
7, 18, Magnus, 責任, 다그다의망치, Defense, 17, 2, 2, 2, 0, 23, ひのはな, 45846975, 真実の刃
8, 10, Chiara, かめちゃ, 레드팬서, Defense, 7, 1, 1, 0, 1, 13, 氷雪いろは, 45846975, しらすOverdrive
8, 10, Kenneth, たゆた, 하르페, Defense, 8, 1, 1, 1, 0, 25, kuroha, 45846975, しらすOverdrive
8, 9, Garnet, Game860, 스파이의우산, Defense, 6, 1, 1, 0, 1, 4, Fetch, 45846975, しらすOverdrive
