rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Priya, odyuuka, 헤븐즈도어, Defense, 20, 12, 12, 2, 10, 90, , 45845508, プリプリ☆ゴリラ
1, 20, Sua, シセラガチ恋勢, 피스브링어, Defense, 20, 12, 12, 4, 6, 46, , 45845508, プリプリ☆ゴリラ
1, 20, Laura, ぽんちゃんさん, 혈화구절편-새벽, Defense, 20, 12, 12, 6, 6, 54, , 45845508, プリプリ☆ゴリラ
2, 20, Yuki, 雪華ゆきあ, 엑스칼리버, Defense, 19, 2, 2, 0, 2, 24, ぽんちゃんさん, 45845508, ちーぎゅっ
2, 20, Aya, ゆいり, 엔데버AX, Defense, 19, 2, 2, 0, 1, 47, ぽんちゃんさん, 45845508, ちーぎゅっ
2, 20, Lyanh, ギュードン, 프라가라흐, Defense, 18, 2, 2, 2, 0, 25, odyuuka, 45845508, ちーぎゅっ
3, 20, Rio, lafu77, 페일노트, Defense, 20, 14, 14, 6, 7, 51, ぽんちゃんさん, 45845508, ルミネスター
3, 20, LiDailin, Mimoria, 블러디 핸즈-진홍, Defense, 20, 14, 14, 1, 11, 43, シセラガチ恋勢, 45845508, ルミネスター
3, 20, Laura, ひのはな, 혈화구절편-새벽, Defense, 20, 14, 14, 7, 7, 48, ぽんちゃんさん, 45845508, ルミネスター
4, 18, Garnet, Game860, 마법봉, Defense, 18, 2, 2, 1, 1, 18, ひのはな, 45845508, しらすOverdrive
4, 20, Kenneth, たゆた, 반고부, Defense, 19, 2, 2, 1, 1, 62, lafu77, 45845508, しらすOverdrive
4, 20, Chiara, かめちゃ, 아르고스의눈, Defense, 19, 2, 2, 0, 2, 59, ひのはな, 45845508, しらすOverdrive
5, 18, Piolo, レン82, 비익련리, Defense, 17, 0, 0, 0, 0, 46, ぽんちゃんさん, 45845508, KDA
5, 18, Justyna, 青波花蓮, 팬텀 볼트, Defense, 18, 0, 0, 0, 0, 39, odyuuka, 45845508, KDA
5, 17, Eleven, Kakyo, 천근추, Defense, 17, 0, 0, 0, 0, 19, ぽんちゃんさん, 45845508, KDA
6, 14, Garnet, ROURYUJP, 팔괘장, Defense, 12, 0, 0, 0, 0, 22, シセラガチ恋勢, 45845508, 面バリ固ポークマシマシCC濃いめ
6, 14, Arda, kiliel, 운명의수레바퀴, Defense, 14, 0, 0, 0, 0, 29, シセラガチ恋勢, 45845508, 面バリ固ポークマシマシCC濃いめ
6, 14, Sissela, ebisetizum, 옥전결, Defense, 14, 0, 0, 0, 0, 18, ギュードン, 45845508, 面バリ固ポークマシマシCC濃いめ
7, 13, Bianca, kuroha, 운명의수레바퀴, Defense, 12, 2, 2, 0, 2, 22, lafu77, 45845508, Coquette
7, 13, Echion, 氷雪いろは, 슈퍼사이드와인더, Defense, 12, 2, 2, 0, 2, 18, ひのはな, 45845508, Coquette
7, 13, DebiMarlene, Fetch, 레바테인, Defense, 11, 2, 2, 2, 0, 12, ひのはな, 45845508, Coquette
8, 11, Magnus, 責任, 다그다의망치, Defense, 9, 2, 2, 1, 1, 4, ひのはな, 45845508, 真実の刃
8, 11, Xiukai, ワイザム, 파산검, Defense, 8, 2, 2, 1, 1, 9, lafu77, 45845508, 真実の刃
8, 11, Alonso, サトツ, 디바인피스트, Defense, 8, 2, 2, 0, 2, 12, Mimoria, 45845508, 真実の刃
