rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Arda, uzakiron, 더 데스-진홍, Defense, 20, 11, 13, 3, 7, 69, , 45843967, ジャンボ
1, 20, Isol, warrick, 하이눈, Defense, 20, 11, 13, 5, 6, 48, , 45843967, ジャンボ
1, 20, Garnet, minagawa, 마법봉, Defense, 20, 11, 13, 3, 8, 36, , 45843967, ジャンボ
2, 20, Arda, ANDyukkuri, 운명의수레바퀴, Defense, 20, 8, 8, 2, 6, 57, minagawa, 45843967, ランクマランダムピック連打部
2, 20, Chiara, たにし, 노스페라투-새벽, Defense, 20, 8, 8, 5, 3, 31, uzakiron, 45843967, ランクマランダムピック連打部
2, 20, Darko, WheatDog, 여의봉, Defense, 19, 8, 8, 1, 4, 22, warrick, 45843967, ランクマランダムピック連打部
3, 20, Hart, 神代レイ, 하트 브레이커-진홍, Defense, 20, 8, 8, 2, 5, 64, WheatDog, 45843967, 亜空間タックル
3, 20, Darko, rauz, 로드 오브 하트-진홍, Defense, 19, 8, 8, 6, 2, 26, たにし, 45843967, 亜空間タックル
3, 20, Elena, 香深, 미스틸테인, Defense, 19, 8, 8, 0, 7, 23, たにし, 45843967, 亜空間タックル
4, 20, Barbara, PJSURF, 하이 눈-새벽, Defense, 20, 4, 4, 2, 2, 60, , 45843967, MHW
4, 20, Abigail, newtora, 네플리온, Defense, 19, 4, 4, 1, 2, 47, , 45843967, MHW
4, 19, Darko, xKarin, 여의봉, Defense, 18, 4, 4, 1, 3, 38, minagawa, 45843967, MHW
5, 20, Piolo, ここかな, 비익련리, Defense, 19, 7, 7, 3, 2, 49, たにし, 45843967, シャルティメットストーム
5, 19, Vanya, SSPotato, 여제, Defense, 19, 7, 7, 4, 3, 44, uzakiron, 45843967, シャルティメットストーム
5, 18, Charlotte, 義妹シャーロット, 절제, Defense, 17, 7, 7, 0, 6, 6, warrick, 45843967, シャルティメットストーム
6, 15, Adina, kur1ch4n, 더스타, Defense, 15, 0, 0, 0, 0, 31, たにし, 45843967, たぬき組
6, 15, Alonso, DJremushin, 아이언피스트, Defense, 15, 0, 0, 0, 0, 15, たにし, 45843967, たぬき組
6, 15, Chloe, PYP, 미치광이왕의카드, Defense, 15, 0, 0, 0, 0, 36, ANDyukkuri, 45843967, たぬき組
7, 13, Nicky, スマートパイラー, 디바인피스트, Defense, 12, 1, 1, 1, 0, 17, rauz, 45843967, 悪の3兵器
7, 12, LiDailin, 二寸法師, 단영촌천투, Defense, 11, 1, 1, 0, 1, 28, rauz, 45843967, 悪の3兵器
7, 13, William, 花巻タコス, 다비드슬링, Defense, 12, 1, 1, 0, 1, 15, rauz, 45843967, 悪の3兵器
