rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Haze, たゆた, 헬파이어-새벽, Hunt, 20, 5, 6, 6, 0, 4, 1, 63, , 46977318, TripleR
1, 19, Markus, ぽんちゃんさん, 반고부, Defense, 20, 5, 6, 6, 0, 1, 4, 39, , 46977318, TripleR
1, 19, Katja, greatSolt, 위도우 메이커-진홍, Defense, 20, 5, 6, 6, 0, 0, 5, 62, , 46977318, TripleR
2, 19, Mai, ハクレイ, 뇌룡편, Defense, 19, 6, 6, 5, 1, 3, 3, 17, たゆた, 46977318, ルミア島リサーチセンター
2, 18, Chiara, rauz, 아르고스의눈, Defense, 19, 6, 6, 5, 1, 3, 2, 31, たゆた, 46977318, ルミア島リサーチセンター
2, 19, Arda, kiliel, 더스타, Defense, 19, 6, 6, 5, 1, 0, 6, 45, ぽんちゃんさん, 46977318, ルミア島リサーチセンター
4, 19, Aya, konikonikoni, 저지먼트, Defense, 20, 12, 12, 8, 4, 8, 3, 62, , 46977318, 狼猛襲
4, 19, Priya, odyuuka, 헤븐즈도어, Defense, 19, 12, 12, 8, 4, 3, 8, 59, ハクレイ, 46977318, 狼猛襲
4, 19, Estelle, kuroha, 빔엑스, Defense, 18, 12, 12, 8, 4, 1, 11, 28, kur1ch4n, 46977318, 狼猛襲
4, 19, Adina, kur1ch4n, 더 데스-진홍, Defense, 20, 15, 15, 13, 2, 6, 7, 73, ハクレイ, 46977318, 私とりんご穏健派
4, 18, Mai, hato88, 뇌룡편, Defense, 18, 15, 15, 13, 2, 2, 10, 34, konikonikoni, 46977318, 私とりんご穏健派
4, 18, Chloe, PYP, 수다르사나, Defense, 20, 15, 15, 13, 2, 7, 5, 56, konikonikoni, 46977318, 私とりんご穏健派
5, 18, Abigail, HaruSakuragi, 스퀴테, Defense, 18, 6, 6, 3, 3, 4, 2, 31, rauz, 46977318, ほならば咲耶姫
5, 18, Magnus, 神代レイ, 둠스데이, Defense, 18, 6, 6, 3, 3, 1, 5, 20, ハクレイ, 46977318, ほならば咲耶姫
5, 17, Yuki, honarane, 디오스쿠로이, Defense, 16, 6, 6, 3, 3, 1, 5, 26, rauz, 46977318, ほならば咲耶姫
6, 17, Charlotte, 義妹, 운명의수레바퀴, Defense, 15, 5, 5, 1, 4, 1, 4, 8, HaruSakuragi, 46977318, シャルティメットストーム
6, 18, Hisui, ここかな, 빛의검, Defense, 18, 5, 5, 1, 4, 3, 2, 46, kur1ch4n, 46977318, シャルティメットストーム
6, 17, Vanya, SSPotato, 여제, Defense, 17, 5, 5, 1, 4, 1, 3, 24, PYP, 46977318, シャルティメットストーム
7, 17, Xiukai, RadioDaemon, 트리아이나, Defense, 17, 3, 3, 0, 3, 0, 3, 22, konikonikoni, 46977318, 佐川大根
7, 18, Martina, Latesummerr, 컴파운드사이트, Defense, 17, 3, 3, 0, 3, 0, 2, 46, odyuuka, 46977318, 佐川大根
7, 17, Tazia, ジェノ, 빙백은침, Defense, 17, 3, 3, 0, 3, 3, 0, 36, konikonikoni, 46977318, 佐川大根
8, 13, Lenox, Nacoty, 뇌룡편, Defense, 12, 11, 11, 1, 10, 5, 5, 17, hato88, 46977318, GGXD
8, 14, Rio, hako72, 트윈보우, Defense, 14, 11, 11, 1, 10, 2, 8, 38, hato88, 46977318, GGXD
8, 13, Luke, れぐるす, 여의봉, Defense, 12, 11, 11, 1, 10, 4, 5, 15, PYP, 46977318, GGXD
