rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Leni, LegendOfLeague, 알타이르, Defense, 19, 16, 17, 3, 13, 48, , 46223361, 松竹梅
1, 20, Darko, akihisa, 로드 오브 하트-진홍, Defense, 20, 16, 17, 7, 9, 26, , 46223361, 松竹梅
1, 20, Hyunwoo, 松マキサ, 주작자문, Defense, 20, 16, 17, 6, 9, 46, , 46223361, 松竹梅
2, 20, Nicky, Tnsh, 블러디 핸즈-새벽, Defense, 20, 6, 6, 1, 3, 58, 松マキサ, 46223361, Forsen
2, 20, Hart, Alek, 하트 브레이커-진홍, Defense, 20, 6, 6, 5, 1, 79, akihisa, 46223361, Forsen
2, 20, Charlotte, CappuChino, 더썬, Defense, 20, 6, 6, 0, 5, 24, akihisa, 46223361, Forsen
3, 20, Chiara, ハッピー天月, 아르고스의눈, Defense, 19, 7, 7, 6, 1, 47, Alek, 46223361, Out of Control
3, 20, Bianca, みゅーき, 여제, Defense, 20, 7, 7, 1, 5, 64, Tnsh, 46223361, Out of Control
3, 20, Echion, い力, 블랙맘바킹-TL, Defense, 19, 7, 7, 0, 6, 33, Alek, 46223361, Out of Control
4, 19, Estelle, voider26, 빔엑스, Defense, 19, 6, 6, 0, 6, 31, みゅーき, 46223361, ぶにゃ
4, 20, Irem, catsR, 소이탄, Defense, 19, 6, 6, 3, 3, 51, , 46223361, ぶにゃ
4, 19, Luke, えすみす, 여의봉, Defense, 19, 6, 6, 3, 3, 50, ハッピー天月, 46223361, ぶにゃ
5, 19, Alonso, HeianKYO, 빙화현옥수, Defense, 18, 7, 7, 1, 5, 25, LegendOfLeague, 46223361, 舞野組
5, 19, Irem, 舞野, 파이어볼, Defense, 19, 7, 7, 1, 6, 40, akihisa, 46223361, 舞野組
5, 20, Aya, とんとジェニー, 엔데버AX, Defense, 20, 7, 7, 5, 1, 70, Alek, 46223361, 舞野組
6, 19, Lenox, ニッキーブレーク, 사복검, Defense, 18, 2, 2, 1, 1, 31, ハッピー天月, 46223361, Toddler Gangster
6, 18, Sissela, かとかい, 아스트라페, Defense, 18, 2, 2, 1, 1, 37, Alek, 46223361, Toddler Gangster
6, 19, Rio, Meltt, 페일노트-진홍, Hunt, 19, 2, 2, 0, 2, 75, ハッピー天月, 46223361, Toddler Gangster
7, 18, Bernice, Hyouya, 안드로메다, Defense, 18, 1, 1, 0, 1, 43, とんとジェニー, 46223361, TBD
7, 19, Vanya, sino1012, 여제, Defense, 18, 1, 1, 1, 0, 35, とんとジェニー, 46223361, TBD
7, 18, Charlotte, れもんだもん, 절제, Defense, 15, 1, 1, 0, 1, 5, 舞野, 46223361, TBD
8, 11, Vanya, 駅弁mk, 더스타, Defense, 9, 0, 0, 0, 0, 17, 松マキサ, 46223361, 聖帝十字陵
8, 11, Estelle, sukopi, 빔엑스, Defense, 9, 0, 0, 0, 0, 3, akihisa, 46223361, 聖帝十字陵
8, 11, Bernice, peporen, 폴라리스, Defense, 9, 0, 0, 0, 0, 14, 松マキサ, 46223361, 聖帝十字陵
