rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Lyanh, kirisamefirst, 소울리퍼, Defense, 20, 12, 12, 8, 4, 8, 2, 71, , 46449160, ネコノミーシンドローム
1, 19, Lenox, 一杯酒気, 뇌룡편, Defense, 19, 12, 12, 8, 4, 1, 9, 35, , 46449160, ネコノミーシンドローム
1, 19, Adina, keikoma, 더문, Defense, 19, 12, 12, 8, 4, 3, 7, 40, , 46449160, ネコノミーシンドローム
2, 20, Rio, 舞野, 페일노트-진홍, Defense, 20, 9, 9, 8, 1, 6, 2, 86, kirisamefirst, 46449160, 舞野組
2, 20, Elena, HeianKYO, 미스틸테인, Defense, 20, 9, 9, 8, 1, 2, 5, 54, keikoma, 46449160, 舞野組
2, 20, Adriana, シユイ, 여의주, Defense, 20, 9, 9, 8, 1, 1, 7, 65, kirisamefirst, 46449160, 舞野組
3, 18, Alex, たまこん, 모노호시자오, Defense, 18, 5, 5, 4, 1, 3, 2, 36, HeianKYO, 46449160, たかし
3, 19, Eleven, レイ様, 천근추, Defense, 18, 5, 5, 4, 1, 0, 5, 20, 舞野, 46449160, たかし
3, 19, YuMin, お豆腐の匠, 더 데스-새벽, Defense, 19, 5, 5, 4, 1, 2, 3, 55, HeianKYO, 46449160, たかし
4, 18, DebiMarlene, syon1222, 레바테인, Defense, 18, 6, 6, 6, 0, 1, 5, 42, kirisamefirst, 46449160, Brainstorm
4, 20, Elena, コレマサ, 미스틸테인, Defense, 19, 6, 6, 6, 0, 2, 3, 49, 舞野, 46449160, Brainstorm
4, 19, Irem, IREMKING, 체이서-새벽, Defense, 19, 6, 6, 6, 0, 3, 2, 58, kirisamefirst, 46449160, Brainstorm
5, 18, Chloe, サーモン中西, 미치광이왕의카드, Defense, 19, 5, 5, 4, 1, 2, 2, 42, 舞野, 46449160, 伝説の中西
5, 19, Leon, LORDofVERMILION, 디바인피스트, Defense, 18, 5, 5, 4, 1, 0, 2, 49, IREMKING, 46449160, 伝説の中西
5, 19, Isol, Endeavor108, 엔데버AX, Defense, 19, 5, 5, 4, 1, 3, 2, 59, コレマサ, 46449160, 伝説の中西
6, 17, Leon, おぼろづき米, 흑요석짓테, Defense, 16, 3, 3, 1, 2, 1, 2, 22, サーモン中西, 46449160, Marine Delight
6, 16, Lyanh, デスガキ, 카른웬난, Defense, 16, 3, 3, 1, 2, 1, 2, 40, Endeavor108, 46449160, Marine Delight
6, 17, Lenore, berryrabbit, 헤븐즈도어, Defense, 18, 3, 3, 1, 2, 1, 2, 32, Endeavor108, 46449160, Marine Delight
7, 16, DebiMarlene, 主任, 엑스칼리버, Defense, 14, 7, 7, 2, 5, 0, 4, 12, たまこん, 46449160, Rage Soleil
7, 16, Adina, たまご, 더문, Defense, 17, 7, 7, 2, 5, 5, 1, 32, たまこん, 46449160, Rage Soleil
7, 16, Karla, コメダの泥水, 포이즌드크로스보우, Defense, 16, 7, 7, 2, 5, 2, 4, 30, kirisamefirst, 46449160, Rage Soleil
