rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Rio, 舞野, 페일노트-진홍, Defense, 20, 20, 20, 15, 5, 6, 12, 53, , 46450842, 舞野組
1, 19, Adriana, シユイ, 체이서, Defense, 20, 20, 20, 15, 5, 8, 10, 39, , 46450842, 舞野組
1, 19, Elena, HeianKYO, 미스틸테인, Defense, 20, 20, 20, 15, 5, 6, 13, 32, , 46450842, 舞野組
2, 19, Alex, たまこん, 악켈테, Defense, 20, 13, 13, 11, 2, 5, 6, 48, HeianKYO, 46450842, たかし
2, 19, Eleven, レイ様, 천근추, Defense, 19, 13, 13, 11, 2, 4, 9, 19, HeianKYO, 46450842, たかし
2, 19, YuMin, お豆腐の匠, 더 데스-새벽, Defense, 20, 13, 13, 11, 2, 4, 7, 47, シユイ, 46450842, たかし
3, 19, Markus, たまご, 반고부, Defense, 18, 6, 6, 3, 3, 2, 4, 36, お豆腐の匠, 46450842, Rage Soleil
3, 18, DebiMarlene, 主任, 레바테인, Defense, 18, 6, 6, 3, 3, 1, 5, 44, たまこん, 46450842, Rage Soleil
3, 19, Tia, saimina, 터럭손방망이, Hunt, 19, 6, 6, 3, 3, 3, 0, 75, たまこん, 46450842, Rage Soleil
4, 18, Lyanh, デスガキ, 카른웬난, Defense, 18, 5, 5, 3, 2, 2, 3, 41, シユイ, 46450842, Marine Delight
4, 19, Tsubame, berryrabbit, 만천화우, Defense, 19, 5, 5, 3, 2, 3, 0, 46, シユイ, 46450842, Marine Delight
4, 17, Jan, おぼろづき米, 윈드러너, Defense, 16, 5, 5, 3, 2, 0, 2, 32, たまこん, 46450842, Marine Delight
5, 19, Adina, keikoma, 더문, Defense, 19, 2, 2, 1, 1, 1, 1, 56, HeianKYO, 46450842, ネコノミーシンドローム
5, 18, Lenox, 一杯酒気, 뇌룡편, Defense, 18, 2, 2, 1, 1, 0, 1, 41, シユイ, 46450842, ネコノミーシンドローム
5, 19, Lyanh, kirisamefirst, 소울리퍼, Defense, 19, 2, 2, 1, 1, 1, 1, 52, 舞野, 46450842, ネコノミーシンドローム
6, 18, Vanya, きまき, 여제, Defense, 18, 3, 3, 0, 3, 0, 2, 53, HeianKYO, 46450842, Brainstorm
6, 19, DebiMarlene, syon1222, 레바테인, Defense, 18, 3, 3, 0, 3, 1, 1, 42, 舞野, 46450842, Brainstorm
6, 18, Nadine, IREMKING, 템페스트, Hunt, 19, 3, 3, 0, 3, 2, 1, 70, HeianKYO, 46450842, Brainstorm
7, 16, Barbara, RQQQQ, 엘레강스, Defense, 15, 1, 1, 0, 1, 0, 1, 27, たまこん, 46450842, 伝説の中西
7, 16, Chloe, サーモン中西, 미치광이왕의카드, Defense, 15, 1, 1, 0, 1, 1, 0, 30, たまこん, 46450842, 伝説の中西
7, 16, Markus, Endeavor108, 산타무에르떼, Defense, 15, 1, 1, 0, 1, 0, 0, 18, berryrabbit, 46450842, 伝説の中西
