rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Alonso, catsR, 빙화현옥수, Defense, 20, 16, 16, 12, 4, 2, 14, 27, , 47152798, tekitou
1, 20, YuMin, WeNeedaHero, 더 데스-새벽, Defense, 20, 16, 16, 12, 4, 6, 10, 54, , 47152798, tekitou
1, 20, Alex, BLUNA, 일렉트론블라스터, Defense, 20, 16, 16, 12, 4, 8, 7, 53, , 47152798, tekitou
2, 20, Hart, たまねぎ2nd, 프리버드, Defense, 20, 6, 6, 5, 1, 2, 4, 42, BLUNA, 47152798, NotBeingAll
2, 18, Estelle, upalupa, 빔엑스, Defense, 19, 6, 6, 5, 1, 1, 3, 18, BLUNA, 47152798, NotBeingAll
2, 20, YuMin, sLLLime, 여제, Defense, 20, 6, 6, 5, 1, 3, 2, 68, BLUNA, 47152798, NotBeingAll
3, 19, Rozzi, れもんだもん, 일렉트론블라스터, Hunt, 19, 9, 9, 3, 6, 1, 4, 58, かとかい, 47152798, エステル同好会
3, 20, Isol, sino1012, 스탬피드, Defense, 20, 9, 9, 3, 6, 7, 2, 36, sLLLime, 47152798, エステル同好会
3, 20, LiDailin, voider26, 주작자문, Defense, 19, 9, 9, 3, 6, 1, 5, 40, sLLLime, 47152798, エステル同好会
4, 19, Laura, うぇびー, 우라누스, Defense, 19, 9, 9, 1, 8, 2, 5, 55, sino1012, 47152798, Toddler Gangster
4, 19, Markus, ニッキーブレーク, 반고부, Defense, 19, 9, 9, 1, 8, 2, 5, 26, sLLLime, 47152798, Toddler Gangster
4, 19, Justyna, かとかい, 팬텀 볼트, Defense, 20, 9, 9, 1, 8, 5, 4, 60, upalupa, 47152798, Toddler Gangster
5, 19, Rozzi, ZEKURIP, 하이눈, Defense, 19, 7, 7, 5, 2, 3, 2, 49, BLUNA, 47152798, チクチク梅
5, 20, Elena, レイライン, 활빈검, Defense, 19, 7, 7, 5, 2, 0, 5, 40, BLUNA, 47152798, チクチク梅
5, 20, Hisui, 無双, 빛의검, Defense, 20, 7, 7, 5, 2, 4, 1, 75, WeNeedaHero, 47152798, チクチク梅
6, 18, Jenny, みゅーき, 알타이르, Defense, 18, 11, 11, 4, 7, 5, 4, 60, 無双, 47152798, Out of Control
6, 18, Jackie, ハッピー天月, 반고부, Defense, 17, 11, 11, 4, 7, 6, 2, 44, sino1012, 47152798, Out of Control
6, 18, Echion, い力, 블랙맘바킹-TL, Defense, 17, 11, 11, 4, 7, 0, 7, 62, 無双, 47152798, Out of Control
7, 14, Jan, 混沌の闇ヤスオ, 단영촌천투, Defense, 13, 4, 4, 0, 4, 3, 1, 21, BLUNA, 47152798, TRANSAM
7, 13, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 13, 4, 4, 0, 4, 1, 1, 16, catsR, 47152798, TRANSAM
7, 13, Hyejin, YoNeaKy, 옥전결, Defense, 12, 4, 4, 0, 4, 0, 3, 20, WeNeedaHero, 47152798, TRANSAM
8, 13, Elena, 冷害, 활빈검, Defense, 10, 3, 3, 1, 2, 0, 3, 1, みゅーき, 47152798, Toddler Ghost
8, 13, Hart, CiELzzz, 틴스피릿, Defense, 13, 3, 3, 1, 2, 1, 2, 18, みゅーき, 47152798, Toddler Ghost
8, 13, Darko, レヴナ, 구원의여신상, Defense, 12, 3, 3, 1, 2, 2, 1, 14, ハッピー天月, 47152798, Toddler Ghost
