rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, DebiMarlene, レヴナ, 레바테인, Defense, 19, 7, 7, 5, 2, 3, 4, 35, , 47149784, Toddler Ghost
1, 19, Leni, mukkoro, 알타이르, Defense, 19, 7, 7, 5, 2, 1, 6, 26, , 47149784, Toddler Ghost
1, 20, Vanya, 冷害, 더문, Defense, 20, 7, 7, 5, 2, 3, 4, 72, , 47149784, Toddler Ghost
2, 19, Leni, みゅーき, 스탬피드, Defense, 19, 18, 18, 13, 5, 2, 13, 25, レヴナ, 47149784, Out of Control
2, 20, Jackie, ハッピー天月, 진홍빛 낫-진홍, Defense, 20, 18, 18, 13, 5, 14, 4, 57, レヴナ, 47149784, Out of Control
2, 19, Lyanh, thato, 비색단검, Defense, 20, 18, 18, 13, 5, 2, 15, 47, 冷害, 47149784, Out of Control
3, 18, Leon, sino1012, 빙화현옥수, Defense, 18, 15, 15, 6, 9, 5, 4, 37, ハッピー天月, 47149784, エステル同好会
3, 19, Rozzi, れもんだもん, 하이눈, Hunt, 19, 15, 15, 6, 9, 3, 9, 69, みゅーき, 47149784, エステル同好会
3, 19, Estelle, voider26, 빔엑스, Defense, 18, 15, 15, 6, 9, 7, 8, 24, ハッピー天月, 47149784, エステル同好会
4, 19, Lenox, レイライン, 뇌룡편, Defense, 19, 10, 10, 4, 6, 4, 3, 36, sino1012, 47149784, チクチク梅
4, 20, Hisui, 無双, 빛의검, Defense, 20, 10, 10, 4, 6, 3, 6, 92, ハッピー天月, 47149784, チクチク梅
4, 19, Rio, ZEKURIP, 적궁백시, Defense, 19, 10, 10, 4, 6, 3, 7, 63, ハッピー天月, 47149784, チクチク梅
5, 17, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 18, 4, 4, 2, 2, 0, 3, 43, ハッピー天月, 47149784, TRANSAM
5, 18, Piolo, 混沌の闇ヤスオ, 대소반룡곤, Defense, 17, 4, 4, 2, 2, 1, 3, 34, ハッピー天月, 47149784, TRANSAM
5, 17, Hyejin, YoNeaKy, 옥전결, Defense, 17, 4, 4, 2, 2, 3, 1, 37, ハッピー天月, 47149784, TRANSAM
6, 18, Nicky, ニッキーブレーク, 디바인피스트, Defense, 17, 6, 6, 2, 4, 2, 4, 18, ZEKURIP, 47149784, Toddler Gangster
6, 18, Sua, うぇびー, 둠스데이, Defense, 17, 6, 6, 2, 4, 0, 4, 25, レイライン, 47149784, Toddler Gangster
6, 18, Adela, かとかい, 아르고스의눈, Defense, 18, 6, 6, 2, 4, 4, 2, 55, ハッピー天月, 47149784, Toddler Gangster
7, 14, Katja, WeNeedaHero, 안드로메다, Defense, 13, 2, 2, 0, 2, 0, 1, 25, れもんだもん, 47149784, tekitou
7, 15, Xiukai, catsR, 파산검, Defense, 13, 2, 2, 0, 2, 0, 2, 11, YoNeaKy, 47149784, tekitou
7, 16, Alex, BLUNA, 모노호시자오, Defense, 14, 2, 2, 0, 2, 2, 0, 30, かとかい, 47149784, tekitou
8, 12, Chloe, sLLLime, 플레솃, Defense, 12, 0, 0, 0, 0, 0, 0, 21, voider26, 47149784, NotBeingAll
8, 13, Celine, たまねぎ2nd, 루테늄구슬, Defense, 11, 0, 0, 0, 0, 0, 0, 33, sino1012, 47149784, NotBeingAll
8, 13, Emma, 灯油, 풍마수리검, Defense, 11, 0, 0, 0, 0, 0, 0, 38, thato, 47149784, NotBeingAll
